"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"04010","04010","MAPK signaling pathway","9/23","125/3163",0.072,9.9015652173913,8.68975488977158,9.03615197718407e-08,3.97590686996099e-06,3.04375645547253e-06,"K04860/K04861/K04858/K04859/K20216/K04459/K18498/K21946/K21278",9
"04260","04260","Cardiac muscle contraction","4/23","27/3163",0.148148148148148,20.3735909822866,8.65135251438375,3.34113560957529e-05,0.00065680299751874,0.000502815691880375,"K04860/K04861/K04858/K04859",4
"05412","05412","Arrhythmogenic right ventricular cardiomyopathy","4/23","29/3163",0.137931034482759,18.9685157421289,8.31843704390524,4.47820225580959e-05,0.00065680299751874,0.000502815691880375,"K04860/K04861/K04858/K04859",4
"04517","04517","IgSF CAM signaling","6/23","103/3163",0.058252427184466,8.01097509497678,6.19036633060402,6.63164994586764e-05,0.000665960390800528,0.000509826136498012,"K07374/K04874/K04875/K04877/K04879/K18584",6
"05410","05410","Hypertrophic cardiomyopathy","4/23","33/3163",0.121212121212121,16.66930171278,7.74309291881309,7.56773171364236e-05,0.000665960390800528,0.000509826136498012,"K04860/K04861/K04858/K04859",4
"05414","05414","Dilated cardiomyopathy","4/23","37/3163",0.108108108108108,14.8672150411281,7.26065251053344,0.000119805453822084,0.000878573328028616,0.000672592021457314,"K04860/K04861/K04858/K04859",4
"04261","04261","Adrenergic signaling in cardiomyocytes","4/23","49/3163",0.0816326530612245,11.226264418811,6.1735615257526,0.000362683663703775,0.00227972588613802,0.00174524469752193,"K04860/K04861/K04858/K04859",4
"04921","04921","Oxytocin signaling pathway","4/23","61/3163",0.0655737704918033,9.01781895937277,5.41103437968942,0.000842930290069216,0.00463611659538069,0.00354918016871249,"K04860/K04861/K04858/K04859",4
"04927","04927","Cortisol synthesis and secretion","2/23","23/3163",0.0869565217391304,11.9584120982987,4.51363824898349,0.0116643165967104,0.0522867738969085,0.0400281522655759,"K04877/K04914",2
"04550","04550","Signaling pathways regulating pluripotency of stem cells","3/23","67/3163",0.0447761194029851,6.15768981181051,3.65150728844645,0.0118833577038428,0.0522867738969085,0.0400281522655759,"K18498/K18493/K09370",3
"04726","04726","Serotonergic synapse","2/23","34/3163",0.0588235294117647,8.08951406649616,3.55658483422323,0.024642221824166,0.0903548133552752,0.069171148980115,"K04892/K21278",2
"04925","04925","Aldosterone synthesis and secretion","2/23","34/3163",0.0588235294117647,8.08951406649616,3.55658483422323,0.024642221824166,0.0903548133552752,0.069171148980115,"K04914/K04919",2
"04742","04742","Taste transduction","1/23","12/3163",0.0833333333333333,11.4601449275362,3.10659150280082,0.0839927026135375,0.237223069458844,0.181606177576148,"K04916",1
"04530","04530","Tight junction","2/23","68/3163",0.0294117647058824,4.04475703324808,2.17198488574902,0.0862629343486705,0.237223069458844,0.181606177576148,"K07374/K18584",2
"04934","04934","Cushing syndrome","2/23","68/3163",0.0294117647058824,4.04475703324808,2.17198488574902,0.0862629343486705,0.237223069458844,0.181606177576148,"K04877/K04914",2
"05130","05130","Pathogenic Escherichia coli infection","2/23","68/3163",0.0294117647058824,4.04475703324808,2.17198488574902,0.0862629343486705,0.237223069458844,0.181606177576148,"K07374/K18584",2
"05132","05132","Salmonella infection","2/23","100/3163",0.02,2.7504347826087,1.52213251385657,0.163307154648631,0.411301964175704,0.314872317072309,"K07374/K18584",2
"04974","04974","Protein digestion and absorption","1/23","28/3163",0.0357142857142857,4.91149068322981,1.77902712553916,0.185538839764185,0.411301964175704,0.314872317072309,"K04916",1
