"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"00515","00515","Mannose type O-glycan biosynthesis","8/83","16/3163",0.5,19.0542168674699,11.8832407406004,1.73748371661893e-09,2.69309976075934e-07,2.4690558078269e-07,"K09666/K07966/K07967/K07968/K00735/K07632/K00728/K09661",8
"00513","00513","Various types of N-glycan biosynthesis","8/83","27/3163",0.296296296296296,11.2913877733155,8.81479909239733,2.36959061559785e-07,1.83643272708834e-05,1.68365649003005e-05,"K00738/K07966/K07967/K07968/K00753/K14464/K09656/K09657",8
"00601","00601","Glycosphingolipid biosynthesis - lacto and neolacto series","5/83","10/3163",0.5,19.0542168674699,9.38558376933466,2.50750444794027e-06,0.000129554396476914,0.000118776526481381,"K07966/K07967/K07968/K07969/K07632",5
"00480","00480","Glutathione metabolism","5/83","20/3163",0.25,9.52710843373494,6.2789816480221,0.00012538984060771,0.00485885632354876,0.00445463907422127,"K18592/K11204/K00432/K21456/K05360",5
"00510","00510","N-Glycan biosynthesis","6/83","33/3163",0.181818181818182,6.92880613362541,5.61948700768136,0.000170960635297896,0.00529977969423477,0.00485888121372967,"K00738/K07966/K07967/K07968/K00744/K09661",6
"00514","00514","Other types of O-glycan biosynthesis","4/83","14/3163",0.285714285714286,10.8881239242685,6.08605971011486,0.000361244101905331,0.00799897654218946,0.00733352688078491,"K07966/K07967/K07968/K00728",4
"00830","00830","Retinol metabolism","4/83","14/3163",0.285714285714286,10.8881239242685,6.08605971011486,0.000361244101905331,0.00799897654218946,0.00733352688078491,"K11151/K15734/K00157/K07249",4
"00010","00010","Glycolysis / Gluconeogenesis","5/83","29/3163",0.172413793103448,6.57041960947237,4.94631800920766,0.000797523151002535,0.0154520110506741,0.0141665296559661,"K00002/K00128/K03841/K00844/K12407",5
"00052","00052","Galactose metabolism","4/83","18/3163",0.222222222222222,8.46854082998661,5.21562439511614,0.00101913415734005,0.0175517549319675,0.0160915919580008,"K07966/K07967/K00844/K12407",4
"01120","01120","Microbial metabolism in diverse environments","9/83","111/3163",0.0810810810810811,3.08987300553566,3.6790334950912,0.00217276594278263,0.0336778721131307,0.0308761476079636,"K00626/K00002/K00615/K00106/K00157/K00128/K03841/K00844/K12407",9
"00280","00280","Valine, leucine and isoleucine degradation","4/83","34/3163",0.117647058823529,4.48334514528703,3.351797757756,0.0112286588069904,0.158222010462138,0.145059228607053,"K00626/K01907/K00157/K00128",4
"04930","04930","Type II diabetes mellitus","3/83","19/3163",0.157894736842105,6.01712111604312,3.60026723246514,0.0124649273487469,0.161005311587981,0.147610981761476,"K04849/K00844/K12407",3
"00380","00380","Tryptophan metabolism","3/83","20/3163",0.15,5.71626506024096,3.47284686134688,0.0143910418164621,0.171585498580895,0.157310983418817,"K00626/K00157/K00128",3
"00053","00053","Ascorbate and aldarate metabolism","2/83","10/3163",0.2,7.62168674698795,3.44232021329752,0.0267049000463623,0.29566139337044,0.271064774906685,"K00002/K00128",2
"00620","00620","Pyruvate metabolism","3/83","27/3163",0.111111111111111,4.23427041499331,2.77022346709864,0.032384529162928,0.304014807800734,0.278723253331742,"K00626/K00002/K00128",3
"04512","04512","ECM-receptor interaction","3/83","27/3163",0.111111111111111,4.23427041499331,2.77022346709864,0.032384529162928,0.304014807800734,0.278723253331742,"K06252/K04659/K16857",3
"05206","05206","MicroRNAs in cancer","5/83","69/3163",0.072463768115942,2.76148070543042,2.42821368210656,0.0333435595652418,0.304014807800734,0.278723253331742,"K06252/K02599/K10577/K04464/K16857",5
"04975","04975","Fat digestion and absorption","2/83","13/3163",0.153846153846154,5.8628359592215,2.88370373216795,0.0439972983371486,0.355601339926275,0.326018206384021,"K00626/K01047",2
"05033","05033","Nicotine addiction","2/83","13/3163",0.153846153846154,5.8628359592215,2.88370373216795,0.0439972983371486,0.355601339926275,0.326018206384021,"K04809/K04849",2
"01200","01200","Carbon metabolism","5/83","76/3163",0.0657894736842105,2.5071337983513,2.18290538078791,0.047596644688546,0.355601339926275,0.326018206384021,"K00626/K00615/K03841/K00844/K12407",5
"00650","00650","Butanoate metabolism","2/83","14/3163",0.142857142857143,5.44406196213425,2.73528392889758,0.0504724482476003,0.355601339926275,0.326018206384021,"K00626/K01907",2
"04950","04950","Maturity onset diabetes of the young","2/83","14/3163",0.142857142857143,5.44406196213425,2.73528392889758,0.0504724482476003,0.355601339926275,0.326018206384021,"K08033/K12407",2
"00710","00710","Carbon fixation by Calvin cycle","2/83","15/3163",0.133333333333333,5.08112449799197,2.60047529288543,0.0572663178265563,0.385925185352879,0.353819354992453,"K00615/K03841",2
"01110","01110","Biosynthesis of secondary metabolites","10/83","226/3163",0.0442477876106195,1.68621388207698,1.75714000550668,0.069034004940466,0.410011389112534,0.375901782887553,"K19970/K00626/K00002/K00615/K01047/K00106/K00128/K03841/K00844/K12407",10
"01240","01240","Biosynthesis of cofactors","5/83","85/3163",0.0588235294117647,2.24167257264352,1.90470123734321,0.0705436816326911,0.410011389112534,0.375901782887553,"K11204/K15734/K00002/K21456/K00128",5
"00534","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/83","17/3163",0.117647058823529,4.48334514528703,2.36366666688624,0.0717281010793818,0.410011389112534,0.375901782887553,"K00734/K10158",2
"00590","00590","Arachidonic acid metabolism","2/83","17/3163",0.117647058823529,4.48334514528703,2.36366666688624,0.0717281010793818,0.410011389112534,0.375901782887553,"K18592/K01047",2
"00030","00030","Pentose phosphate pathway","2/83","18/3163",0.111111111111111,4.23427041499331,2.25863927918993,0.0793570430540389,0.410011389112534,0.375901782887553,"K00615/K03841",2
"00500","00500","Starch and sucrose metabolism","2/83","18/3163",0.111111111111111,4.23427041499331,2.25863927918993,0.0793570430540389,0.410011389112534,0.375901782887553,"K00844/K12407",2
"00760","00760","Nicotinate and nicotinamide metabolism","2/83","18/3163",0.111111111111111,4.23427041499331,2.25863927918993,0.0793570430540389,0.410011389112534,0.375901782887553,"K19970/K00157",2
"00071","00071","Fatty acid degradation","2/83","19/3163",0.105263157894737,4.01141407736208,2.16097940937525,0.0872267037252497,0.436133518626249,0.399850764105559,"K00626/K00128",2
"04216","04216","Ferroptosis","2/83","20/3163",0.1,3.81084337349398,2.06977946800926,0.0953195550484483,0.452453931064904,0.414813451230981,"K11204/K21456",2
"01232","01232","Nucleotide metabolism","3/83","42/3163",0.0714285714285714,2.72203098106713,1.84401029847919,0.0963289014525279,0.452453931064904,0.414813451230981,"K19970/K00856/K00106",3
"00051","00051","Fructose and mannose metabolism","2/83","21/3163",0.0952380952380952,3.62937464142283,1.98428316553444,0.103618803420481,0.472379839122782,0.433081686122754,"K03841/K00844",2
"04066","04066","HIF-1 signaling pathway","3/83","44/3163",0.0681818181818182,2.59830230010953,1.7523554194861,0.107142967833467,0.474490286119641,0.435016561128363,"K05466/K05467/K00844",3
"00561","00561","Glycerolipid metabolism","2/83","23/3163",0.0869565217391304,3.3137768465165,1.82795367568781,0.120772835635007,0.505940257389896,0.463850151087511,"K00002/K00128",2
"00600","00600","Sphingolipid metabolism","2/83","23/3163",0.0869565217391304,3.3137768465165,1.82795367568781,0.120772835635007,0.505940257389896,0.463850151087511,"K09905/K07553",2
"04814","04814","Motor proteins","4/83","75/3163",0.0533333333333333,2.03244979919679,1.48527048438203,0.132428062727059,0.540167097965637,0.495229597455762,"K10404/K10419/K05738/K12751",4
"01250","01250","Biosynthesis of nucleotide sugars","2/83","25/3163",0.08,3.04867469879518,1.68795614651033,0.138568183476985,0.550719703562375,0.504904312264317,"K00844/K12407",2
"04820","04820","Cytoskeleton in muscle cells","3/83","53/3163",0.0566037735849057,2.15708115480791,1.39433195767431,0.16098464389665,0.58975476757229,0.540691977061183,"K05738/K04659/K16857",3
"04151","04151","PI3K-Akt signaling pathway","5/83","111/3163",0.045045045045045,1.71659611418648,1.26150301935141,0.164622601113663,0.58975476757229,0.540691977061183,"K06252/K05466/K05467/K04659/K16857",5
"00520","00520","Amino sugar and nucleotide sugar metabolism","2/83","28/3163",0.0714285714285714,2.72203098106713,1.50226249320351,0.166224719381758,0.58975476757229,0.540691977061183,"K00844/K12407",2
"05230","05230","Central carbon metabolism in cancer","2/83","28/3163",0.0714285714285714,2.72203098106713,1.50226249320351,0.166224719381758,0.58975476757229,0.540691977061183,"K00844/K12407",2
"04145","04145","Phagosome","3/83","54/3163",0.0555555555555556,2.11713520749665,1.35905451853642,0.167414256601166,0.58975476757229,0.540691977061183,"K06560/K04659/K16857",3
"00270","00270","Cysteine and methionine metabolism","2/83","30/3163",0.0666666666666667,2.54056224899598,1.39156757944182,0.185160778484893,0.637776014781297,0.58471824784703,"K11204/K21456",2
"00230","00230","Purine metabolism","3/83","63/3163",0.0476190476190476,1.81468732071142,1.07207459791377,0.228231618316941,0.729276002132013,0.668606181920692,"K19970/K00856/K00106",3
"00340","00340","Histidine metabolism","1/83","10/3163",0.1,3.81084337349398,1.46123236128514,0.233788963866285,0.729276002132013,0.668606181920692,"K00128",1
