"minpct","logfc","species","cluster","n_genes","genes"
0.2,0.3,"Spla","Spla_transitional",172,"OG0001933;OG0006065;OG0001213;OG0002852;OG0000285;OG0008498;OG0003603;OG0002393;OG0007140;OG0000929;OG0007350;OG0005351;OG0003788;OG0002902;OG0004529;OG0006501;OG0006102;OG0003388;OG0005538;OG0001228;OG0000330;OG0004227;OG0002469;OG0001617;OG0000497;OG0004917;OG0003665;OG0003151;OG0005695;OG0003313;OG0000237;OG0004913;OG0005471;OG0000480;OG0003036;OG0004243;OG0006793;OG0004542;OG0000579;OG0004328;OG0004922;OG0005852;OG0006570;OG0000861;OG0006710;OG0001924;OG0002121;OG0002060;OG0003495;OG0001418;OG0003153;OG0004231;OG0001286;OG0004842;OG0002234;OG0002098;OG0005231;OG0000247;OG0005688;OG0004634;OG0005347;OG0005613;OG0005809;OG0002665;OG0008740;OG0003380;OG0001116;OG0005401;OG0006660;OG0004216;OG0006627;OG0003549;OG0001162;OG0005786;OG0002021;OG0002087;OG0003354;OG0003248;OG0004299;OG0004069;OG0004334;OG0006359;OG0006602;OG0006267;OG0004845;OG0006346;OG0004264;OG0003897;OG0006200;OG0004331;OG0007265;OG0005403;OG0003179;OG0001821;OG0004622;OG0000645;OG0004635;OG0007820;OG0002974;OG0005236;OG0005923;OG0005495;OG0005667;OG0004489;OG0000447;OG0005810;OG0005975;OG0000621;OG0002194;OG0006762;OG0006354;OG0004367;OG0005792;OG0000574;OG0005999;OG0003452;OG0004857;OG0002480;OG0000528;OG0003073;OG0001088;OG0001270;OG0001574;OG0004810;OG0001423;OG0003032;OG0005839;OG0002432;OG0001624;OG0002094;OG0001309;OG0003375;OG0002701;OG0004594;OG0000425;OG0000569;OG0002229;OG0001642;OG0002034;OG0002609;OG0004385;OG0009613;OG0004744;OG0005170;OG0000568;OG0003938;OG0004763;OG0003401;OG0000444;OG0006445;OG0001285;OG0001205;OG0000069;OG0006213;OG0004804;OG0005833;OG0006622;OG0004910;OG0000125;OG0000047;OG0006572;OG0000996;OG0005637;OG0000821;OG0000349;OG0004211;OG0003750;OG0008164;OG0001248;OG0000595;OG0006614;OG0005158"
0.2,0.3,"Spla","Spla_Peptidocytes",95,"OG0006894;OG0001462;OG0000811;OG0000319;OG0000000;OG0000054;OG0000132;OG0000700;OG0015469;OG0001580;OG0000371;OG0001554;OG0001732;OG0000166;OG0000260;OG0001485;OG0002226;OG0000128;OG0000027;OG0003313;OG0002122;OG0000564;OG0000775;OG0000024;OG0004882;OG0003436;OG0003528;OG0002430;OG0004909;OG0004725;OG0007189;OG0000538;OG0001145;OG0000113;OG0005537;OG0002936;OG0000430;OG0001512;OG0000558;OG0000035;OG0002384;OG0005780;OG0007820;OG0005175;OG0004377;OG0001239;OG0000011;OG0001522;OG0004797;OG0003042;OG0003295;OG0003299;OG0001284;OG0003098;OG0000499;OG0000195;OG0003191;OG0000419;OG0006606;OG0000557;OG0001566;OG0005471;OG0005455;OG0004217;OG0005731;OG0001334;OG0000047;OG0000539;OG0002852;OG0000296;OG0003015;OG0000648;OG0000908;OG0000455;OG0001446;OG0001933;OG0002183;OG0004493;OG0004633;OG0003817;OG0003993;OG0004359;OG0001338;OG0000801;OG0001533;OG0002313;OG0005824;OG0003727;OG0000861;OG0003751;OG0005491;OG0000209;OG0004069;OG0001620;OG0000073"
0.2,0.3,"Spla","Spla_Endymocytes",63,"OG0000132;OG0000029;OG0000441;OG0000374;OG0001554;OG0000557;OG0000118;OG0000260;OG0003313;OG0000000;OG0004362;OG0004909;OG0003549;OG0005537;OG0000139;OG0000072;OG0002226;OG0001239;OG0001310;OG0001303;OG0000775;OG0000128;OG0000574;OG0003658;OG0000011;OG0005731;OG0004705;OG0000486;OG0000113;OG0002384;OG0005142;OG0000703;OG0001286;OG0001351;OG0002205;OG0003852;OG0005491;OG0004633;OG0004569;OG0000973;OG0002745;OG0001338;OG0005617;OG0003015;OG0003306;OG0000073;OG0001462;OG0000296;OG0002112;OG0003727;OG0001178;OG0000639;OG0003646;OG0001566;OG0000558;OG0000594;OG0003295;OG0001888;OG0000056;OG0001446;OG0002183;OG0002241;OG0000419"
0.2,0.3,"Spla","Spla_Amoeboid-Neuroid",23,"OG0001715;OG0004909;OG0002384;OG0005537;OG0001462;OG0001554;OG0000072;OG0001239;OG0000371;OG0000011;OG0000539;OG0000298;OG0000775;OG0006793;OG0003883;OG0000558;OG0001933;OG0003658;OG0002875;OG0003915;OG0001338;OG0000139;OG0003313"
0.2,0.35,"Neve","Neve_ectoderm.pharyngeal",21,"OG0001933;OG0002183;OG0000785;OG0000069;OG0002745;OG0000967;OG0007793;OG0000125;OG0003538;OG0004305;OG0000385;OG0000035;OG0000011;OG0002902;OG0001379;OG0000195;OG0000135;OG0000973;OG0000139;OG0001554;OG0000132"
0.2,0.35,"Neve","Neve_gastrodermis",22,"OG0001303;OG0000113;OG0004260;OG0002261;OG0000232;OG0005883;OG0004158;OG0002786;OG0004018;OG0003313;OG0001683;OG0003528;OG0000035;OG0003870;OG0000027;OG0000585;OG0003847;OG0002193;OG0005810;OG0001818;OG0003814;OG0000020"
0.2,0.35,"Neve","Neve_NPC",62,"OG0000285;OG0000419;OG0004913;OG0002060;OG0007217;OG0002902;OG0000198;OG0000209;OG0000191;OG0007701;OG0000246;OG0005725;OG0007796;OG0005190;OG0000135;OG0003164;OG0004305;OG0005763;OG0004561;OG0006007;OG0005357;OG0012477;OG0001433;OG0003491;OG0003276;OG0001933;OG0004628;OG0000308;OG0001100;OG0000539;OG0004542;OG0000195;OG0000853;OG0000986;OG0003279;OG0001334;OG0000985;OG0006531;OG0000385;OG0005588;OG0005016;OG0001428;OG0003774;OG0005309;OG0002745;OG0000480;OG0001228;OG0000716;OG0002469;OG0004243;OG0000056;OG0001567;OG0003461;OG0000455;OG0001109;OG0003814;OG0004678;OG0008429;OG0000330;OG0004334;OG0000336;OG0005541"
0.2,0.35,"Neve","Neve_retractor muscle",27,"OG0000113;OG0000579;OG0003528;OG0003538;OG0004231;OG0005762;OG0001312;OG0002469;OG0005554;OG0003249;OG0000985;OG0002786;OG0006501;OG0004917;OG0001818;OG0005810;OG0005541;OG0007780;OG0008429;OG0005963;OG0005716;OG0004299;OG0002430;OG0002218;OG0000716;OG0005309;OG0003870"
0.2,0.35,"Neve","Neve_secretory",22,"OG0000658;OG0001338;OG0001077;OG0001924;OG0007467;OG0004922;OG0001620;OG0000648;OG0000078;OG0009277;OG0009416;OG0004842;OG0005614;OG0001510;OG0008212;OG0007189;OG0003665;OG0000054;OG0006570;OG0001178;OG0005716;OG0004678"
0.2,0.35,"Neve","Neve_neuronal",51,"OG0000658;OG0000166;OG0001788;OG0000349;OG0001284;OG0000133;OG0001428;OG0000316;OG0009277;OG0006047;OG0003249;OG0001075;OG0000020;OG0000984;OG0005167;OG0000246;OG0002430;OG0005916;OG0004606;OG0000499;OG0001338;OG0000648;OG0002648;OG0002183;OG0000967;OG0003295;OG0005963;OG0001228;OG0000072;OG0000716;OG0000209;OG0000054;OG0001510;OG0000985;OG0003520;OG0005716;OG0000986;OG0004243;OG0006665;OG0003880;OG0003248;OG0008429;OG0007189;OG0001481;OG0001100;OG0000128;OG0005130;OG0002673;OG0004678;OG0005731;OG0001334"
0.2,0.35,"Neve","Neve_ectoderm.epidermis",21,"OG0000247;OG0000464;OG0001239;OG0000785;OG0003313;OG0002673;OG0001528;OG0001338;OG0002745;OG0004602;OG0003249;OG0003295;OG0004628;OG0004909;OG0005130;OG0002384;OG0005403;OG0005537;OG0006007;OG0000330;OG0003870"
0.2,0.35,"Neve","Neve_gland.mucous",33,"OG0005722;OG0000298;OG0007189;OG0001620;OG0000658;OG0009416;OG0000967;OG0000419;OG0000579;OG0008212;OG0002185;OG0001924;OG0004334;OG0001510;OG0005762;OG0000316;OG0004922;OG0000054;OG0000260;OG0009386;OG0007467;OG0006570;OG0005716;OG0004606;OG0001178;OG0005403;OG0004842;OG0002112;OG0003248;OG0005465;OG0001481;OG0000128;OG0004243"
0.2,0.35,"Neve","Neve_ectoderm.embryonic",5,"OG0000150;OG0008212;OG0000128;OG0001554;OG0000247"
0.2,0.35,"Neve","Neve_cnidocyte",54,"OG0001213;OG0000024;OG0001088;OG0006450;OG0000118;OG0005167;OG0000648;OG0001284;OG0006234;OG0007189;OG0004842;OG0004922;OG0000316;OG0005614;OG0003279;OG0004334;OG0005211;OG0007746;OG0005592;OG0005541;OG0009386;OG0006606;OG0001077;OG0006047;OG0005136;OG0001178;OG0002185;OG0003524;OG0004542;OG0001924;OG0008429;OG0006570;OG0007467;OG0005452;OG0005731;OG0005963;OG0005944;OG0004606;OG0001378;OG0005946;OG0004561;OG0006587;OG0001620;OG0003774;OG0003665;OG0003436;OG0003520;OG0005916;OG0004243;OG0004678;OG0001462;OG0000480;OG0004628;OG0000020"
0.2,0.35,"Neve","Neve_mesendoderm.embryonic",20,"OG0007582;OG0002786;OG0001351;OG0003313;OG0000000;OG0003528;OG0003249;OG0000150;OG0000336;OG0000425;OG0004909;OG0000237;OG0004737;OG0005537;OG0000985;OG0000139;OG0005130;OG0000011;OG0001683;OG0015705"
0.2,0.35,"Neve","Neve_cnidocyte.mature",10,"OG0000029;OG0000118;OG0000419;OG0002112;OG0001178;OG0000024;OG0000658;OG0007467;OG0001310;OG0002416"
0.2,0.35,"Clhe","Clhe_Nematocyte",35,"OG0000861;OG0002021;OG0004069;OG0000811;OG0007582;OG0009277;OG0002217;OG0001554;OG0000078;OG0000260;OG0005542;OG0001228;OG0006332;OG0005916;OG0000371;OG0003880;OG0002226;OG0000011;OG0003665;OG0000195;OG0000225;OG0001213;OG0006606;OG0001310;OG0000024;OG0002622;OG0006385;OG0000703;OG0000853;OG0000054;OG0006553;OG0004909;OG0001338;OG0004633;OG0000700"
0.2,0.35,"Clhe","Clhe_Epidermal/Muscle",21,"OG0003852;OG0002112;OG0000237;OG0000072;OG0004705;OG0000113;OG0006501;OG0000558;OG0000247;OG0005809;OG0007350;OG0004235;OG0006385;OG0001933;OG0005541;OG0004561;OG0003249;OG0001566;OG0002673;OG0005990;OG0001338"
0.2,0.35,"Clhe","Clhe_Gastroderm",39,"OG0004260;OG0000368;OG0004910;OG0001683;OG0004493;OG0001312;OG0005775;OG0001239;OG0002071;OG0005883;OG0003151;OG0003171;OG0003814;OG0002476;OG0000809;OG0000035;OG0000000;OG0002261;OG0005167;OG0000330;OG0003520;OG0002051;OG0005537;OG0005588;OG0000579;OG0005541;OG0002384;OG0000150;OG0004737;OG0004909;OG0000024;OG0000246;OG0004628;OG0001100;OG0004606;OG0000128;OG0008162;OG0003276;OG0001178"
0.2,0.35,"Clhe","Clhe_Neural",14,"OG0000316;OG0007340;OG0006234;OG0001788;OG0000056;OG0000166;OG0000078;OG0000011;OG0000054;OG0003249;OG0000558;OG0006553;OG0005963;OG0005725"
0.2,0.35,"Clhe","Clhe_Stem Cell/Germ Cell",252,"OG0007140;OG0004236;OG0006200;OG0005357;OG0005238;OG0006007;OG0001563;OG0005447;OG0004328;OG0004924;OG0005695;OG0006293;OG0006824;OG0004548;OG0004229;OG0004675;OG0003473;OG0003491;OG0004407;OG0005630;OG0004228;OG0005491;OG0000996;OG0001622;OG0005221;OG0006710;OG0001913;OG0007411;OG0004930;OG0003251;OG0005855;OG0004792;OG0004305;OG0001156;OG0004227;OG0003661;OG0003046;OG0006508;OG0003098;OG0002424;OG0000497;OG0004944;OG0000551;OG0003298;OG0005016;OG0003549;OG0004845;OG0000631;OG0005277;OG0000135;OG0006195;OG0004776;OG0002393;OG0000285;OG0005905;OG0002234;OG0003444;OG0005295;OG0005335;OG0006213;OG0004139;OG0005709;OG0002094;OG0004291;OG0005231;OG0001172;OG0005476;OG0003295;OG0004102;OG0004987;OG0006572;OG0000621;OG0000191;OG0005127;OG0002938;OG0000355;OG0005868;OG0003603;OG0000246;OG0001063;OG0001624;OG0004647;OG0004890;OG0005732;OG0000455;OG0005171;OG0001162;OG0005212;OG0005523;OG0004740;OG0005988;OG0000579;OG0005181;OG0006660;OG0007247;OG0004039;OG0000209;OG0004508;OG0005856;OG0001649;OG0005144;OG0005838;OG0000118;OG0003946;OG0003039;OG0006458;OG0003380;OG0003386;OG0008790;OG0005725;OG0005204;OG0005135;OG0002976;OG0005667;OG0003847;OG0002298;OG0001818;OG0001088;OG0005876;OG0005279;OG0001027;OG0005887;OG0005538;OG0001481;OG0002875;OG0012142;OG0005786;OG0005458;OG0001355;OG0003504;OG0005825;OG0005592;OG0003449;OG0000569;OG0005138;OG0004985;OG0005361;OG0003813;OG0005889;OG0006282;OG0006518;OG0006575;OG0004389;OG0000318;OG0001580;OG0001693;OG0006267;OG0005833;OG0005606;OG0004628;OG0005504;OG0002417;OG0002116;OG0003651;OG0001360;OG0001628;OG0002182;OG0006286;OG0002416;OG0004561;OG0003398;OG0004719;OG0005471;OG0004913;OG0005170;OG0007964;OG0004299;OG0004633;OG0005590;OG0004912;OG0002060;OG0005613;OG0004602;OG0001528;OG0006381;OG0005254;OG0002034;OG0002087;OG0005731;OG0001287;OG0005678;OG0005312;OG0001100;OG0001134;OG0007192;OG0000541;OG0004714;OG0003032;OG0006238;OG0000447;OG0000585;OG0003452;OG0001419;OG0005972;OG0000645;OG0001642;OG0001695;OG0005146;OG0004611;OG0005574;OG0004984;OG0000929;OG0005462;OG0001809;OG0001933;OG0001433;OG0002863;OG0003879;OG0003630;OG0005849;OG0001670;OG0005990;OG0005211;OG0008164;OG0005588;OG0005572;OG0004018;OG0005164;OG0002194;OG0004385;OG0003276;OG0004953;OG0004562;OG0004231;OG0005257;OG0007047;OG0002673;OG0003840;OG0001077;OG0005383;OG0004425;OG0004066;OG0000444;OG0003538;OG0005566;OG0004914;OG0004243;OG0003774;OG0005334;OG0007780;OG0000853;OG0002268;OG0001924;OG0004635;OG0003355;OG0006540;OG0000069;OG0004254;OG0004678;OG0003814;OG0001109;OG0001964"
0.2,0.35,"Clhe","Clhe_Bioluminescent Cells",10,"OG0001312;OG0004910;OG0004493;OG0000203;OG0005190;OG0004291;OG0005775;OG0001027;OG0004740;OG0004063"
0.2,0.35,"Clhe","Clhe_Gland Cell",3,"OG0000368;OG0000716;OG0000029"
0.2,0.35,"Auco","Auco_EM, Epidermal/Muscle cell",31,"OG0000113;OG0006501;OG0000579;OG0004917;OG0002469;OG0005809;OG0004737;OG0005762;OG0003179;OG0003276;OG0005675;OG0004890;OG0005175;OG0005946;OG0000132;OG0005810;OG0000311;OG0006385;OG0005944;OG0002116;OG0000985;OG0004542;OG0000035;OG0001360;OG0004231;OG0000455;OG0005295;OG0007121;OG0000027;OG0003870;OG0009741"
0.2,0.35,"Auco","Auco_SG, Stem/Germline cell",18,"OG0003380;OG0003782;OG0003066;OG0001563;OG0000285;OG0000621;OG0000195;OG0000020;OG0006234;OG0000209;OG0000371;OG0000246;OG0000853;OG0000589;OG0001338;OG0000497;OG0005725;OG0001367"
0.2,0.35,"Auco","Auco_GA, Gastrodermal cell",26,"OG0000368;OG0001239;OG0001077;OG0005883;OG0005295;OG0001109;OG0000000;OG0000191;OG0000945;OG0000069;OG0005175;OG0005537;OG0003880;OG0003444;OG0007582;OG0000195;OG0004909;OG0000029;OG0001351;OG0002112;OG0006293;OG0005763;OG0000078;OG0004260;OG0000238;OG0000125"
0.2,0.35,"Auco","Auco_CN, Cnidocytes/Nematocyte cell",19,"OG0000118;OG0001213;OG0007189;OG0004922;OG0002021;OG0003809;OG0005614;OG0001620;OG0001284;OG0004529;OG0006570;OG0000246;OG0004842;OG0000024;OG0004334;OG0007154;OG0001338;OG0003665;OG0000237"
0.2,0.35,"Auco","Auco_HA, Hair cell",63,"OG0000166;OG0002021;OG0000419;OG0000024;OG0000609;OG0005411;OG0005541;OG0002622;OG0000464;OG0000029;OG0001239;OG0001528;OG0004260;OG0000296;OG0002205;OG0000069;OG0005889;OG0000557;OG0005238;OG0003665;OG0000499;OG0000195;OG0000770;OG0003313;OG0000985;OG0006385;OG0000319;OG0004987;OG0000967;OG0000027;OG0003295;OG0001417;OG0005167;OG0003880;OG0000700;OG0000020;OG0004714;OG0001423;OG0000198;OG0003386;OG0001027;OG0003604;OG0004914;OG0000643;OG0000574;OG0001178;OG0005780;OG0000232;OG0002863;OG0000125;OG0007582;OG0000371;OG0002098;OG0000986;OG0004705;OG0000853;OG0006715;OG0004909;OG0000973;OG0004602;OG0000865;OG0005309;OG0000054"
0.2,0.35,"Auco","Auco_NE, Neural cell",28,"OG0000056;OG0000166;OG0000298;OG0001338;OG0002183;OG0005951;OG0000203;OG0000260;OG0000595;OG0000648;OG0001303;OG0000574;OG0000967;OG0000198;OG0001284;OG0000246;OG0001423;OG0004449;OG0000557;OG0004705;OG0000237;OG0004334;OG0002663;OG0001027;OG0000054;OG0003436;OG0000125;OG0004987"
0.2,0.35,"Auco","Auco_GL, Gland cell",11,"OG0000056;OG0000595;OG0000298;OG0000574;OG0004705;OG0006570;OG0004529;OG0000020;OG0000648;OG0005238;OG0004602"
0.2,0.35,"TrH1","TrH1_lipophil",186,"OG0006047;OG0004493;OG0000316;OG0006606;OG0000657;OG0003151;OG0008162;OG0005810;OG0007350;OG0005541;OG0000645;OG0003276;OG0005452;OG0005809;OG0005946;OG0005963;OG0005944;OG0001178;OG0006587;OG0004917;OG0002469;OG0006531;OG0001284;OG0002098;OG0005883;OG0002110;OG0000455;OG0002112;OG0000054;OG0000568;OG0005403;OG0001554;OG0004389;OG0000464;OG0005334;OG0004235;OG0008429;OG0000480;OG0001446;OG0004953;OG0000985;OG0004008;OG0005257;OG0001695;OG0006497;OG0004066;OG0004985;OG0007301;OG0005986;OG0000139;OG0003520;OG0006697;OG0004602;OG0003852;OG0006625;OG0004231;OG0001510;OG0002430;OG0001956;OG0001481;OG0005504;OG0006758;OG0006745;OG0004890;OG0000419;OG0004924;OG0004737;OG0004118;OG0001522;OG0002673;OG0002852;OG0007121;OG0001566;OG0005181;OG0002268;OG0007075;OG0000557;OG0000035;OG0001383;OG0004628;OG0001818;OG0005559;OG0001228;OG0005825;OG0003171;OG0000579;OG0000330;OG0001156;OG0000132;OG0007018;OG0005975;OG0004209;OG0002936;OG0005678;OG0005925;OG0001732;OG0005667;OG0004659;OG0006234;OG0003504;OG0003943;OG0002094;OG0001658;OG0005675;OG0003362;OG0002193;OG0007820;OG0000260;OG0003814;OG0005588;OG0004217;OG0005312;OG0001134;OG0000644;OG0004705;OG0000569;OG0006542;OG0003840;OG0005889;OG0001371;OG0002902;OG0004693;OG0001620;OG0002786;OG0000558;OG0000128;OG0002410;OG0003374;OG0000861;OG0001360;OG0003461;OG0003164;OG0003524;OG0004439;OG0004984;OG0004914;OG0001528;OG0005309;OG0006997;OG0000585;OG0007236;OG0003628;OG0003897;OG0004633;OG0001309;OG0000126;OG0004714;OG0002218;OG0005849;OG0004678;OG0001995;OG0005711;OG0002898;OG0006665;OG0000027;OG0000574;OG0003386;OG0002034;OG0001239;OG0003857;OG0007144;OG0005964;OG0003614;OG0006715;OG0004987;OG0006458;OG0012477;OG0005016;OG0000285;OG0005731;OG0004243;OG0005383;OG0000238;OG0005384;OG0001172;OG0001693;OG0002194;OG0006686;OG0005254;OG0005574;OG0002077;OG0005972;OG0000225;OG0005955;OG0005190;OG0004823"
0.2,0.35,"TrH1","TrH1_trans",4,"OG0004823;OG0000644;OG0000027;OG0000166"
0.2,0.35,"TrH1","TrH1_fibre",183,"OG0000809;OG0000374;OG0003313;OG0000430;OG0000643;OG0001956;OG0003528;OG0004018;OG0001213;OG0001683;OG0000011;OG0001286;OG0000035;OG0000020;OG0007144;OG0003354;OG0005537;OG0001239;OG0002384;OG0000132;OG0001510;OG0000000;OG0000232;OG0003164;OG0003524;OG0002098;OG0001462;OG0004842;OG0005016;OG0005614;OG0005403;OG0006686;OG0004529;OG0004922;OG0003665;OG0000447;OG0005309;OG0006570;OG0003461;OG0005990;OG0003386;OG0003276;OG0004924;OG0002208;OG0005889;OG0001924;OG0004909;OG0000247;OG0000908;OG0000589;OG0004359;OG0001046;OG0001351;OG0005946;OG0005572;OG0004914;OG0005975;OG0001995;OG0003362;OG0004705;OG0002112;OG0009416;OG0001554;OG0005136;OG0004987;OG0000225;OG0003628;OG0001693;OG0006531;OG0004209;OG0003847;OG0004890;OG0005144;OG0004714;OG0005955;OG0000455;OG0007820;OG0000585;OG0000821;OG0002110;OG0004628;OG0002786;OG0003943;OG0003538;OG0000775;OG0010860;OG0001481;OG0000464;OG0005810;OG0005964;OG0004425;OG0002218;OG0005334;OG0005736;OG0002034;OG0002094;OG0012477;OG0004117;OG0004334;OG0003279;OG0002852;OG0002077;OG0005963;OG0001580;OG0005839;OG0005401;OG0001134;OG0004377;OG0004385;OG0001334;OG0004659;OG0007018;OG0002194;OG0001367;OG0003880;OG0004913;OG0005383;OG0005588;OG0000237;OG0000246;OG0005538;OG0000986;OG0004953;OG0004217;OG0001418;OG0002410;OG0006745;OG0008373;OG0006542;OG0004678;OG0005181;OG0006665;OG0005988;OG0003614;OG0006007;OG0004066;OG0002268;OG0007248;OG0000191;OG0001360;OG0005574;OG0000238;OG0001109;OG0002898;OG0005849;OG0002231;OG0005430;OG0000419;OG0005905;OG0005204;OG0001695;OG0000278;OG0007236;OG0006758;OG0000770;OG0001669;OG0000497;OG0005972;OG0006282;OG0001620;OG0007075;OG0007880;OG0006793;OG0004081;OG0002234;OG0007796;OG0006458;OG0001156;OG0006715;OG0007140;OG0005190;OG0003374;OG0008432;OG0005384;OG0000539;OG0003897;OG0002673;OG0004008;OG0004737;OG0000538;OG0001624;OG0006497;OG0004602"
0.2,0.35,"TrH1","TrH1_gland",20,"OG0001732;OG0003279;OG0004842;OG0002313;OG0004529;OG0004922;OG0000480;OG0000644;OG0003847;OG0001924;OG0008989;OG0005614;OG0005763;OG0000135;OG0001378;OG0000585;OG0007217;OG0004236;OG0004705;OG0006007"
0.2,0.35,"TrH1","TrH1_epithelia_gland_like",38,"OG0000285;OG0001239;OG0003665;OG0000135;OG0001528;OG0001732;OG0007217;OG0000191;OG0005856;OG0000985;OG0003847;OG0007701;OG0003520;OG0007796;OG0005763;OG0000385;OG0001109;OG0008373;OG0005725;OG0000896;OG0005401;OG0001378;OG0004675;OG0001077;OG0004910;OG0001683;OG0000579;OG0004922;OG0007140;OG0005538;OG0009416;OG0000811;OG0004628;OG0005588;OG0004913;OG0002234;OG0003279;OG0001418"
0.2,0.35,"TrH1","TrH1_epithelia",10,"OG0000072;OG0006234;OG0001933;OG0000113;OG0003249;OG0000648;OG0001039;OG0000371;OG0000811;OG0000166"
0.2,0.35,"TrH1","TrH1_peptidergic",22,"OG0002183;OG0000785;OG0000072;OG0000700;OG0001788;OG0000658;OG0000371;OG0000078;OG0002965;OG0002013;OG0000967;OG0000056;OG0001379;OG0000198;OG0001510;OG0000986;OG0000497;OG0000319;OG0000589;OG0007467;OG0000128;OG0000975"
0.2,0.35,"TrH1","TrH1_meiotic",13,"OG0000658;OG0001788;OG0000785;OG0000072;OG0000371;OG0000332;OG0000700;OG0002183;OG0007467;OG0002013;OG0002965;OG0000967;OG0000232"
0.2,0.35,"TrH2","TrH2_lipophil",99,"OG0000657;OG0006606;OG0004493;OG0006047;OG0000316;OG0004606;OG0005167;OG0003436;OG0003651;OG0002469;OG0003151;OG0000480;OG0005883;OG0005809;OG0006501;OG0005541;OG0004917;OG0000645;OG0001732;OG0005762;OG0004542;OG0003726;OG0000139;OG0008429;OG0003520;OG0000985;OG0001446;OG0007350;OG0000054;OG0005810;OG0005963;OG0005403;OG0004389;OG0003276;OG0002098;OG0004118;OG0000027;OG0004628;OG0004235;OG0001178;OG0001284;OG0001510;OG0004890;OG0005452;OG0007247;OG0000579;OG0000260;OG0001554;OG0002110;OG0000568;OG0005334;OG0005554;OG0005944;OG0002673;OG0006587;OG0003179;OG0005946;OG0000035;OG0004924;OG0000700;OG0005678;OG0003847;OG0006531;OG0003840;OG0000455;OG0002112;OG0000247;OG0001481;OG0005588;OG0005127;OG0007346;OG0002902;OG0001228;OG0007018;OG0006385;OG0001528;OG0001566;OG0003295;OG0006286;OG0004705;OG0001522;OG0006234;OG0003814;OG0003852;OG0001956;OG0004299;OG0003943;OG0001462;OG0003164;OG0001620;OG0005889;OG0000126;OG0002193;OG0003628;OG0004914;OG0006542;OG0000557;OG0005295;OG0000238"
0.2,0.35,"TrH2","TrH2_trans",32,"OG0000430;OG0002071;OG0002193;OG0000809;OG0003665;OG0001510;OG0005889;OG0000374;OG0003538;OG0001077;OG0000568;OG0006531;OG0001683;OG0004914;OG0002218;OG0002902;OG0000418;OG0007217;OG0004987;OG0005946;OG0001462;OG0005590;OG0006570;OG0005810;OG0000579;OG0005614;OG0002098;OG0000585;OG0005334;OG0000011;OG0004842;OG0000238"
0.2,0.35,"TrH2","TrH2_unknown_1",15,"OG0001933;OG0001248;OG0000419;OG0002183;OG0000785;OG0000595;OG0000000;OG0001222;OG0001554;OG0003295;OG0000967;OG0004299;OG0000260;OG0000539;OG0001239"
0.2,0.35,"TrH2","TrH2_fibre",142,"OG0005895;OG0003313;OG0000374;OG0000418;OG0000430;OG0005964;OG0002461;OG0000209;OG0000020;OG0000809;OG0002208;OG0005537;OG0001367;OG0000067;OG0000000;OG0001239;OG0000279;OG0005955;OG0003665;OG0005731;OG0001693;OG0000986;OG0007140;OG0003524;OG0001334;OG0001213;OG0004909;OG0008373;OG0004659;OG0000775;OG0006282;OG0000975;OG0001286;OG0000589;OG0006686;OG0007861;OG0006542;OG0001027;OG0000132;OG0000278;OG0000497;OG0005016;OG0001995;OG0003354;OG0004913;OG0003386;OG0005856;OG0009416;OG0003658;OG0000298;OG0007701;OG0004209;OG0001956;OG0007796;OG0002384;OG0007880;OG0003276;OG0000557;OG0000551;OG0006385;OG0004924;OG0001100;OG0000246;OG0005613;OG0005590;OG0004305;OG0001433;OG0005211;OG0004633;OG0000700;OG0000237;OG0005164;OG0001418;OG0005401;OG0006570;OG0002673;OG0000770;OG0006575;OG0004842;OG0002098;OG0001360;OG0006665;OG0004987;OG0004508;OG0005849;OG0000318;OG0001109;OG0000569;OG0007635;OG0004628;OG0002675;OG0003164;OG0000355;OG0005309;OG0003774;OG0005725;OG0005889;OG0000447;OG0000896;OG0005383;OG0000225;OG0005403;OG0007144;OG0003809;OG0004922;OG0000011;OG0000191;OG0000368;OG0006531;OG0000658;OG0002112;OG0002234;OG0000135;OG0002218;OG0005136;OG0001924;OG0000118;OG0000455;OG0001172;OG0000238;OG0003153;OG0004678;OG0000499;OG0005295;OG0001378;OG0007864;OG0006848;OG0000811;OG0003943;OG0001462;OG0005614;OG0001554;OG0004914;OG0003538;OG0003248;OG0000285;OG0005946;OG0001683;OG0001481;OG0004705;OG0000371;OG0002902"
0.2,0.35,"TrH2","TrH2_gland",34,"OG0000430;OG0000809;OG0000232;OG0001683;OG0000418;OG0000374;OG0002261;OG0004842;OG0003528;OG0001312;OG0000000;OG0004018;OG0006385;OG0001510;OG0001213;OG0004529;OG0005614;OG0001956;OG0001732;OG0001924;OG0007144;OG0001286;OG0004922;OG0000011;OG0003852;OG0003628;OG0005537;OG0001520;OG0000585;OG0002094;OG0000447;OG0003354;OG0002098;OG0000330"
0.2,0.35,"TrH2","TrH2_epithelia_gland_like",29,"OG0001312;OG0001732;OG0000644;OG0005175;OG0003279;OG0002313;OG0000166;OG0000985;OG0001520;OG0004529;OG0004842;OG0004922;OG0001528;OG0003520;OG0003852;OG0003809;OG0005614;OG0004705;OG0005763;OG0000585;OG0001077;OG0000564;OG0000330;OG0007746;OG0005295;OG0007217;OG0004236;OG0005839;OG0004385"
0.2,0.35,"TrH2","TrH2_epithelia",7,"OG0000166;OG0000125;OG0000232;OG0000069;OG0001933;OG0000648;OG0005175"
