"minpct","logfc","species","cluster","n_genes","genes"
0.05,0.35,"Neve","Neve_gland.mucous",71,"OG0005722;OG0000298;OG0007189;OG0001620;OG0000658;OG0003820;OG0009416;OG0000967;OG0005176;OG0000419;OG0000579;OG0008212;OG0011015;OG0001152;OG0004897;OG0000309;OG0001559;OG0002185;OG0001924;OG0004334;OG0001510;OG0005762;OG0000316;OG0004922;OG0003763;OG0000054;OG0000260;OG0000333;OG0009386;OG0007467;OG0012573;OG0006570;OG0002013;OG0002645;OG0005765;OG0005716;OG0005972;OG0005439;OG0000426;OG0004739;OG0004606;OG0001178;OG0005403;OG0004842;OG0002112;OG0000216;OG0005334;OG0005651;OG0000062;OG0003248;OG0005465;OG0004509;OG0003905;OG0001027;OG0002617;OG0005460;OG0004291;OG0000225;OG0004134;OG0004857;OG0001830;OG0001481;OG0007809;OG0000128;OG0004579;OG0001615;OG0002021;OG0002513;OG0008266;OG0001821;OG0004243"
0.05,0.35,"Neve","Neve_ectoderm.embryonic",8,"OG0000150;OG0008212;OG0000128;OG0002477;OG0000333;OG0004897;OG0001554;OG0000247"
0.05,0.35,"Neve","Neve_cnidocyte",170,"OG0015470;OG0002310;OG0001213;OG0001479;OG0005180;OG0000180;OG0001958;OG0000024;OG0005460;OG0004950;OG0001088;OG0006450;OG0000118;OG0002597;OG0005167;OG0000648;OG0001284;OG0006234;OG0004948;OG0007189;OG0004842;OG0005767;OG0005516;OG0004922;OG0000316;OG0005614;OG0003279;OG0004334;OG0000471;OG0005211;OG0003763;OG0007746;OG0001078;OG0000309;OG0005592;OG0005761;OG0005383;OG0005541;OG0004509;OG0009386;OG0005215;OG0002645;OG0006606;OG0002021;OG0001077;OG0003423;OG0006047;OG0005136;OG0001178;OG0004113;OG0002185;OG0012573;OG0003524;OG0000165;OG0000691;OG0005434;OG0006561;OG0005316;OG0004542;OG0004360;OG0004291;OG0001924;OG0008429;OG0006570;OG0002202;OG0009370;OG0007467;OG0005452;OG0005731;OG0005722;OG0002448;OG0004857;OG0004493;OG0005471;OG0005963;OG0005944;OG0004606;OG0004700;OG0001821;OG0001378;OG0003454;OG0001555;OG0002200;OG0004422;OG0004139;OG0002915;OG0002513;OG0005946;OG0005257;OG0004561;OG0001288;OG0006587;OG0005958;OG0001620;OG0000062;OG0003362;OG0003774;OG0003665;OG0003436;OG0001532;OG0002746;OG0003628;OG0003520;OG0001995;OG0009134;OG0005916;OG0006489;OG0002617;OG0007156;OG0002861;OG0003233;OG0006686;OG0000540;OG0006065;OG0005366;OG0000989;OG0004425;OG0001265;OG0006518;OG0002381;OG0007083;OG0002991;OG0005388;OG0004243;OG0007075;OG0005972;OG0005799;OG0005156;OG0004823;OG0003019;OG0005574;OG0009657;OG0004841;OG0005876;OG0000784;OG0004344;OG0003883;OG0000821;OG0001152;OG0004740;OG0005895;OG0003267;OG0003889;OG0004678;OG0005384;OG0001462;OG0000150;OG0003651;OG0006828;OG0004968;OG0003386;OG0007271;OG0005476;OG0004511;OG0002480;OG0005819;OG0006280;OG0001658;OG0000480;OG0003682;OG0006662;OG0004719;OG0005839;OG0004628;OG0007880;OG0001782;OG0000020;OG0004986;OG0003457;OG0004703"
0.05,0.35,"Neve","Neve_mesendoderm.embryonic",45,"OG0007582;OG0002786;OG0001901;OG0003063;OG0002679;OG0001351;OG0003313;OG0002096;OG0000000;OG0000599;OG0007249;OG0003266;OG0000814;OG0001262;OG0005425;OG0003528;OG0003249;OG0000738;OG0001907;OG0000150;OG0000908;OG0000336;OG0000430;OG0001105;OG0006428;OG0005490;OG0000425;OG0004909;OG0000237;OG0002417;OG0004737;OG0005537;OG0000985;OG0001370;OG0000139;OG0005130;OG0002053;OG0000011;OG0002032;OG0006584;OG0001683;OG0001520;OG0015705;OG0001302;OG0002617"
0.05,0.35,"Neve","Neve_cnidocyte.mature",24,"OG0000029;OG0000112;OG0002021;OG0000062;OG0000036;OG0003019;OG0000238;OG0000118;OG0000419;OG0008777;OG0000224;OG0002112;OG0002269;OG0001178;OG0001958;OG0007593;OG0000024;OG0000658;OG0007467;OG0001234;OG0003327;OG0001310;OG0000589;OG0002416"
0.05,0.35,"Clhe","Clhe_Nematocyte",90,"OG0003019;OG0000861;OG0000036;OG0002021;OG0004069;OG0000811;OG0000062;OG0007582;OG0009277;OG0002217;OG0002558;OG0001554;OG0000180;OG0000078;OG0003026;OG0004300;OG0000260;OG0005542;OG0001228;OG0003327;OG0000564;OG0006332;OG0003499;OG0003460;OG0005916;OG0004220;OG0000371;OG0002919;OG0000989;OG0002271;OG0003880;OG0000252;OG0003284;OG0002226;OG0000011;OG0000298;OG0000595;OG0000307;OG0003665;OG0000195;OG0000225;OG0002745;OG0001213;OG0000947;OG0001234;OG0000165;OG0006606;OG0000233;OG0004297;OG0000224;OG0002115;OG0001310;OG0000024;OG0001173;OG0002622;OG0001559;OG0006385;OG0000112;OG0000557;OG0005761;OG0001510;OG0001462;OG0000391;OG0000703;OG0000528;OG0000609;OG0000426;OG0000853;OG0005675;OG0001520;OG0000054;OG0004842;OG0006675;OG0003524;OG0002205;OG0006553;OG0004367;OG0004909;OG0001379;OG0001081;OG0002613;OG0001338;OG0001302;OG0000279;OG0000984;OG0004633;OG0003279;OG0006455;OG0000700;OG0005316"
0.05,0.35,"Clhe","Clhe_Epidermal/Muscle",40,"OG0003852;OG0002484;OG0002112;OG0000237;OG0000072;OG0004705;OG0000113;OG0002944;OG0006501;OG0001698;OG0000558;OG0000247;OG0005809;OG0007350;OG0004235;OG0002752;OG0007742;OG0006385;OG0001933;OG0005541;OG0004041;OG0003313;OG0005146;OG0005849;OG0003479;OG0004561;OG0003249;OG0005403;OG0001566;OG0000391;OG0002673;OG0005334;OG0001479;OG0003276;OG0005990;OG0001384;OG0004299;OG0001338;OG0004742;OG0000609"
0.05,0.35,"Clhe","Clhe_Gastroderm",89,"OG0004260;OG0000368;OG0004910;OG0001683;OG0004493;OG0000471;OG0006868;OG0001312;OG0005775;OG0000921;OG0001239;OG0002071;OG0005883;OG0003151;OG0000540;OG0006074;OG0001833;OG0003171;OG0003814;OG0002476;OG0000539;OG0001414;OG0004948;OG0000809;OG0000035;OG0000000;OG0002261;OG0002597;OG0005167;OG0000330;OG0003520;OG0001532;OG0001303;OG0005190;OG0000332;OG0004882;OG0002051;OG0005537;OG0006838;OG0002209;OG0005588;OG0000579;OG0005541;OG0003436;OG0000852;OG0002384;OG0000150;OG0003051;OG0001552;OG0005819;OG0008134;OG0003389;OG0004737;OG0001384;OG0005810;OG0001520;OG0004909;OG0000024;OG0000246;OG0001732;OG0001951;OG0004628;OG0000374;OG0000667;OG0000387;OG0001896;OG0001100;OG0004606;OG0003658;OG0000128;OG0004038;OG0000216;OG0003233;OG0008162;OG0001567;OG0003276;OG0002666;OG0008212;OG0007194;OG0005141;OG0001178;OG0005334;OG0003461;OG0002991;OG0000422;OG0005591;OG0003889;OG0002921;OG0000753"
0.05,0.35,"Clhe","Clhe_Neural",35,"OG0000316;OG0001105;OG0000755;OG0007340;OG0006234;OG0001788;OG0001334;OG0005986;OG0000056;OG0000716;OG0000166;OG0000078;OG0000349;OG0001787;OG0000564;OG0000422;OG0000528;OG0000011;OG0001376;OG0000203;OG0006894;OG0000054;OG0003249;OG0000198;OG0000224;OG0000558;OG0000139;OG0001567;OG0006553;OG0002313;OG0002721;OG0005963;OG0006531;OG0005725;OG0000376"
0.05,0.35,"Clhe","Clhe_Stem Cell/Germ Cell",536,"OG0007140;OG0004236;OG0006200;OG0005357;OG0005238;OG0006007;OG0001563;OG0005447;OG0004328;OG0004924;OG0005695;OG0006293;OG0006824;OG0004548;OG0003334;OG0004229;OG0004675;OG0003473;OG0003491;OG0006257;OG0002694;OG0004407;OG0005630;OG0004228;OG0005491;OG0000996;OG0001622;OG0005221;OG0006710;OG0001913;OG0007411;OG0004257;OG0003895;OG0004816;OG0001278;OG0004930;OG0003251;OG0005855;OG0004966;OG0004792;OG0004305;OG0001156;OG0004227;OG0004699;OG0003661;OG0004950;OG0003046;OG0006508;OG0003098;OG0002424;OG0000497;OG0004944;OG0000551;OG0003298;OG0005016;OG0003549;OG0007210;OG0004845;OG0000631;OG0005277;OG0008231;OG0001810;OG0002005;OG0000135;OG0006195;OG0004776;OG0002393;OG0005429;OG0005662;OG0004661;OG0000285;OG0004286;OG0005905;OG0002741;OG0002234;OG0003444;OG0005295;OG0005335;OG0005173;OG0006213;OG0004139;OG0005712;OG0005709;OG0006258;OG0004343;OG0002094;OG0004291;OG0005231;OG0001172;OG0005476;OG0003295;OG0004102;OG0004987;OG0005490;OG0006572;OG0000621;OG0000191;OG0004554;OG0005701;OG0005127;OG0002938;OG0000355;OG0005868;OG0003603;OG0000246;OG0001063;OG0001624;OG0004647;OG0001673;OG0004890;OG0005732;OG0000455;OG0005171;OG0001162;OG0002996;OG0004703;OG0005212;OG0003957;OG0005523;OG0004740;OG0005400;OG0005988;OG0003599;OG0004977;OG0000579;OG0004119;OG0005181;OG0006660;OG0007247;OG0004039;OG0003657;OG0003912;OG0004986;OG0000209;OG0004508;OG0005856;OG0001649;OG0004505;OG0005144;OG0005838;OG0000118;OG0003946;OG0003039;OG0005729;OG0003778;OG0002705;OG0006458;OG0003380;OG0003386;OG0005028;OG0008790;OG0007293;OG0005725;OG0005204;OG0005135;OG0002976;OG0005667;OG0006661;OG0003847;OG0005673;OG0002298;OG0001818;OG0001088;OG0005876;OG0005279;OG0006862;OG0001027;OG0005887;OG0005538;OG0004350;OG0001481;OG0002875;OG0004583;OG0007366;OG0005666;OG0004420;OG0012142;OG0005786;OG0005458;OG0005543;OG0001355;OG0005196;OG0008130;OG0003695;OG0006850;OG0003504;OG0005825;OG0006442;OG0005592;OG0003449;OG0004029;OG0003351;OG0000569;OG0006418;OG0005138;OG0006773;OG0004985;OG0005433;OG0003817;OG0005361;OG0005562;OG0005621;OG0003033;OG0003813;OG0005889;OG0006282;OG0005425;OG0006518;OG0006575;OG0004389;OG0000318;OG0001580;OG0005172;OG0001693;OG0004348;OG0006267;OG0005833;OG0007728;OG0005606;OG0004628;OG0005504;OG0002417;OG0002116;OG0004923;OG0003651;OG0001360;OG0001628;OG0002182;OG0006286;OG0002416;OG0004694;OG0004561;OG0003398;OG0004302;OG0004710;OG0006280;OG0004719;OG0005471;OG0004916;OG0007407;OG0001694;OG0004913;OG0005170;OG0007964;OG0005264;OG0006768;OG0004299;OG0004327;OG0004511;OG0006646;OG0004633;OG0000706;OG0005590;OG0004912;OG0005767;OG0002060;OG0003888;OG0005613;OG0004602;OG0001528;OG0005106;OG0004436;OG0006381;OG0000779;OG0005254;OG0005609;OG0002034;OG0002087;OG0005731;OG0001287;OG0005678;OG0005312;OG0004269;OG0003910;OG0004516;OG0001100;OG0003851;OG0001831;OG0001134;OG0003423;OG0001795;OG0007192;OG0000541;OG0004714;OG0003032;OG0006238;OG0000447;OG0000585;OG0006546;OG0004700;OG0008935;OG0003452;OG0005763;OG0006828;OG0001419;OG0002193;OG0002860;OG0004795;OG0004041;OG0003995;OG0005972;OG0000645;OG0004315;OG0006377;OG0004094;OG0004565;OG0001642;OG0000775;OG0001695;OG0005146;OG0004611;OG0005574;OG0004984;OG0004422;OG0001085;OG0000929;OG0005462;OG0001809;OG0004333;OG0004625;OG0002418;OG0002628;OG0006863;OG0000778;OG0001143;OG0001933;OG0003724;OG0002121;OG0002828;OG0005948;OG0001433;OG0002863;OG0006695;OG0003879;OG0003630;OG0005596;OG0005849;OG0001670;OG0005990;OG0003913;OG0005211;OG0005437;OG0001097;OG0006065;OG0008164;OG0005638;OG0006731;OG0005588;OG0005572;OG0004524;OG0005503;OG0004018;OG0005164;OG0002194;OG0004385;OG0002679;OG0001364;OG0000565;OG0006506;OG0003276;OG0000278;OG0004953;OG0004562;OG0001523;OG0007417;OG0000503;OG0003246;OG0004231;OG0007374;OG0003708;OG0005001;OG0007096;OG0005257;OG0004424;OG0002089;OG0007047;OG0004046;OG0002675;OG0000336;OG0002673;OG0003840;OG0001103;OG0007371;OG0002767;OG0004968;OG0005727;OG0001077;OG0002919;OG0004742;OG0005029;OG0005383;OG0004425;OG0004066;OG0008237;OG0002993;OG0003247;OG0000444;OG0002032;OG0005980;OG0003538;OG0005566;OG0004914;OG0001665;OG0004243;OG0003774;OG0004109;OG0000611;OG0003815;OG0007156;OG0004818;OG0005799;OG0005334;OG0001698;OG0004835;OG0007780;OG0004367;OG0002954;OG0005549;OG0006711;OG0003078;OG0005597;OG0000853;OG0006528;OG0004531;OG0001265;OG0002268;OG0003860;OG0003074;OG0004905;OG0005697;OG0001924;OG0007012;OG0007277;OG0004635;OG0004672;OG0003355;OG0005502;OG0006540;OG0002752;OG0004939;OG0000069;OG0005612;OG0004118;OG0004081;OG0006489;OG0007712;OG0004772;OG0007399;OG0004254;OG0000589;OG0004048;OG0004447;OG0003075;OG0003833;OG0005703;OG0004412;OG0004678;OG0003814;OG0005468;OG0006542;OG0006531;OG0004360;OG0004955;OG0001359;OG0006359;OG0004027;OG0005526;OG0000901;OG0004732;OG0001645;OG0003925;OG0007034;OG0004701;OG0003337;OG0003845;OG0002857;OG0004313;OG0001109;OG0003437;OG0004374;OG0006859;OG0001964;OG0004862;OG0001560;OG0010785;OG0003633;OG0001748;OG0006223;OG0002200;OG0004877;OG0002902;OG0001688;OG0005478;OG0003897;OG0001617;OG0005909;OG0001956;OG0004622;OG0005683;OG0003053;OG0003857;OG0005941;OG0005552;OG0001531;OG0002202;OG0001777;OG0005951;OG0008234;OG0000513;OG0000376;OG0005975;OG0006614;OG0001309;OG0006611;OG0003002;OG0003834;OG0004626;OG0006840;OG0005384;OG0005806;OG0002027;OG0001306;OG0005736;OG0006716;OG0002721;OG0000644;OG0004885;OG0001647;OG0006240;OG0003839;OG0005362;OG0003936;OG0001383;OG0000275;OG0000926;OG0003939"
0.05,0.35,"Clhe","Clhe_Bioluminescent Cells",20,"OG0000471;OG0001312;OG0004910;OG0000381;OG0005300;OG0004493;OG0001804;OG0004865;OG0000203;OG0005190;OG0001532;OG0004291;OG0005775;OG0008134;OG0001027;OG0000852;OG0004740;OG0004063;OG0003815;OG0002183"
0.05,0.35,"Clhe","Clhe_Gland Cell",4,"OG0000368;OG0000716;OG0003383;OG0000029"
0.05,0.35,"Auco","Auco_EM, Epidermal/Muscle cell",106,"OG0000753;OG0000113;OG0006501;OG0000579;OG0004917;OG0002469;OG0005809;OG0004737;OG0007194;OG0005762;OG0003179;OG0003276;OG0005675;OG0004890;OG0001566;OG0005175;OG0005946;OG0000335;OG0000132;OG0005810;OG0000521;OG0000311;OG0006385;OG0005796;OG0000779;OG0007742;OG0004966;OG0005944;OG0002116;OG0000985;OG0004299;OG0000391;OG0004542;OG0000035;OG0005452;OG0002271;OG0001360;OG0004235;OG0005963;OG0005554;OG0000667;OG0001268;OG0004231;OG0002209;OG0005572;OG0000455;OG0005388;OG0006587;OG0004025;OG0005295;OG0007121;OG0006758;OG0000645;OG0000027;OG0003870;OG0004341;OG0003504;OG0001863;OG0005868;OG0000973;OG0000085;OG0001555;OG0004509;OG0000540;OG0001384;OG0000639;OG0003164;OG0009741;OG0007075;OG0002448;OG0004008;OG0000905;OG0003726;OG0006324;OG0005362;OG0001303;OG0005667;OG0004516;OG0004425;OG0005925;OG0001956;OG0002666;OG0006745;OG0006478;OG0004912;OG0003168;OG0000126;OG0005856;OG0005476;OG0002996;OG0007156;OG0004350;OG0008765;OG0001695;OG0003840;OG0003354;OG0005106;OG0003891;OG0005254;OG0004359;OG0007662;OG0003497;OG0002477;OG0000929;OG0004845;OG0006997"
0.05,0.35,"Auco","Auco_SG, Stem/Germline cell",90,"OG0003380;OG0003782;OG0003066;OG0005684;OG0002178;OG0004331;OG0004227;OG0006660;OG0003633;OG0003938;OG0003708;OG0001563;OG0000285;OG0003788;OG0004955;OG0000621;OG0000195;OG0005638;OG0004328;OG0001023;OG0000551;OG0006602;OG0000020;OG0003507;OG0008790;OG0001462;OG0006234;OG0000738;OG0002599;OG0000209;OG0006726;OG0003750;OG0001688;OG0000775;OG0001363;OG0000996;OG0000371;OG0000246;OG0000919;OG0001647;OG0005300;OG0001617;OG0006698;OG0003835;OG0003661;OG0006005;OG0007265;OG0001824;OG0002027;OG0004845;OG0005939;OG0001531;OG0000112;OG0004772;OG0004913;OG0000133;OG0000853;OG0002741;OG0002060;OG0005523;OG0001314;OG0000589;OG0006716;OG0005606;OG0001287;OG0001338;OG0001362;OG0000565;OG0000497;OG0001081;OG0001071;OG0005238;OG0005725;OG0007635;OG0000596;OG0001365;OG0003452;OG0004791;OG0002902;OG0004505;OG0000419;OG0001788;OG0001367;OG0001955;OG0002193;OG0001162;OG0000784;OG0006596;OG0002175;OG0004905"
0.05,0.35,"Auco","Auco_GA, Gastrodermal cell",83,"OG0000368;OG0001802;OG0005399;OG0003383;OG0001239;OG0002897;OG0000376;OG0000252;OG0001077;OG0005883;OG0001833;OG0005295;OG0001109;OG0000856;OG0000000;OG0000191;OG0001933;OG0004062;OG0002670;OG0007715;OG0000945;OG0000947;OG0002261;OG0004018;OG0000069;OG0005175;OG0005537;OG0003880;OG0003444;OG0000495;OG0000121;OG0004865;OG0002989;OG0007582;OG0007742;OG0004025;OG0001522;OG0000195;OG0004909;OG0001414;OG0000029;OG0002752;OG0002967;OG0001351;OG0002586;OG0000379;OG0000385;OG0001749;OG0002112;OG0001078;OG0006293;OG0005763;OG0001552;OG0000330;OG0001520;OG0000078;OG0000775;OG0004260;OG0000799;OG0000190;OG0000884;OG0003251;OG0005170;OG0005443;OG0002342;OG0003026;OG0005796;OG0002051;OG0003051;OG0003845;OG0003298;OG0000594;OG0000388;OG0000199;OG0000238;OG0001384;OG0000125;OG0000800;OG0001302;OG0002077;OG0001370;OG0004455;OG0001446"
0.05,0.35,"Auco","Auco_CN, Cnidocytes/Nematocyte cell",67,"OG0000118;OG0001213;OG0007189;OG0002703;OG0000989;OG0004922;OG0002021;OG0003019;OG0003327;OG0003809;OG0005614;OG0003279;OG0001620;OG0006693;OG0001284;OG0005769;OG0002310;OG0004529;OG0006570;OG0004950;OG0001088;OG0000246;OG0001532;OG0004842;OG0000024;OG0008915;OG0001510;OG0008826;OG0000564;OG0005986;OG0000165;OG0003883;OG0003295;OG0005975;OG0000513;OG0004606;OG0005460;OG0005136;OG0000316;OG0004334;OG0005592;OG0002480;OG0001924;OG0007154;OG0000332;OG0003337;OG0004829;OG0003046;OG0006531;OG0001338;OG0003601;OG0003491;OG0005289;OG0003665;OG0002993;OG0004291;OG0006450;OG0005138;OG0005855;OG0002857;OG0005731;OG0005204;OG0000330;OG0003251;OG0000237;OG0003857;OG0000480"
0.05,0.35,"Auco","Auco_HA, Hair cell",185,"OG0003423;OG0003019;OG0004220;OG0000062;OG0008208;OG0000166;OG0002021;OG0003327;OG0002096;OG0004761;OG0000419;OG0000024;OG0000609;OG0005411;OG0005541;OG0000564;OG0002622;OG0000464;OG0001234;OG0002310;OG0000224;OG0000029;OG0001239;OG0005916;OG0001528;OG0004260;OG0007126;OG0000296;OG0002205;OG0004366;OG0000069;OG0003334;OG0005889;OG0001951;OG0000441;OG0000557;OG0001554;OG0005238;OG0003665;OG0001580;OG0000499;OG0001081;OG0005678;OG0000261;OG0000195;OG0004085;OG0001228;OG0005227;OG0000770;OG0000426;OG0002159;OG0003313;OG0005529;OG0001546;OG0000180;OG0000985;OG0002248;OG0006385;OG0000319;OG0005513;OG0004987;OG0008777;OG0000967;OG0000027;OG0003295;OG0001417;OG0001565;OG0000112;OG0003068;OG0006005;OG0001152;OG0005167;OG0003880;OG0000733;OG0000309;OG0000852;OG0000387;OG0003171;OG0000700;OG0006415;OG0000020;OG0004714;OG0000139;OG0002226;OG0001423;OG0000198;OG0005590;OG0001097;OG0000216;OG0003386;OG0001027;OG0000596;OG0001617;OG0007780;OG0001526;OG0003604;OG0004914;OG0000643;OG0000574;OG0004235;OG0004377;OG0001946;OG0000225;OG0001178;OG0001895;OG0003385;OG0005780;OG0000232;OG0004816;OG0002863;OG0000125;OG0002044;OG0005511;OG0000953;OG0003852;OG0001085;OG0005865;OG0000949;OG0000758;OG0001907;OG0002053;OG0000921;OG0000599;OG0004622;OG0001175;OG0000199;OG0001314;OG0001541;OG0000278;OG0003403;OG0003060;OG0007582;OG0000513;OG0002947;OG0003998;OG0000669;OG0000371;OG0002098;OG0003979;OG0000333;OG0001365;OG0000986;OG0005799;OG0002392;OG0006606;OG0001286;OG0004705;OG0004972;OG0000374;OG0001902;OG0000853;OG0003228;OG0008915;OG0002240;OG0005574;OG0000585;OG0000127;OG0001732;OG0006715;OG0001694;OG0004018;OG0003153;OG0003151;OG0004909;OG0000644;OG0002599;OG0002271;OG0000973;OG0003044;OG0004602;OG0002013;OG0001378;OG0005990;OG0000865;OG0002393;OG0001370;OG0000369;OG0004516;OG0005309;OG0004739;OG0001955;OG0000054;OG0000717;OG0000984;OG0004038"
0.05,0.35,"Auco","Auco_NE, Neural cell",116,"OG0000036;OG0000056;OG0001265;OG0001105;OG0000112;OG0000166;OG0000298;OG0001787;OG0006005;OG0001338;OG0002183;OG0005951;OG0000203;OG0000260;OG0000565;OG0001788;OG0000595;OG0000349;OG0000648;OG0001303;OG0000574;OG0000224;OG0000733;OG0000967;OG0001081;OG0002648;OG0005870;OG0000198;OG0000387;OG0006974;OG0000133;OG0000165;OG0005651;OG0001284;OG0000940;OG0001674;OG0005460;OG0003171;OG0000716;OG0001167;OG0002240;OG0001546;OG0000596;OG0000246;OG0000225;OG0000419;OG0005769;OG0002018;OG0001423;OG0005439;OG0000216;OG0004449;OG0003499;OG0005916;OG0002484;OG0005238;OG0000557;OG0000180;OG0004705;OG0000564;OG0000237;OG0004334;OG0000978;OG0001158;OG0001958;OG0003998;OG0002663;OG0004816;OG0001027;OG0000261;OG0004594;OG0000054;OG0004905;OG0001951;OG0002248;OG0005215;OG0003292;OG0003763;OG0000279;OG0006450;OG0003053;OG0001939;OG0000126;OG0001541;OG0002430;OG0001097;OG0003436;OG0004633;OG0005780;OG0000538;OG0001309;OG0000318;OG0003979;OG0001960;OG0001378;OG0001649;OG0004029;OG0001371;OG0005289;OG0000333;OG0001419;OG0001863;OG0001510;OG0002628;OG0000125;OG0004987;OG0001075;OG0002599;OG0004950;OG0004761;OG0000814;OG0000758;OG0000278;OG0008826;OG0001549;OG0003044"
0.05,0.35,"Auco","Auco_GL, Gland cell",26,"OG0001787;OG0000056;OG0001265;OG0000595;OG0000298;OG0000574;OG0004705;OG0006570;OG0004529;OG0000020;OG0000648;OG0002897;OG0005238;OG0006186;OG0001234;OG0004579;OG0002752;OG0004602;OG0001831;OG0005516;OG0001383;OG0003763;OG0007189;OG0001522;OG0005460;OG0000784"
