term	gene
GO:0046931	Tadh-TriadG50033
GO:0048518	Tadh-TriadG50033
GO:0048522	Tadh-TriadG50033
GO:0050789	Tadh-TriadG50033
GO:0050794	Tadh-TriadG50033
GO:0050821	Tadh-TriadG50033
GO:0051052	Tadh-TriadG50033
GO:0051054	Tadh-TriadG50033
GO:0051082	Tadh-TriadG50033
GO:0051128	Tadh-TriadG50033
GO:0051130	Tadh-TriadG50033
GO:0051179	Tadh-TriadG50033
GO:0051234	Tadh-TriadG50033
GO:0060255	Tadh-TriadG50033
GO:0060341	Tadh-TriadG50033
GO:0065003	Tadh-TriadG50033
GO:0065007	Tadh-TriadG50033
GO:0065008	Tadh-TriadG50033
GO:0070201	Tadh-TriadG50033
GO:0070202	Tadh-TriadG50033
GO:0070203	Tadh-TriadG50033
GO:0071840	Tadh-TriadG50033
GO:0071944	Tadh-TriadG50033
GO:0080090	Tadh-TriadG50033
GO:0099080	Tadh-TriadG50033
GO:0099081	Tadh-TriadG50033
GO:0099512	Tadh-TriadG50033
GO:0099513	Tadh-TriadG50033
GO:0101031	Tadh-TriadG50033
GO:1903829	Tadh-TriadG50033
GO:1904356	Tadh-TriadG50033
GO:1904358	Tadh-TriadG50033
GO:1904814	Tadh-TriadG50033
GO:1904816	Tadh-TriadG50033
GO:1904851	Tadh-TriadG50033
GO:1904951	Tadh-TriadG50033
GO:2000278	Tadh-TriadG50033
GO:2000573	Tadh-TriadG50033
GO:2001252	Tadh-TriadG50033
GO:0000375	Tadh-TriadG54522
GO:0000377	Tadh-TriadG54522
GO:0000398	Tadh-TriadG54522
GO:0005575	Tadh-TriadG54522
GO:0005622	Tadh-TriadG54522
GO:0005634	Tadh-TriadG54522
GO:0005694	Tadh-TriadG54522
GO:0005737	Tadh-TriadG54522
GO:0006139	Tadh-TriadG54522
GO:0006396	Tadh-TriadG54522
GO:0006397	Tadh-TriadG54522
GO:0008150	Tadh-TriadG54522
GO:0008152	Tadh-TriadG54522
GO:0008380	Tadh-TriadG54522
GO:0009987	Tadh-TriadG54522
GO:0010467	Tadh-TriadG54522
GO:0016070	Tadh-TriadG54522
GO:0016071	Tadh-TriadG54522
GO:0043170	Tadh-TriadG54522
GO:0043226	Tadh-TriadG54522
GO:0043227	Tadh-TriadG54522
GO:0043228	Tadh-TriadG54522
GO:0043229	Tadh-TriadG54522
GO:0043231	Tadh-TriadG54522
GO:0043232	Tadh-TriadG54522
GO:0044238	Tadh-TriadG54522
GO:0090304	Tadh-TriadG54522
GO:0000228	Tadh-TriadG54525
GO:0000723	Tadh-TriadG54525
GO:0000781	Tadh-TriadG54525
GO:0000782	Tadh-TriadG54525
GO:0000783	Tadh-TriadG54525
GO:0001501	Tadh-TriadG54525
GO:0002376	Tadh-TriadG54525
GO:0002520	Tadh-TriadG54525
GO:0003674	Tadh-TriadG54525
GO:0003676	Tadh-TriadG54525
GO:0003677	Tadh-TriadG54525
GO:0003697	Tadh-TriadG54525
GO:0005488	Tadh-TriadG54525
GO:0005575	Tadh-TriadG54525
GO:0005622	Tadh-TriadG54525
GO:0005634	Tadh-TriadG54525
GO:0005694	Tadh-TriadG54525
GO:0006139	Tadh-TriadG54525
GO:0006259	Tadh-TriadG54525
GO:0006275	Tadh-TriadG54525
GO:0006950	Tadh-TriadG54525
GO:0006974	Tadh-TriadG54525
GO:0006996	Tadh-TriadG54525
GO:0007275	Tadh-TriadG54525
GO:0007346	Tadh-TriadG54525
GO:0008150	Tadh-TriadG54525
GO:0008152	Tadh-TriadG54525
GO:0008283	Tadh-TriadG54525
GO:0008284	Tadh-TriadG54525
GO:0009888	Tadh-TriadG54525
GO:0009889	Tadh-TriadG54525
GO:0009890	Tadh-TriadG54525
GO:0009891	Tadh-TriadG54525
GO:0009892	Tadh-TriadG54525
GO:0009893	Tadh-TriadG54525
GO:0009987	Tadh-TriadG54525
GO:0010389	Tadh-TriadG54525
GO:0010556	Tadh-TriadG54525
GO:0010557	Tadh-TriadG54525
GO:0010558	Tadh-TriadG54525
GO:0010564	Tadh-TriadG54525
GO:0010604	Tadh-TriadG54525
GO:0010605	Tadh-TriadG54525
GO:0010639	Tadh-TriadG54525
GO:0010833	Tadh-TriadG54525
GO:0016043	Tadh-TriadG54525
GO:0016233	Tadh-TriadG54525
GO:0019219	Tadh-TriadG54525
GO:0019222	Tadh-TriadG54525
GO:0030097	Tadh-TriadG54525
GO:0031974	Tadh-TriadG54525
GO:0031981	Tadh-TriadG54525
GO:0032200	Tadh-TriadG54525
GO:0032204	Tadh-TriadG54525
GO:0032205	Tadh-TriadG54525
GO:0032210	Tadh-TriadG54525
GO:0032211	Tadh-TriadG54525
GO:0032501	Tadh-TriadG54525
GO:0032502	Tadh-TriadG54525
GO:0032991	Tadh-TriadG54525
GO:0032993	Tadh-TriadG54525
GO:0033043	Tadh-TriadG54525
GO:0033044	Tadh-TriadG54525
GO:0033554	Tadh-TriadG54525
GO:0035264	Tadh-TriadG54525
GO:0040007	Tadh-TriadG54525
GO:0042127	Tadh-TriadG54525
GO:0042162	Tadh-TriadG54525
GO:0042592	Tadh-TriadG54525
GO:0043047	Tadh-TriadG54525
GO:0043170	Tadh-TriadG54525
GO:0043226	Tadh-TriadG54525
GO:0043227	Tadh-TriadG54525
GO:0043228	Tadh-TriadG54525
GO:0043229	Tadh-TriadG54525
GO:0043231	Tadh-TriadG54525
GO:0043232	Tadh-TriadG54525
GO:0043233	Tadh-TriadG54525
GO:0043565	Tadh-TriadG54525
GO:0044238	Tadh-TriadG54525
GO:0045740	Tadh-TriadG54525
GO:0045934	Tadh-TriadG54525
GO:0048145	Tadh-TriadG54525
GO:0048146	Tadh-TriadG54525
GO:0048513	Tadh-TriadG54525
GO:0048518	Tadh-TriadG54525
GO:0048519	Tadh-TriadG54525
GO:0048522	Tadh-TriadG54525
GO:0048523	Tadh-TriadG54525
GO:0048534	Tadh-TriadG54525
GO:0048536	Tadh-TriadG54525
GO:0048538	Tadh-TriadG54525
GO:0048539	Tadh-TriadG54525
GO:0048589	Tadh-TriadG54525
GO:0048731	Tadh-TriadG54525
GO:0048732	Tadh-TriadG54525
GO:0048856	Tadh-TriadG54525
GO:0048869	Tadh-TriadG54525
GO:0050789	Tadh-TriadG54525
GO:0050794	Tadh-TriadG54525
GO:0050896	Tadh-TriadG54525
GO:0051052	Tadh-TriadG54525
GO:0051053	Tadh-TriadG54525
GO:0051054	Tadh-TriadG54525
GO:0051128	Tadh-TriadG54525
GO:0051129	Tadh-TriadG54525
GO:0051276	Tadh-TriadG54525
GO:0051716	Tadh-TriadG54525
GO:0051726	Tadh-TriadG54525
GO:0060249	Tadh-TriadG54525
GO:0060255	Tadh-TriadG54525
GO:0060348	Tadh-TriadG54525
GO:0065007	Tadh-TriadG54525
GO:0065008	Tadh-TriadG54525
GO:0070013	Tadh-TriadG54525
GO:0071425	Tadh-TriadG54525
GO:0071840	Tadh-TriadG54525
GO:0072089	Tadh-TriadG54525
GO:0080090	Tadh-TriadG54525
GO:0090304	Tadh-TriadG54525
GO:0090399	Tadh-TriadG54525
GO:0098505	Tadh-TriadG54525
GO:0098687	Tadh-TriadG54525
GO:0098847	Tadh-TriadG54525
GO:1901363	Tadh-TriadG54525
GO:1901987	Tadh-TriadG54525
GO:1901990	Tadh-TriadG54525
GO:1902749	Tadh-TriadG54525
GO:1904356	Tadh-TriadG54525
GO:1904357	Tadh-TriadG54525
GO:1990879	Tadh-TriadG54525
GO:2000278	Tadh-TriadG54525
GO:2000279	Tadh-TriadG54525
GO:2001251	Tadh-TriadG54525
GO:0001654	Tadh-TriadG54526
GO:0003006	Tadh-TriadG54526
GO:0003008	Tadh-TriadG54526
GO:0003674	Tadh-TriadG54526
GO:0005198	Tadh-TriadG54526
GO:0005575	Tadh-TriadG54526
GO:0005622	Tadh-TriadG54526
GO:0005737	Tadh-TriadG54526
GO:0005815	Tadh-TriadG54526
GO:0005829	Tadh-TriadG54526
GO:0005856	Tadh-TriadG54526
GO:0005911	Tadh-TriadG54526
GO:0005923	Tadh-TriadG54526
GO:0005929	Tadh-TriadG54526
GO:0006996	Tadh-TriadG54526
GO:0007010	Tadh-TriadG54526
GO:0007154	Tadh-TriadG54526
GO:0007155	Tadh-TriadG54526
GO:0007165	Tadh-TriadG54526
GO:0007275	Tadh-TriadG54526
GO:0007276	Tadh-TriadG54526
GO:0007283	Tadh-TriadG54526
GO:0007399	Tadh-TriadG54526
GO:0007423	Tadh-TriadG54526
GO:0007588	Tadh-TriadG54526
GO:0007610	Tadh-TriadG54526
GO:0007617	Tadh-TriadG54526
GO:0007618	Tadh-TriadG54526
GO:0007626	Tadh-TriadG54526
GO:0007632	Tadh-TriadG54526
GO:0008104	Tadh-TriadG54526
GO:0008150	Tadh-TriadG54526
GO:0008340	Tadh-TriadG54526
GO:0009314	Tadh-TriadG54526
GO:0009416	Tadh-TriadG54526
GO:0009628	Tadh-TriadG54526
GO:0009987	Tadh-TriadG54526
GO:0015630	Tadh-TriadG54526
GO:0016020	Tadh-TriadG54526
GO:0016043	Tadh-TriadG54526
GO:0019098	Tadh-TriadG54526
GO:0019953	Tadh-TriadG54526
GO:0022008	Tadh-TriadG54526
GO:0022406	Tadh-TriadG54526
GO:0022412	Tadh-TriadG54526
GO:0022414	Tadh-TriadG54526
GO:0022607	Tadh-TriadG54526
GO:0023041	Tadh-TriadG54526
GO:0023052	Tadh-TriadG54526
GO:0030029	Tadh-TriadG54526
GO:0030030	Tadh-TriadG54526
GO:0030031	Tadh-TriadG54526
GO:0030036	Tadh-TriadG54526
GO:0030054	Tadh-TriadG54526
GO:0030154	Tadh-TriadG54526
GO:0030182	Tadh-TriadG54526
GO:0031514	Tadh-TriadG54526
GO:0032391	Tadh-TriadG54526
GO:0032501	Tadh-TriadG54526
GO:0032502	Tadh-TriadG54526
GO:0033036	Tadh-TriadG54526
GO:0034606	Tadh-TriadG54526
GO:0034607	Tadh-TriadG54526
GO:0035178	Tadh-TriadG54526
GO:0035845	Tadh-TriadG54526
GO:0035869	Tadh-TriadG54526
GO:0036064	Tadh-TriadG54526
GO:0042461	Tadh-TriadG54526
GO:0042995	Tadh-TriadG54526
GO:0043005	Tadh-TriadG54526
GO:0043010	Tadh-TriadG54526
GO:0043226	Tadh-TriadG54526
GO:0043228	Tadh-TriadG54526
GO:0043229	Tadh-TriadG54526
GO:0043232	Tadh-TriadG54526
GO:0043296	Tadh-TriadG54526
GO:0044085	Tadh-TriadG54526
GO:0044087	Tadh-TriadG54526
GO:0044089	Tadh-TriadG54526
GO:0044703	Tadh-TriadG54526
GO:0044782	Tadh-TriadG54526
GO:0046530	Tadh-TriadG54526
GO:0048232	Tadh-TriadG54526
GO:0048468	Tadh-TriadG54526
GO:0048513	Tadh-TriadG54526
GO:0048515	Tadh-TriadG54526
GO:0048518	Tadh-TriadG54526
GO:0048522	Tadh-TriadG54526
GO:0048609	Tadh-TriadG54526
GO:0048666	Tadh-TriadG54526
GO:0048699	Tadh-TriadG54526
GO:0048731	Tadh-TriadG54526
GO:0048856	Tadh-TriadG54526
GO:0048869	Tadh-TriadG54526
GO:0050789	Tadh-TriadG54526
GO:0050794	Tadh-TriadG54526
GO:0050896	Tadh-TriadG54526
GO:0051128	Tadh-TriadG54526
GO:0051130	Tadh-TriadG54526
GO:0051179	Tadh-TriadG54526
GO:0051640	Tadh-TriadG54526
GO:0051641	Tadh-TriadG54526
GO:0051716	Tadh-TriadG54526
GO:0060041	Tadh-TriadG54526
GO:0060179	Tadh-TriadG54526
GO:0060271	Tadh-TriadG54526
GO:0065007	Tadh-TriadG54526
GO:0070160	Tadh-TriadG54526
GO:0070925	Tadh-TriadG54526
GO:0071840	Tadh-TriadG54526
GO:0097546	Tadh-TriadG54526
GO:0097711	Tadh-TriadG54526
GO:0097730	Tadh-TriadG54526
GO:0097731	Tadh-TriadG54526
GO:0097733	Tadh-TriadG54526
GO:0098609	Tadh-TriadG54526
GO:0120025	Tadh-TriadG54526
GO:0120031	Tadh-TriadG54526
GO:0120036	Tadh-TriadG54526
GO:0140056	Tadh-TriadG54526
GO:1901888	Tadh-TriadG54526
GO:1901890	Tadh-TriadG54526
GO:1903348	Tadh-TriadG54526
GO:1905515	Tadh-TriadG54526
GO:2000810	Tadh-TriadG54526
GO:0001541	Tadh-TriadG63759
GO:0001568	Tadh-TriadG63759
GO:0001654	Tadh-TriadG63759
GO:0001655	Tadh-TriadG63759
GO:0001764	Tadh-TriadG63759
GO:0001775	Tadh-TriadG63759
GO:0001776	Tadh-TriadG63759
GO:0001777	Tadh-TriadG63759
GO:0001782	Tadh-TriadG63759
GO:0001783	Tadh-TriadG63759
GO:0001822	Tadh-TriadG63759
GO:0001836	Tadh-TriadG63759
GO:0001894	Tadh-TriadG63759
GO:0001932	Tadh-TriadG63759
GO:0001933	Tadh-TriadG63759
GO:0001944	Tadh-TriadG63759
GO:0001974	Tadh-TriadG63759
GO:0002253	Tadh-TriadG63759
GO:0002260	Tadh-TriadG63759
GO:0002262	Tadh-TriadG63759
GO:0002339	Tadh-TriadG63759
GO:0002352	Tadh-TriadG63759
GO:0002358	Tadh-TriadG63759
GO:0002376	Tadh-TriadG63759
GO:0002429	Tadh-TriadG63759
GO:0002520	Tadh-TriadG63759
GO:0002521	Tadh-TriadG63759
GO:0002682	Tadh-TriadG63759
GO:0002684	Tadh-TriadG63759
GO:0002757	Tadh-TriadG63759
GO:0002764	Tadh-TriadG63759
GO:0002768	Tadh-TriadG63759
GO:0002902	Tadh-TriadG63759
GO:0002904	Tadh-TriadG63759
GO:0003006	Tadh-TriadG63759
GO:0003674	Tadh-TriadG63759
GO:0005215	Tadh-TriadG63759
GO:0005488	Tadh-TriadG63759
GO:0005515	Tadh-TriadG63759
GO:0005575	Tadh-TriadG63759
GO:0005622	Tadh-TriadG63759
GO:0005634	Tadh-TriadG63759
GO:0005635	Tadh-TriadG63759
GO:0005737	Tadh-TriadG63759
GO:0005739	Tadh-TriadG63759
GO:0005740	Tadh-TriadG63759
GO:0005741	Tadh-TriadG63759
GO:0005757	Tadh-TriadG63759
GO:0005783	Tadh-TriadG63759
GO:0005789	Tadh-TriadG63759
GO:0005829	Tadh-TriadG63759
GO:0006091	Tadh-TriadG63759
GO:0006629	Tadh-TriadG63759
GO:0006643	Tadh-TriadG63759
GO:0006664	Tadh-TriadG63759
GO:0006665	Tadh-TriadG63759
GO:0006687	Tadh-TriadG63759
GO:0006808	Tadh-TriadG63759
GO:0006810	Tadh-TriadG63759
GO:0006811	Tadh-TriadG63759
GO:0006839	Tadh-TriadG63759
GO:0006873	Tadh-TriadG63759
GO:0006874	Tadh-TriadG63759
GO:0006915	Tadh-TriadG63759
GO:0006950	Tadh-TriadG63759
GO:0006970	Tadh-TriadG63759
GO:0006974	Tadh-TriadG63759
GO:0006996	Tadh-TriadG63759
GO:0007005	Tadh-TriadG63759
GO:0007006	Tadh-TriadG63759
GO:0007007	Tadh-TriadG63759
GO:0007008	Tadh-TriadG63759
GO:0007154	Tadh-TriadG63759
GO:0007165	Tadh-TriadG63759
GO:0007166	Tadh-TriadG63759
GO:0007204	Tadh-TriadG63759
GO:0007275	Tadh-TriadG63759
GO:0007276	Tadh-TriadG63759
GO:0007281	Tadh-TriadG63759
GO:0007283	Tadh-TriadG63759
GO:0007399	Tadh-TriadG63759
GO:0007417	Tadh-TriadG63759
GO:0007420	Tadh-TriadG63759
GO:0007423	Tadh-TriadG63759
GO:0007548	Tadh-TriadG63759
GO:0008053	Tadh-TriadG63759
GO:0008104	Tadh-TriadG63759
GO:0008150	Tadh-TriadG63759
GO:0008152	Tadh-TriadG63759
GO:0008219	Tadh-TriadG63759
GO:0008283	Tadh-TriadG63759
GO:0008285	Tadh-TriadG63759
GO:0008289	Tadh-TriadG63759
GO:0008406	Tadh-TriadG63759
GO:0008584	Tadh-TriadG63759
GO:0008585	Tadh-TriadG63759
GO:0008625	Tadh-TriadG63759
GO:0008630	Tadh-TriadG63759
GO:0008637	Tadh-TriadG63759
GO:0009314	Tadh-TriadG63759
GO:0009410	Tadh-TriadG63759
GO:0009411	Tadh-TriadG63759
GO:0009416	Tadh-TriadG63759
GO:0009566	Tadh-TriadG63759
GO:0009611	Tadh-TriadG63759
GO:0009628	Tadh-TriadG63759
GO:0009636	Tadh-TriadG63759
GO:0009651	Tadh-TriadG63759
GO:0009653	Tadh-TriadG63759
GO:0009719	Tadh-TriadG63759
GO:0009725	Tadh-TriadG63759
GO:0009790	Tadh-TriadG63759
GO:0009791	Tadh-TriadG63759
GO:0009886	Tadh-TriadG63759
GO:0009887	Tadh-TriadG63759
GO:0009892	Tadh-TriadG63759
GO:0009893	Tadh-TriadG63759
GO:0009894	Tadh-TriadG63759
GO:0009896	Tadh-TriadG63759
GO:0009966	Tadh-TriadG63759
GO:0009967	Tadh-TriadG63759
GO:0009968	Tadh-TriadG63759
GO:0009987	Tadh-TriadG63759
GO:0010038	Tadh-TriadG63759
GO:0010212	Tadh-TriadG63759
GO:0010248	Tadh-TriadG63759
GO:0010332	Tadh-TriadG63759
GO:0010522	Tadh-TriadG63759
GO:0010524	Tadh-TriadG63759
GO:0010563	Tadh-TriadG63759
GO:0010604	Tadh-TriadG63759
GO:0010605	Tadh-TriadG63759
GO:0010623	Tadh-TriadG63759
GO:0010638	Tadh-TriadG63759
GO:0010646	Tadh-TriadG63759
GO:0010647	Tadh-TriadG63759
GO:0010648	Tadh-TriadG63759
GO:0010821	Tadh-TriadG63759
GO:0010950	Tadh-TriadG63759
GO:0010952	Tadh-TriadG63759
GO:0010959	Tadh-TriadG63759
GO:0012501	Tadh-TriadG63759
GO:0012505	Tadh-TriadG63759
GO:0015267	Tadh-TriadG63759
GO:0015980	Tadh-TriadG63759
GO:0016020	Tadh-TriadG63759
GO:0016043	Tadh-TriadG63759
GO:0016477	Tadh-TriadG63759
GO:0019219	Tadh-TriadG63759
GO:0019222	Tadh-TriadG63759
GO:0019725	Tadh-TriadG63759
GO:0019867	Tadh-TriadG63759
GO:0019904	Tadh-TriadG63759
GO:0019953	Tadh-TriadG63759
GO:0021536	Tadh-TriadG63759
GO:0021537	Tadh-TriadG63759
GO:0021543	Tadh-TriadG63759
GO:0021761	Tadh-TriadG63759
GO:0021854	Tadh-TriadG63759
GO:0021987	Tadh-TriadG63759
GO:0022008	Tadh-TriadG63759
GO:0022412	Tadh-TriadG63759
GO:0022414	Tadh-TriadG63759
GO:0022603	Tadh-TriadG63759
GO:0022607	Tadh-TriadG63759
GO:0022803	Tadh-TriadG63759
GO:0022857	Tadh-TriadG63759
GO:0023051	Tadh-TriadG63759
GO:0023052	Tadh-TriadG63759
GO:0023056	Tadh-TriadG63759
GO:0023057	Tadh-TriadG63759
GO:0030003	Tadh-TriadG63759
GO:0030097	Tadh-TriadG63759
GO:0030098	Tadh-TriadG63759
GO:0030154	Tadh-TriadG63759
GO:0030162	Tadh-TriadG63759
GO:0030183	Tadh-TriadG63759
GO:0030326	Tadh-TriadG63759
GO:0030540	Tadh-TriadG63759
GO:0030544	Tadh-TriadG63759
GO:0030900	Tadh-TriadG63759
GO:0031072	Tadh-TriadG63759
GO:0031077	Tadh-TriadG63759
GO:0031090	Tadh-TriadG63759
GO:0031334	Tadh-TriadG63759
GO:0031399	Tadh-TriadG63759
GO:0031400	Tadh-TriadG63759
GO:0031960	Tadh-TriadG63759
GO:0031966	Tadh-TriadG63759
GO:0031967	Tadh-TriadG63759
GO:0031968	Tadh-TriadG63759
GO:0031984	Tadh-TriadG63759
GO:0032091	Tadh-TriadG63759
GO:0032459	Tadh-TriadG63759
GO:0032461	Tadh-TriadG63759
GO:0032469	Tadh-TriadG63759
GO:0032471	Tadh-TriadG63759
GO:0032501	Tadh-TriadG63759
GO:0032502	Tadh-TriadG63759
GO:0032879	Tadh-TriadG63759
GO:0032943	Tadh-TriadG63759
GO:0032976	Tadh-TriadG63759
GO:0032989	Tadh-TriadG63759
GO:0032991	Tadh-TriadG63759
GO:0033036	Tadh-TriadG63759
GO:0033043	Tadh-TriadG63759
GO:0033135	Tadh-TriadG63759
GO:0033137	Tadh-TriadG63759
GO:0033365	Tadh-TriadG63759
GO:0033554	Tadh-TriadG63759
GO:0033599	Tadh-TriadG63759
GO:0033993	Tadh-TriadG63759
GO:0034103	Tadh-TriadG63759
GO:0034105	Tadh-TriadG63759
GO:0034220	Tadh-TriadG63759
GO:0034349	Tadh-TriadG63759
GO:0034644	Tadh-TriadG63759
GO:0034762	Tadh-TriadG63759
GO:0034764	Tadh-TriadG63759
GO:0034765	Tadh-TriadG63759
GO:0034767	Tadh-TriadG63759
GO:0034976	Tadh-TriadG63759
GO:0035107	Tadh-TriadG63759
GO:0035108	Tadh-TriadG63759
GO:0035113	Tadh-TriadG63759
GO:0035234	Tadh-TriadG63759
GO:0035239	Tadh-TriadG63759
GO:0035295	Tadh-TriadG63759
GO:0035556	Tadh-TriadG63759
GO:0035794	Tadh-TriadG63759
GO:0038034	Tadh-TriadG63759
GO:0040011	Tadh-TriadG63759
GO:0042098	Tadh-TriadG63759
GO:0042100	Tadh-TriadG63759
GO:0042110	Tadh-TriadG63759
GO:0042113	Tadh-TriadG63759
GO:0042127	Tadh-TriadG63759
GO:0042175	Tadh-TriadG63759
GO:0042220	Tadh-TriadG63759
GO:0042221	Tadh-TriadG63759
GO:0042325	Tadh-TriadG63759
GO:0042326	Tadh-TriadG63759
GO:0042391	Tadh-TriadG63759
GO:0042475	Tadh-TriadG63759
GO:0042476	Tadh-TriadG63759
GO:0042592	Tadh-TriadG63759
GO:0042733	Tadh-TriadG63759
GO:0042802	Tadh-TriadG63759
GO:0042803	Tadh-TriadG63759
GO:0042981	Tadh-TriadG63759
GO:0043010	Tadh-TriadG63759
GO:0043029	Tadh-TriadG63759
GO:0043065	Tadh-TriadG63759
GO:0043066	Tadh-TriadG63759
GO:0043067	Tadh-TriadG63759
GO:0043068	Tadh-TriadG63759
GO:0043069	Tadh-TriadG63759
GO:0043085	Tadh-TriadG63759
GO:0043226	Tadh-TriadG63759
GO:0043227	Tadh-TriadG63759
GO:0043229	Tadh-TriadG63759
GO:0043231	Tadh-TriadG63759
GO:0043254	Tadh-TriadG63759
GO:0043269	Tadh-TriadG63759
GO:0043270	Tadh-TriadG63759
GO:0043279	Tadh-TriadG63759
GO:0043393	Tadh-TriadG63759
GO:0043523	Tadh-TriadG63759
GO:0043524	Tadh-TriadG63759
GO:0043525	Tadh-TriadG63759
GO:0043653	Tadh-TriadG63759
GO:0043933	Tadh-TriadG63759
GO:0044085	Tadh-TriadG63759
GO:0044087	Tadh-TriadG63759
GO:0044089	Tadh-TriadG63759
GO:0044092	Tadh-TriadG63759
GO:0044093	Tadh-TriadG63759
GO:0044238	Tadh-TriadG63759
GO:0044703	Tadh-TriadG63759
GO:0044877	Tadh-TriadG63759
GO:0045136	Tadh-TriadG63759
GO:0045137	Tadh-TriadG63759
GO:0045184	Tadh-TriadG63759
GO:0045321	Tadh-TriadG63759
GO:0045333	Tadh-TriadG63759
GO:0045862	Tadh-TriadG63759
GO:0045936	Tadh-TriadG63759
GO:0046545	Tadh-TriadG63759
GO:0046546	Tadh-TriadG63759
GO:0046649	Tadh-TriadG63759
GO:0046651	Tadh-TriadG63759
GO:0046660	Tadh-TriadG63759
GO:0046661	Tadh-TriadG63759
GO:0046666	Tadh-TriadG63759
GO:0046688	Tadh-TriadG63759
GO:0046902	Tadh-TriadG63759
GO:0046930	Tadh-TriadG63759
GO:0046982	Tadh-TriadG63759
GO:0046983	Tadh-TriadG63759
GO:0048050	Tadh-TriadG63759
GO:0048070	Tadh-TriadG63759
GO:0048087	Tadh-TriadG63759
GO:0048145	Tadh-TriadG63759
GO:0048147	Tadh-TriadG63759
GO:0048232	Tadh-TriadG63759
GO:0048284	Tadh-TriadG63759
GO:0048468	Tadh-TriadG63759
GO:0048471	Tadh-TriadG63759
GO:0048513	Tadh-TriadG63759
GO:0048514	Tadh-TriadG63759
GO:0048515	Tadh-TriadG63759
GO:0048518	Tadh-TriadG63759
GO:0048519	Tadh-TriadG63759
GO:0048522	Tadh-TriadG63759
GO:0048523	Tadh-TriadG63759
GO:0048534	Tadh-TriadG63759
GO:0048545	Tadh-TriadG63759
GO:0048583	Tadh-TriadG63759
GO:0048584	Tadh-TriadG63759
GO:0048585	Tadh-TriadG63759
GO:0048592	Tadh-TriadG63759
GO:0048593	Tadh-TriadG63759
GO:0048597	Tadh-TriadG63759
GO:0048598	Tadh-TriadG63759
GO:0048608	Tadh-TriadG63759
GO:0048609	Tadh-TriadG63759
GO:0048678	Tadh-TriadG63759
GO:0048699	Tadh-TriadG63759
GO:0048731	Tadh-TriadG63759
GO:0048736	Tadh-TriadG63759
GO:0048771	Tadh-TriadG63759
GO:0048806	Tadh-TriadG63759
GO:0048856	Tadh-TriadG63759
GO:0048869	Tadh-TriadG63759
GO:0048870	Tadh-TriadG63759
GO:0048871	Tadh-TriadG63759
GO:0048872	Tadh-TriadG63759
GO:0048873	Tadh-TriadG63759
GO:0048878	Tadh-TriadG63759
GO:0050673	Tadh-TriadG63759
GO:0050678	Tadh-TriadG63759
GO:0050776	Tadh-TriadG63759
GO:0050778	Tadh-TriadG63759
GO:0050789	Tadh-TriadG63759
GO:0050790	Tadh-TriadG63759
GO:0050793	Tadh-TriadG63759
GO:0050794	Tadh-TriadG63759
GO:0050801	Tadh-TriadG63759
GO:0050851	Tadh-TriadG63759
GO:0050853	Tadh-TriadG63759
GO:0050896	Tadh-TriadG63759
GO:0051049	Tadh-TriadG63759
GO:0051050	Tadh-TriadG63759
GO:0051052	Tadh-TriadG63759
GO:0051054	Tadh-TriadG63759
GO:0051087	Tadh-TriadG63759
GO:0051094	Tadh-TriadG63759
GO:0051098	Tadh-TriadG63759
GO:0051100	Tadh-TriadG63759
GO:0051128	Tadh-TriadG63759
GO:0051130	Tadh-TriadG63759
GO:0051174	Tadh-TriadG63759
GO:0051179	Tadh-TriadG63759
GO:0051204	Tadh-TriadG63759
GO:0051205	Tadh-TriadG63759
GO:0051234	Tadh-TriadG63759
GO:0051239	Tadh-TriadG63759
GO:0051240	Tadh-TriadG63759
GO:0051246	Tadh-TriadG63759
GO:0051247	Tadh-TriadG63759
GO:0051248	Tadh-TriadG63759
GO:0051259	Tadh-TriadG63759
GO:0051260	Tadh-TriadG63759
GO:0051279	Tadh-TriadG63759
GO:0051281	Tadh-TriadG63759
GO:0051282	Tadh-TriadG63759
GO:0051336	Tadh-TriadG63759
GO:0051345	Tadh-TriadG63759
GO:0051384	Tadh-TriadG63759
GO:0051385	Tadh-TriadG63759
GO:0051400	Tadh-TriadG63759
GO:0051402	Tadh-TriadG63759
GO:0051412	Tadh-TriadG63759
GO:0051434	Tadh-TriadG63759
GO:0051480	Tadh-TriadG63759
GO:0051641	Tadh-TriadG63759
GO:0051649	Tadh-TriadG63759
GO:0051674	Tadh-TriadG63759
GO:0051716	Tadh-TriadG63759
GO:0051726	Tadh-TriadG63759
GO:0051881	Tadh-TriadG63759
GO:0051924	Tadh-TriadG63759
GO:0051928	Tadh-TriadG63759
GO:0052547	Tadh-TriadG63759
GO:0052548	Tadh-TriadG63759
GO:0055074	Tadh-TriadG63759
GO:0055080	Tadh-TriadG63759
GO:0055082	Tadh-TriadG63759
GO:0055085	Tadh-TriadG63759
GO:0060011	Tadh-TriadG63759
GO:0060041	Tadh-TriadG63759
GO:0060058	Tadh-TriadG63759
GO:0060068	Tadh-TriadG63759
GO:0060173	Tadh-TriadG63759
GO:0060249	Tadh-TriadG63759
GO:0060255	Tadh-TriadG63759
GO:0060322	Tadh-TriadG63759
GO:0060341	Tadh-TriadG63759
GO:0060359	Tadh-TriadG63759
GO:0060561	Tadh-TriadG63759
GO:0061024	Tadh-TriadG63759
