	Spla	ClH23	HoH13	TrH2	TrH1	Auco	Clhe	Neve	Dare
Spla	0.0	0.031204110923092665	0.03508489564644357	0.030337097356465708	0.03887937733591479	0.025139094978467797	0.026694220943090635	0.025151778820578913	0.025335957772949762
ClH23	0.031204110923092665	0.0	0.005088982463601122	0.002558182331152644	0.01546037644608178	0.01567547195642845	0.013601746139538054	0.014623722156668831	0.01560066119615705
HoH13	0.03508489564644357	0.005088982463601122	0.0	0.004835852918906887	0.023547492754251997	0.020370593048561186	0.015619293037697787	0.022885262381511746	0.0224440955874786
TrH2	0.030337097356465708	0.002558182331152644	0.004835852918906887	0.0	0.014259335073643945	0.01464892936756009	0.01153354399810739	0.014085930257388968	0.01547203231740707
TrH1	0.03887937733591479	0.01546037644608178	0.023547492754251997	0.014259335073643945	0.0	0.015140409633846977	0.018932802936349063	0.010835975356379682	0.017685340952745654
Auco	0.025139094978467797	0.01567547195642845	0.020370593048561186	0.01464892936756009	0.015140409633846977	0.0	0.006015603192522256	0.00900463039754168	0.014407358378423885
Clhe	0.026694220943090635	0.013601746139538054	0.015619293037697787	0.01153354399810739	0.018932802936349063	0.006015603192522256	0.0	0.01373741804302949	0.018200024147878375
Neve	0.025151778820578913	0.014623722156668831	0.022885262381511746	0.014085930257388968	0.010835975356379682	0.00900463039754168	0.01373741804302949	0.0	0.0061684027800062435
Dare	0.025335957772949762	0.01560066119615705	0.0224440955874786	0.01547203231740707	0.017685340952745654	0.014407358378423885	0.018200024147878375	0.0061684027800062435	0.0
