OrthoGene
HoiH23-PlH23-000078
HoiH23-PlH23-000154
HoiH23-PlH23-000263
HoiH23-PlH23-000340
HoiH23-PlH23-000388
HoiH23-PlH23-000595
HoiH23-PlH23-000659
HoiH23-PlH23-000946
HoiH23-PlH23-001053
HoiH23-PlH23-001109
HoiH23-PlH23-001161
HoiH23-PlH23-001310
HoiH23-PlH23-001388
HoiH23-PlH23-001991
HoiH23-PlH23-002215
HoiH23-PlH23-002293
HoiH23-PlH23-002548
HoiH23-PlH23-002850
HoiH23-PlH23-002851
HoiH23-PlH23-002944
HoiH23-PlH23-003105
HoiH23-PlH23-003327
HoiH23-PlH23-003704
HoiH23-PlH23-003911
HoiH23-PlH23-004035
HoiH23-PlH23-004061
HoiH23-PlH23-004219
HoiH23-PlH23-004329
HoiH23-PlH23-004330
HoiH23-PlH23-004408
HoiH23-PlH23-004513
HoiH23-PlH23-004517
HoiH23-PlH23-004659
HoiH23-PlH23-004765
HoiH23-PlH23-004768
HoiH23-PlH23-005333
HoiH23-PlH23-005405
HoiH23-PlH23-005486
HoiH23-PlH23-005587
HoiH23-PlH23-005598
HoiH23-PlH23-005878
HoiH23-PlH23-005879
HoiH23-PlH23-005952
HoiH23-PlH23-006087
HoiH23-PlH23-006090
HoiH23-PlH23-006095
HoiH23-PlH23-006123
HoiH23-PlH23-006206
HoiH23-PlH23-006338
HoiH23-PlH23-006393
HoiH23-PlH23-006526
HoiH23-PlH23-006529
HoiH23-PlH23-006534
HoiH23-PlH23-006535
HoiH23-PlH23-006678
HoiH23-PlH23-006760
HoiH23-PlH23-006846
HoiH23-PlH23-007163
HoiH23-PlH23-007205
HoiH23-PlH23-007355
HoiH23-PlH23-007375
HoiH23-PlH23-007380
HoiH23-PlH23-007408
HoiH23-PlH23-007409
HoiH23-PlH23-007415
HoiH23-PlH23-007635
HoiH23-PlH23-007668
HoiH23-PlH23-007713
HoiH23-PlH23-007817
HoiH23-PlH23-007919
HoiH23-PlH23-007962
HoiH23-PlH23-007992
HoiH23-PlH23-008082
HoiH23-PlH23-008091
HoiH23-PlH23-008101
HoiH23-PlH23-008120
HoiH23-PlH23-008230
HoiH23-PlH23-008336
HoiH23-PlH23-008428
HoiH23-PlH23-008488
HoiH23-PlH23-008525
HoiH23-PlH23-008547
HoiH23-PlH23-008668
HoiH23-PlH23-008702
HoiH23-PlH23-008752
HoiH23-PlH23-008912
HoiH23-PlH23-008961
HoiH23-PlH23-009004
HoiH23-PlH23-009019
HoiH23-PlH23-009078
HoiH23-PlH23-009087
HoiH23-PlH23-009297
HoiH23-PlH23-009436
HoiH23-PlH23-009596
HoiH23-PlH23-009638
HoiH23-PlH23-009741
HoiH23-PlH23-009821
HoiH23-PlH23-010036
HoiH23-PlH23-010113
HoiH23-PlH23-010343
HoiH23-PlH23-010344
HoiH23-PlH23-010452
HoiH23-PlH23-010458
HoiH23-PlH23-010516
HoiH23-PlH23-010666
HoiH23-PlH23-010685
HoiH23-PlH23-010751
HoiH23-PlH23-010778
HoiH23-PlH23-010822
HoiH23-PlH23-010858
HoiH23-PlH23-010895
HoiH23-PlH23-010924
HoiH23-PlH23-010953
HoiH23-PlH23-011009
HoiH23-PlH23-011013
HoiH23-PlH23-011050
HoiH23-PlH23-011061
HoiH23-PlH23-011073
HoiH23-PlH23-011101
HoiH23-PlH23-011123
HoiH23-PlH23-011229
HoiH23-PlH23-011264
HoiH23-PlH23-011300
HoiH23-PlH23-011361
HoiH23-PlH23-011364
HoiH23-PlH23-011498
HoiH23-PlH23-011590
HoiH23-PlH23-011608
HoiH23-PlH23-011649
HoiH23-PlH23-011670
HoiH23-PlH23-011725
HoiH23-PlH23-011728
HoiH23-PlH23-011734
HoiH23-PlH23-011754
HoiH23-PlH23-011756
HoiH23-PlH23-011845
HoiH23-PlH23-011851
HoiH23-PlH23-011853
HoiH23-PlH23-011864
HoiH23-PlH23-011884
HoiH23-PlH23-011923
HoiH23-PlH23-011966
HoiH23-PlH23-011987
HoiH23-PlH23-012040
HoiH23-PlH23-012041
HoiH23-g2
HoiH23-hyp-clust10028
HoiH23-hyp-clust10304
HoiH23-hyp-clust10752
HoiH23-hyp-clust10864
HoiH23-hyp-clust10942
HoiH23-hyp-clust11033
HoiH23-hyp-clust1700
HoiH23-hyp-clust1852
HoiH23-hyp-clust1886
HoiH23-hyp-clust2751
HoiH23-hyp-clust2855
HoiH23-hyp-clust3515
HoiH23-hyp-clust4011
HoiH23-hyp-clust4034
HoiH23-hyp-clust4260
HoiH23-hyp-clust5206
HoiH23-hyp-clust5206b
HoiH23-hyp-clust5245
HoiH23-hyp-clust5779
HoiH23-hyp-clust6323
HoiH23-hyp-clust68
HoiH23-hyp-clust9204
HoiH23-hyp-clust9361
HoiH23-hyp-clust9443
HoiH23-orphan-1
HoiH23-orphan-10
HoiH23-orphan-100
HoiH23-orphan-1000
HoiH23-orphan-1001
HoiH23-orphan-1002
HoiH23-orphan-1003
HoiH23-orphan-1004
HoiH23-orphan-1005
HoiH23-orphan-1006
HoiH23-orphan-1007
HoiH23-orphan-1008
HoiH23-orphan-1009
HoiH23-orphan-101
HoiH23-orphan-1010
HoiH23-orphan-1011
HoiH23-orphan-1012
HoiH23-orphan-1013
HoiH23-orphan-1014
HoiH23-orphan-1015
HoiH23-orphan-1016
HoiH23-orphan-1017
HoiH23-orphan-1018
HoiH23-orphan-1019
HoiH23-orphan-102
HoiH23-orphan-1020
HoiH23-orphan-1021
HoiH23-orphan-1022
HoiH23-orphan-1023
HoiH23-orphan-1024
HoiH23-orphan-1025
HoiH23-orphan-1026
HoiH23-orphan-1027
HoiH23-orphan-1028
HoiH23-orphan-1029
HoiH23-orphan-103
HoiH23-orphan-1030
HoiH23-orphan-1031
HoiH23-orphan-1032
HoiH23-orphan-1033
HoiH23-orphan-1034
HoiH23-orphan-1035
HoiH23-orphan-1036
HoiH23-orphan-1037
HoiH23-orphan-1038
HoiH23-orphan-1039
HoiH23-orphan-104
HoiH23-orphan-1040
HoiH23-orphan-1041
HoiH23-orphan-1042
HoiH23-orphan-1043
HoiH23-orphan-1044
HoiH23-orphan-1045
HoiH23-orphan-1046
HoiH23-orphan-1047
HoiH23-orphan-1048
HoiH23-orphan-1049
HoiH23-orphan-105
HoiH23-orphan-1050
HoiH23-orphan-1051
HoiH23-orphan-1052
HoiH23-orphan-1053
HoiH23-orphan-1054
HoiH23-orphan-1055
HoiH23-orphan-1056
HoiH23-orphan-1057
HoiH23-orphan-1058
HoiH23-orphan-1059
HoiH23-orphan-106
HoiH23-orphan-1060
HoiH23-orphan-1061
HoiH23-orphan-1062
HoiH23-orphan-1063
HoiH23-orphan-1064
HoiH23-orphan-1065
HoiH23-orphan-1066
HoiH23-orphan-1067
HoiH23-orphan-1068
HoiH23-orphan-1069
HoiH23-orphan-107
HoiH23-orphan-1070
HoiH23-orphan-1071
HoiH23-orphan-1072
HoiH23-orphan-1073
HoiH23-orphan-1074
HoiH23-orphan-1075
HoiH23-orphan-1076
HoiH23-orphan-1077
HoiH23-orphan-1078
HoiH23-orphan-1079
HoiH23-orphan-108
HoiH23-orphan-1080
HoiH23-orphan-1081
HoiH23-orphan-1082
HoiH23-orphan-1083
HoiH23-orphan-1084
HoiH23-orphan-1085
HoiH23-orphan-1086
HoiH23-orphan-1087
HoiH23-orphan-1088
HoiH23-orphan-1089
HoiH23-orphan-109
HoiH23-orphan-1090
HoiH23-orphan-1091
HoiH23-orphan-1092
HoiH23-orphan-1093
HoiH23-orphan-1094
HoiH23-orphan-1095
HoiH23-orphan-1096
HoiH23-orphan-1097
HoiH23-orphan-1098
HoiH23-orphan-1099
HoiH23-orphan-11
HoiH23-orphan-110
HoiH23-orphan-1100
HoiH23-orphan-1101
HoiH23-orphan-1102
HoiH23-orphan-1103
HoiH23-orphan-1104
HoiH23-orphan-1105
HoiH23-orphan-1106
HoiH23-orphan-1107
HoiH23-orphan-1108
HoiH23-orphan-1109
HoiH23-orphan-111
HoiH23-orphan-1110
HoiH23-orphan-1111
HoiH23-orphan-1112
HoiH23-orphan-1113
HoiH23-orphan-1114
HoiH23-orphan-1115
HoiH23-orphan-1116
HoiH23-orphan-1117
HoiH23-orphan-1118
HoiH23-orphan-1119
HoiH23-orphan-112
HoiH23-orphan-1120
HoiH23-orphan-1121
HoiH23-orphan-1122
HoiH23-orphan-1123
HoiH23-orphan-1124
HoiH23-orphan-1125
HoiH23-orphan-1126
HoiH23-orphan-1127
HoiH23-orphan-1128
HoiH23-orphan-1129
HoiH23-orphan-113
HoiH23-orphan-1130
HoiH23-orphan-1131
HoiH23-orphan-1132
HoiH23-orphan-1133
HoiH23-orphan-1134
HoiH23-orphan-1135
HoiH23-orphan-1136
HoiH23-orphan-1137
HoiH23-orphan-1138
HoiH23-orphan-1139
HoiH23-orphan-114
HoiH23-orphan-1140
HoiH23-orphan-1141
HoiH23-orphan-1142
HoiH23-orphan-1143
HoiH23-orphan-1144
HoiH23-orphan-1145
HoiH23-orphan-1146
HoiH23-orphan-1147
HoiH23-orphan-1148
HoiH23-orphan-1149
HoiH23-orphan-115
HoiH23-orphan-1150
HoiH23-orphan-1151
HoiH23-orphan-1152
HoiH23-orphan-1153
HoiH23-orphan-1154
HoiH23-orphan-1155
HoiH23-orphan-1156
HoiH23-orphan-1157
HoiH23-orphan-1158
HoiH23-orphan-1159
HoiH23-orphan-116
HoiH23-orphan-1160
HoiH23-orphan-1161
HoiH23-orphan-1162
HoiH23-orphan-1163
HoiH23-orphan-1164
HoiH23-orphan-1165
HoiH23-orphan-1166
HoiH23-orphan-1167
HoiH23-orphan-1168
HoiH23-orphan-1169
HoiH23-orphan-117
HoiH23-orphan-1170
HoiH23-orphan-1171
HoiH23-orphan-1172
HoiH23-orphan-1173
HoiH23-orphan-1174
HoiH23-orphan-1175
HoiH23-orphan-1176
HoiH23-orphan-1177
HoiH23-orphan-1178
HoiH23-orphan-1179
HoiH23-orphan-118
HoiH23-orphan-1180
HoiH23-orphan-1181
HoiH23-orphan-1182
HoiH23-orphan-1183
HoiH23-orphan-1184
HoiH23-orphan-1185
HoiH23-orphan-1186
HoiH23-orphan-1187
HoiH23-orphan-1188
HoiH23-orphan-1189
HoiH23-orphan-119
HoiH23-orphan-1190
HoiH23-orphan-1191
HoiH23-orphan-1192
HoiH23-orphan-1193
HoiH23-orphan-1194
HoiH23-orphan-1195
HoiH23-orphan-1196
HoiH23-orphan-1197
HoiH23-orphan-1198
HoiH23-orphan-1199
HoiH23-orphan-12
HoiH23-orphan-120
HoiH23-orphan-1200
HoiH23-orphan-1201
HoiH23-orphan-1202
HoiH23-orphan-1203
HoiH23-orphan-1204
HoiH23-orphan-1205
HoiH23-orphan-1206
HoiH23-orphan-1207
HoiH23-orphan-1208
HoiH23-orphan-1209
HoiH23-orphan-121
HoiH23-orphan-1210
HoiH23-orphan-1211
HoiH23-orphan-1212
HoiH23-orphan-1213
HoiH23-orphan-1214
HoiH23-orphan-1215
HoiH23-orphan-1216
HoiH23-orphan-1217
HoiH23-orphan-1218
HoiH23-orphan-1219
HoiH23-orphan-122
HoiH23-orphan-1220
HoiH23-orphan-1221
HoiH23-orphan-1222
HoiH23-orphan-1223
HoiH23-orphan-1224
HoiH23-orphan-1225
HoiH23-orphan-1226
HoiH23-orphan-1227
HoiH23-orphan-1228
HoiH23-orphan-1229
HoiH23-orphan-123
HoiH23-orphan-1230
HoiH23-orphan-1231
HoiH23-orphan-1232
HoiH23-orphan-1233
HoiH23-orphan-1234
HoiH23-orphan-1235
HoiH23-orphan-1236
HoiH23-orphan-1237
HoiH23-orphan-1238
HoiH23-orphan-1239
HoiH23-orphan-124
HoiH23-orphan-1240
HoiH23-orphan-1241
HoiH23-orphan-1242
HoiH23-orphan-1243
HoiH23-orphan-1244
HoiH23-orphan-1245
HoiH23-orphan-1246
HoiH23-orphan-1247
HoiH23-orphan-1248
HoiH23-orphan-1249
HoiH23-orphan-125
HoiH23-orphan-1250
HoiH23-orphan-1251
HoiH23-orphan-1252
HoiH23-orphan-1253
HoiH23-orphan-1254
HoiH23-orphan-1255
HoiH23-orphan-1256
HoiH23-orphan-1257
HoiH23-orphan-1258
HoiH23-orphan-1259
HoiH23-orphan-126
HoiH23-orphan-1260
HoiH23-orphan-1261
HoiH23-orphan-1262
HoiH23-orphan-1263
HoiH23-orphan-1264
HoiH23-orphan-1265
HoiH23-orphan-1266
HoiH23-orphan-1267
HoiH23-orphan-1268
HoiH23-orphan-1269
HoiH23-orphan-127
HoiH23-orphan-1270
HoiH23-orphan-1271
HoiH23-orphan-1272
HoiH23-orphan-1273
HoiH23-orphan-1274
HoiH23-orphan-1275
HoiH23-orphan-1276
HoiH23-orphan-1277
HoiH23-orphan-1278
HoiH23-orphan-1279
HoiH23-orphan-128
HoiH23-orphan-1280
HoiH23-orphan-1281
HoiH23-orphan-1282
HoiH23-orphan-1283
HoiH23-orphan-1284
HoiH23-orphan-1285
HoiH23-orphan-1286
HoiH23-orphan-1287
HoiH23-orphan-1288
HoiH23-orphan-1289
HoiH23-orphan-129
HoiH23-orphan-1290
HoiH23-orphan-1291
HoiH23-orphan-1292
HoiH23-orphan-1293
HoiH23-orphan-1294
HoiH23-orphan-1295
HoiH23-orphan-1296
HoiH23-orphan-1297
HoiH23-orphan-1298
HoiH23-orphan-1299
HoiH23-orphan-13
HoiH23-orphan-130
HoiH23-orphan-1300
HoiH23-orphan-1301
HoiH23-orphan-1302
HoiH23-orphan-1303
HoiH23-orphan-1304
HoiH23-orphan-1305
HoiH23-orphan-1306
HoiH23-orphan-1307
HoiH23-orphan-1308
HoiH23-orphan-1309
HoiH23-orphan-131
HoiH23-orphan-1310
HoiH23-orphan-1311
HoiH23-orphan-1312
HoiH23-orphan-1313
HoiH23-orphan-1314
HoiH23-orphan-1315
HoiH23-orphan-1316
HoiH23-orphan-1317
HoiH23-orphan-1318
HoiH23-orphan-1319
HoiH23-orphan-132
HoiH23-orphan-1320
HoiH23-orphan-1321
HoiH23-orphan-1322
HoiH23-orphan-1323
HoiH23-orphan-1324
HoiH23-orphan-1325
HoiH23-orphan-1326
HoiH23-orphan-1327
HoiH23-orphan-1328
HoiH23-orphan-1329
HoiH23-orphan-133
HoiH23-orphan-1330
HoiH23-orphan-1331
HoiH23-orphan-1332
HoiH23-orphan-1333
HoiH23-orphan-1334
HoiH23-orphan-1335
HoiH23-orphan-1336
HoiH23-orphan-1337
HoiH23-orphan-1338
HoiH23-orphan-1339
HoiH23-orphan-134
HoiH23-orphan-1340
HoiH23-orphan-1341
HoiH23-orphan-1342
HoiH23-orphan-1343
HoiH23-orphan-1344
HoiH23-orphan-1345
HoiH23-orphan-1346
HoiH23-orphan-1347
HoiH23-orphan-1348
HoiH23-orphan-1349
HoiH23-orphan-135
HoiH23-orphan-1350
HoiH23-orphan-1351
HoiH23-orphan-1352
HoiH23-orphan-1353
HoiH23-orphan-1354
HoiH23-orphan-1355
HoiH23-orphan-1356
HoiH23-orphan-1357
HoiH23-orphan-1358
HoiH23-orphan-1359
HoiH23-orphan-136
HoiH23-orphan-1360
HoiH23-orphan-1361
HoiH23-orphan-1362
