CellName,broad_cell_type,CellTypes
68-26-6,Neural Posterior,Dare_Neural Posterior
78-26-6,Mesoderm,Dare_Mesoderm
79-26-6,Neural Mid,Dare_Neural Mid
80-26-6,Mesoderm,Dare_Mesoderm
91-26-6,Mesoderm,Dare_Mesoderm
92-26-6,Neural Anterior,Dare_Neural Anterior
93-26-6,Neural Anterior,Dare_Neural Anterior
94-26-6,Neural Anterior,Dare_Neural Anterior
104-26-6,Mesoderm,Dare_Mesoderm
105-26-6,Neural Anterior,Dare_Neural Anterior
106-26-6,Neural Posterior,Dare_Neural Posterior
107-26-6,Neural Mid,Dare_Neural Mid
117-26-6,Neural Mid,Dare_Neural Mid
118-26-6,Epidermal,Dare_Epidermal
119-26-6,Neural Anterior,Dare_Neural Anterior
120-26-6,Neural Posterior,Dare_Neural Posterior
130-26-6,Mesoderm,Dare_Mesoderm
131-26-6,Neural Posterior,Dare_Neural Posterior
132-26-6,Neural Anterior,Dare_Neural Anterior
133-26-6,Neural Anterior,Dare_Neural Anterior
143-26-6,Mesoderm,Dare_Mesoderm
144-26-6,Endoderm,Dare_Endoderm
145-26-6,Neural Crest,Dare_Neural Crest
146-26-6,Neural Posterior,Dare_Neural Posterior
156-26-6,Mesoderm,Dare_Mesoderm
157-26-6,Neural Mid,Dare_Neural Mid
158-26-6,Neural Anterior,Dare_Neural Anterior
159-26-6,Mesoderm,Dare_Mesoderm
160-26-6,Neural Anterior,Dare_Neural Anterior
169-26-6,Mesoderm,Dare_Mesoderm
170-26-6,Mesoderm,Dare_Mesoderm
171-26-6,Epidermal,Dare_Epidermal
172-26-6,Neural Posterior,Dare_Neural Posterior
182-26-6,Mesoderm,Dare_Mesoderm
183-26-6,Neural Crest,Dare_Neural Crest
184-26-6,Neural Posterior,Dare_Neural Posterior
185-26-6,Neural Mid,Dare_Neural Mid
195-26-6,Mesoderm,Dare_Mesoderm
196-26-6,Neural Mid,Dare_Neural Mid
197-26-6,Neural Posterior,Dare_Neural Posterior
198-26-6,Neural Posterior,Dare_Neural Posterior
208-26-6,Mesoderm,Dare_Mesoderm
209-26-6,Neural Crest,Dare_Neural Crest
210-26-6,Neural Anterior,Dare_Neural Anterior
211-26-6,Neural Anterior,Dare_Neural Anterior
221-26-6,Neural Anterior,Dare_Neural Anterior
222-26-6,Neural Posterior,Dare_Neural Posterior
223-26-6,Neural Mid,Dare_Neural Mid
224-26-6,Neural Posterior,Dare_Neural Posterior
234-26-6,Epidermal,Dare_Epidermal
235-26-6,Neural Posterior,Dare_Neural Posterior
236-26-6,Neural Anterior,Dare_Neural Anterior
237-26-6,Neural Mid,Dare_Neural Mid
247-26-6,Epidermal,Dare_Epidermal
248-26-6,Mesoderm,Dare_Mesoderm
249-26-6,Neural Posterior,Dare_Neural Posterior
250-26-6,Mesoderm,Dare_Mesoderm
260-26-6,Mesoderm,Dare_Mesoderm
261-26-6,Neural Mid,Dare_Neural Mid
262-26-6,Neural Posterior,Dare_Neural Posterior
263-26-6,Neural Mid,Dare_Neural Mid
273-26-6,Mesoderm,Dare_Mesoderm
274-26-6,Mesoderm,Dare_Mesoderm
275-26-6,Mesoderm,Dare_Mesoderm
276-26-6,Neural Crest,Dare_Neural Crest
286-26-6,Mesoderm,Dare_Mesoderm
287-26-6,Mesoderm,Dare_Mesoderm
289-26-6,Neural Mid,Dare_Neural Mid
299-26-6,Mesoderm,Dare_Mesoderm
300-26-6,Neural Posterior,Dare_Neural Posterior
301-26-6,Neural Anterior,Dare_Neural Anterior
302-26-6,Neural Posterior,Dare_Neural Posterior
312-26-6,Mesoderm,Dare_Mesoderm
313-26-6,Neural Anterior,Dare_Neural Anterior
314-26-6,Neural Posterior,Dare_Neural Posterior
315-26-6,Neural Posterior,Dare_Neural Posterior
325-26-6,Mesoderm,Dare_Mesoderm
327-26-6,Neural Posterior,Dare_Neural Posterior
328-26-6,Neural Posterior,Dare_Neural Posterior
338-26-6,Neural Mid,Dare_Neural Mid
339-26-6,Mesoderm,Dare_Mesoderm
340-26-6,Neural Posterior,Dare_Neural Posterior
341-26-6,Neural Posterior,Dare_Neural Posterior
351-26-6,Neural Anterior,Dare_Neural Anterior
352-26-6,Neural Anterior,Dare_Neural Anterior
353-26-6,Neural Posterior,Dare_Neural Posterior
354-26-6,Neural Posterior,Dare_Neural Posterior
364-26-6,Mesoderm,Dare_Mesoderm
365-26-6,Neural Anterior,Dare_Neural Anterior
366-26-6,Neural Posterior,Dare_Neural Posterior
367-26-6,Neural Posterior,Dare_Neural Posterior
368-26-6,Neural Anterior,Dare_Neural Anterior
377-26-6,Mesoderm,Dare_Mesoderm
378-26-6,Mesoderm,Dare_Mesoderm
379-26-6,Neural Anterior,Dare_Neural Anterior
380-26-6,Neural Posterior,Dare_Neural Posterior
390-26-6,Mesoderm,Dare_Mesoderm
391-26-6,Neural Posterior,Dare_Neural Posterior
392-26-6,Neural Posterior,Dare_Neural Posterior
403-26-6,Mesoderm,Dare_Mesoderm
404-26-6,Epidermal,Dare_Epidermal
405-26-6,Neural Anterior,Dare_Neural Anterior
416-26-6,Neural Posterior,Dare_Neural Posterior
417-26-6,Mesoderm,Dare_Mesoderm
418-26-6,Neural Posterior,Dare_Neural Posterior
419-26-6,Neural Mid,Dare_Neural Mid
429-26-6,Epidermal,Dare_Epidermal
430-26-6,Neural Posterior,Dare_Neural Posterior
431-26-6,Neural Posterior,Dare_Neural Posterior
432-26-6,Neural Posterior,Dare_Neural Posterior
441-26-6,Epidermal,Dare_Epidermal
442-26-6,Mesoderm,Dare_Mesoderm
443-26-6,Neural Posterior,Dare_Neural Posterior
444-26-6,Neural Anterior,Dare_Neural Anterior
453-26-6,Mesoderm,Dare_Mesoderm
454-26-6,Mesoderm,Dare_Mesoderm
455-26-6,Neural Anterior,Dare_Neural Anterior
456-26-6,Neural Mid,Dare_Neural Mid
465-26-6,Mesoderm,Dare_Mesoderm
466-26-6,Neural Posterior,Dare_Neural Posterior
467-26-6,Neural Mid,Dare_Neural Mid
468-26-6,Neural Posterior,Dare_Neural Posterior
477-26-6,Neural Anterior,Dare_Neural Anterior
478-26-6,Neural Crest,Dare_Neural Crest
479-26-6,Neural Posterior,Dare_Neural Posterior
480-26-6,Mesoderm,Dare_Mesoderm
489-26-6,Neural Crest,Dare_Neural Crest
490-26-6,Neural Posterior,Dare_Neural Posterior
491-26-6,Neural Posterior,Dare_Neural Posterior
492-26-6,Neural Posterior,Dare_Neural Posterior
501-26-6,Mesoderm,Dare_Mesoderm
502-26-6,Neural Anterior,Dare_Neural Anterior
503-26-6,Neural Mid,Dare_Neural Mid
504-26-6,Neural Posterior,Dare_Neural Posterior
513-26-6,Neural Posterior,Dare_Neural Posterior
514-26-6,Neural Posterior,Dare_Neural Posterior
515-26-6,Neural Mid,Dare_Neural Mid
516-26-6,Neural Posterior,Dare_Neural Posterior
525-26-6,Mesoderm,Dare_Mesoderm
526-26-6,Neural Posterior,Dare_Neural Posterior
527-26-6,Neural Posterior,Dare_Neural Posterior
528-26-6,Neural Posterior,Dare_Neural Posterior
537-26-6,Mesoderm,Dare_Mesoderm
538-26-6,Neural Anterior,Dare_Neural Anterior
539-26-6,Neural Anterior,Dare_Neural Anterior
540-26-6,Neural Mid,Dare_Neural Mid
549-26-6,Mesoderm,Dare_Mesoderm
550-26-6,Neural Anterior,Dare_Neural Anterior
551-26-6,Neural Posterior,Dare_Neural Posterior
552-26-6,Neural Anterior,Dare_Neural Anterior
561-26-6,Mesoderm,Dare_Mesoderm
562-26-6,Epidermal,Dare_Epidermal
564-26-6,Neural Posterior,Dare_Neural Posterior
573-26-6,Epidermal,Dare_Epidermal
574-26-6,Neural Mid,Dare_Neural Mid
575-26-6,Neural Posterior,Dare_Neural Posterior
576-26-6,Neural Posterior,Dare_Neural Posterior
585-26-6,Mesoderm,Dare_Mesoderm
586-26-6,Epidermal,Dare_Epidermal
587-26-6,Neural Posterior,Dare_Neural Posterior
588-26-6,Neural Mid,Dare_Neural Mid
597-26-6,Neural Anterior,Dare_Neural Anterior
598-26-6,Neural Posterior,Dare_Neural Posterior
600-26-6,Neural Anterior,Dare_Neural Anterior
609-26-6,Mesoderm,Dare_Mesoderm
610-26-6,Neural Anterior,Dare_Neural Anterior
611-26-6,Neural Anterior,Dare_Neural Anterior
612-26-6,Neural Anterior,Dare_Neural Anterior
621-26-6,Mesoderm,Dare_Mesoderm
622-26-6,Neural Anterior,Dare_Neural Anterior
623-26-6,Neural Posterior,Dare_Neural Posterior
624-26-6,Neural Anterior,Dare_Neural Anterior
633-26-6,Mesoderm,Dare_Mesoderm
634-26-6,Neural Anterior,Dare_Neural Anterior
635-26-6,Neural Anterior,Dare_Neural Anterior
636-26-6,Neural Posterior,Dare_Neural Posterior
645-26-6,Mesoderm,Dare_Mesoderm
646-26-6,Mesoderm,Dare_Mesoderm
647-26-6,Neural Posterior,Dare_Neural Posterior
648-26-6,Neural Mid,Dare_Neural Mid
657-26-6,Mesoderm,Dare_Mesoderm
658-26-6,Neural Posterior,Dare_Neural Posterior
659-26-6,Neural Posterior,Dare_Neural Posterior
660-26-6,Neural Anterior,Dare_Neural Anterior
669-26-6,Neural Crest,Dare_Neural Crest
670-26-6,Neural Mid,Dare_Neural Mid
671-26-6,Neural Posterior,Dare_Neural Posterior
672-26-6,Neural Mid,Dare_Neural Mid
681-26-6,Mesoderm,Dare_Mesoderm
682-26-6,Neural Anterior,Dare_Neural Anterior
683-26-6,Neural Posterior,Dare_Neural Posterior
684-26-6,Neural Anterior,Dare_Neural Anterior
693-26-6,Neural Anterior,Dare_Neural Anterior
694-26-6,Neural Anterior,Dare_Neural Anterior
695-26-6,Neural Anterior,Dare_Neural Anterior
696-26-6,Neural Anterior,Dare_Neural Anterior
705-26-6,Neural Posterior,Dare_Neural Posterior
706-26-6,Neural Anterior,Dare_Neural Anterior
707-26-6,Mesoderm,Dare_Mesoderm
717-26-6,Neural Posterior,Dare_Neural Posterior
718-26-6,Mesoderm,Dare_Mesoderm
719-26-6,Neural Anterior,Dare_Neural Anterior
720-26-6,Neural Anterior,Dare_Neural Anterior
729-26-6,Mesoderm,Dare_Mesoderm
730-26-6,Mesoderm,Dare_Mesoderm
731-26-6,Neural Posterior,Dare_Neural Posterior
732-26-6,Neural Posterior,Dare_Neural Posterior
741-26-6,Mesoderm,Dare_Mesoderm
742-26-6,Neural Posterior,Dare_Neural Posterior
743-26-6,Neural Anterior,Dare_Neural Anterior
744-26-6,Neural Anterior,Dare_Neural Anterior
753-26-6,Mesoderm,Dare_Mesoderm
754-26-6,Epidermal,Dare_Epidermal
755-26-6,Neural Anterior,Dare_Neural Anterior
756-26-6,Neural Posterior,Dare_Neural Posterior
765-26-6,Mesoderm,Dare_Mesoderm
766-26-6,Neural Posterior,Dare_Neural Posterior
767-26-6,Neural Mid,Dare_Neural Mid
768-26-6,Neural Anterior,Dare_Neural Anterior
777-26-6,Mesoderm,Dare_Mesoderm
778-26-6,Epidermal,Dare_Epidermal
779-26-6,Neural Posterior,Dare_Neural Posterior
780-26-6,Neural Anterior,Dare_Neural Anterior
789-26-6,Mesoderm,Dare_Mesoderm
791-26-6,Neural Posterior,Dare_Neural Posterior
792-26-6,Neural Anterior,Dare_Neural Anterior
801-26-6,Mesoderm,Dare_Mesoderm
802-26-6,Neural Crest,Dare_Neural Crest
803-26-6,Neural Mid,Dare_Neural Mid
804-26-6,Mesoderm,Dare_Mesoderm
813-26-6,Mesoderm,Dare_Mesoderm
814-26-6,Mesoderm,Dare_Mesoderm
815-26-6,Neural Posterior,Dare_Neural Posterior
816-26-6,Neural Posterior,Dare_Neural Posterior
825-26-6,Mesoderm,Dare_Mesoderm
826-26-6,Neural Crest,Dare_Neural Crest
827-26-6,Neural Anterior,Dare_Neural Anterior
828-26-6,Neural Posterior,Dare_Neural Posterior
837-26-6,Neural Posterior,Dare_Neural Posterior
838-26-6,Mesoderm,Dare_Mesoderm
839-26-6,Epidermal,Dare_Epidermal
840-26-6,Neural Posterior,Dare_Neural Posterior
849-26-6,Neural Crest,Dare_Neural Crest
850-26-6,Neural Anterior,Dare_Neural Anterior
851-26-6,Neural Anterior,Dare_Neural Anterior
852-26-6,Neural Mid,Dare_Neural Mid
861-26-6,Neural Posterior,Dare_Neural Posterior
862-26-6,Neural Posterior,Dare_Neural Posterior
863-26-6,Neural Mid,Dare_Neural Mid
864-26-6,Neural Posterior,Dare_Neural Posterior
873-26-6,Mesoderm,Dare_Mesoderm
874-26-6,Neural Anterior,Dare_Neural Anterior
875-26-6,Mesoderm,Dare_Mesoderm
876-26-6,Neural Posterior,Dare_Neural Posterior
885-26-6,Neural Anterior,Dare_Neural Anterior
886-26-6,Neural Mid,Dare_Neural Mid
887-26-6,Neural Posterior,Dare_Neural Posterior
897-26-6,Neural Posterior,Dare_Neural Posterior
898-26-6,Neural Posterior,Dare_Neural Posterior
899-26-6,Neural Posterior,Dare_Neural Posterior
900-26-6,Neural Posterior,Dare_Neural Posterior
909-26-6,Neural Posterior,Dare_Neural Posterior
910-26-6,Mesoderm,Dare_Mesoderm
911-26-6,Neural Anterior,Dare_Neural Anterior
912-26-6,Neural Posterior,Dare_Neural Posterior
921-26-6,Mesoderm,Dare_Mesoderm
922-26-6,Neural Anterior,Dare_Neural Anterior
923-26-6,Epidermal,Dare_Epidermal
924-26-6,Neural Posterior,Dare_Neural Posterior
933-26-6,Neural Crest,Dare_Neural Crest
934-26-6,Mesoderm,Dare_Mesoderm
935-26-6,Neural Anterior,Dare_Neural Anterior
936-26-6,Epidermal,Dare_Epidermal
945-26-6,Mesoderm,Dare_Mesoderm
946-26-6,Neural Mid,Dare_Neural Mid
947-26-6,Neural Anterior,Dare_Neural Anterior
948-26-6,Neural Posterior,Dare_Neural Posterior
957-26-6,Neural Crest,Dare_Neural Crest
958-26-6,Mesoderm,Dare_Mesoderm
959-26-6,Neural Mid,Dare_Neural Mid
960-26-6,Neural Posterior,Dare_Neural Posterior
969-26-6,Endoderm,Dare_Endoderm
970-26-6,Neural Posterior,Dare_Neural Posterior
971-26-6,Neural Posterior,Dare_Neural Posterior
972-26-6,Neural Anterior,Dare_Neural Anterior
981-26-6,Neural Mid,Dare_Neural Mid
982-26-6,Neural Mid,Dare_Neural Mid
983-26-6,Neural Mid,Dare_Neural Mid
984-26-6,Neural Mid,Dare_Neural Mid
993-26-6,Mesoderm,Dare_Mesoderm
994-26-6,Neural Anterior,Dare_Neural Anterior
995-26-6,Neural Posterior,Dare_Neural Posterior
996-26-6,Neural Posterior,Dare_Neural Posterior
1005-26-6,Mesoderm,Dare_Mesoderm
1006-26-6,Neural Anterior,Dare_Neural Anterior
1007-26-6,Neural Posterior,Dare_Neural Posterior
1008-26-6,Neural Posterior,Dare_Neural Posterior
1017-26-6,Neural Posterior,Dare_Neural Posterior
1018-26-6,Neural Mid,Dare_Neural Mid
1019-26-6,Epidermal,Dare_Epidermal
1020-26-6,Neural Posterior,Dare_Neural Posterior
1029-26-6,Neural Posterior,Dare_Neural Posterior
1030-26-6,Neural Anterior,Dare_Neural Anterior
1031-26-6,Neural Posterior,Dare_Neural Posterior
1032-26-6,Neural Posterior,Dare_Neural Posterior
1041-26-6,Neural Posterior,Dare_Neural Posterior
1042-26-6,Neural Anterior,Dare_Neural Anterior
1043-26-6,Neural Posterior,Dare_Neural Posterior
1053-26-6,Neural Crest,Dare_Neural Crest
1054-26-6,Neural Posterior,Dare_Neural Posterior
1055-26-6,Neural Posterior,Dare_Neural Posterior
1065-26-6,Neural Mid,Dare_Neural Mid
1066-26-6,Neural Posterior,Dare_Neural Posterior
1067-26-6,Neural Mid,Dare_Neural Mid
1068-26-6,Neural Posterior,Dare_Neural Posterior
1077-26-6,Epidermal,Dare_Epidermal
1078-26-6,Neural Anterior,Dare_Neural Anterior
1079-26-6,Neural Posterior,Dare_Neural Posterior
1089-26-6,Neural Crest,Dare_Neural Crest
1090-26-6,Neural Posterior,Dare_Neural Posterior
1091-26-6,Neural Posterior,Dare_Neural Posterior
1101-26-6,Mesoderm,Dare_Mesoderm
1102-26-6,Neural Posterior,Dare_Neural Posterior
1103-26-6,Neural Anterior,Dare_Neural Anterior
1104-26-6,Neural Posterior,Dare_Neural Posterior
1113-26-6,Neural Posterior,Dare_Neural Posterior
1114-26-6,Neural Anterior,Dare_Neural Anterior
1115-26-6,Neural Posterior,Dare_Neural Posterior
1116-26-6,Neural Anterior,Dare_Neural Anterior
1125-26-6,Mesoderm,Dare_Mesoderm
1126-26-6,Neural Anterior,Dare_Neural Anterior
1127-26-6,Neural Posterior,Dare_Neural Posterior
1128-26-6,Neural Posterior,Dare_Neural Posterior
1137-26-6,Epidermal,Dare_Epidermal
1138-26-6,Neural Posterior,Dare_Neural Posterior
1139-26-6,Neural Posterior,Dare_Neural Posterior
1140-26-6,Epidermal,Dare_Epidermal
1149-26-6,Neural Posterior,Dare_Neural Posterior
1150-26-6,Neural Mid,Dare_Neural Mid
1151-26-6,Neural Mid,Dare_Neural Mid
1161-26-6,Epidermal,Dare_Epidermal
1162-26-6,Neural Anterior,Dare_Neural Anterior
1163-26-6,Neural Posterior,Dare_Neural Posterior
1164-26-6,Neural Posterior,Dare_Neural Posterior
1173-26-6,Neural Mid,Dare_Neural Mid
1174-26-6,Neural Mid,Dare_Neural Mid
1175-26-6,Mesoderm,Dare_Mesoderm
1176-26-6,Neural Mid,Dare_Neural Mid
1185-26-6,Neural Crest,Dare_Neural Crest
1186-26-6,Mesoderm,Dare_Mesoderm
1187-26-6,Neural Posterior,Dare_Neural Posterior
1197-26-6,Neural Anterior,Dare_Neural Anterior
1198-26-6,Mesoderm,Dare_Mesoderm
1199-26-6,Neural Posterior,Dare_Neural Posterior
1209-26-6,Mesoderm,Dare_Mesoderm
1210-26-6,Neural Anterior,Dare_Neural Anterior
1211-26-6,Neural Posterior,Dare_Neural Posterior
1212-26-6,Neural Posterior,Dare_Neural Posterior
1221-26-6,Mesoderm,Dare_Mesoderm
1222-26-6,Neural Anterior,Dare_Neural Anterior
1223-26-6,Neural Posterior,Dare_Neural Posterior
1224-26-6,Epidermal,Dare_Epidermal
1233-26-6,Neural Anterior,Dare_Neural Anterior
1234-26-6,Mesoderm,Dare_Mesoderm
1235-26-6,Neural Posterior,Dare_Neural Posterior
1236-26-6,Neural Posterior,Dare_Neural Posterior
1245-26-6,Mesoderm,Dare_Mesoderm
1246-26-6,Epidermal,Dare_Epidermal
1247-26-6,Neural Posterior,Dare_Neural Posterior
1257-26-6,Mesoderm,Dare_Mesoderm
1259-26-6,Neural Anterior,Dare_Neural Anterior
1260-26-6,Neural Posterior,Dare_Neural Posterior
1269-26-6,Neural Posterior,Dare_Neural Posterior
1270-26-6,Neural Posterior,Dare_Neural Posterior
1271-26-6,Neural Posterior,Dare_Neural Posterior
1272-26-6,Neural Mid,Dare_Neural Mid
1281-26-6,Neural Anterior,Dare_Neural Anterior
1282-26-6,Neural Posterior,Dare_Neural Posterior
1283-26-6,Endoderm,Dare_Endoderm
1293-26-6,Neural Mid,Dare_Neural Mid
1294-26-6,Neural Posterior,Dare_Neural Posterior
1295-26-6,Neural Posterior,Dare_Neural Posterior
1305-26-6,Epidermal,Dare_Epidermal
1306-26-6,Neural Mid,Dare_Neural Mid
1307-26-6,Neural Posterior,Dare_Neural Posterior
1308-26-6,Neural Anterior,Dare_Neural Anterior
1317-26-6,Neural Anterior,Dare_Neural Anterior
1318-26-6,Neural Anterior,Dare_Neural Anterior
1319-26-6,Neural Anterior,Dare_Neural Anterior
1320-26-6,Neural Posterior,Dare_Neural Posterior
1329-26-6,Neural Posterior,Dare_Neural Posterior
1330-26-6,Neural Posterior,Dare_Neural Posterior
1331-26-6,Neural Posterior,Dare_Neural Posterior
1332-26-6,Neural Mid,Dare_Neural Mid
1341-26-6,Neural Posterior,Dare_Neural Posterior
1342-26-6,Neural Mid,Dare_Neural Mid
1343-26-6,Mesoderm,Dare_Mesoderm
1353-26-6,Mesoderm,Dare_Mesoderm
1354-26-6,Neural Mid,Dare_Neural Mid
1355-26-6,Neural Posterior,Dare_Neural Posterior
1356-26-6,Neural Anterior,Dare_Neural Anterior
1365-26-6,Mesoderm,Dare_Mesoderm
1366-26-6,Mesoderm,Dare_Mesoderm
1367-26-6,Epidermal,Dare_Epidermal
1368-26-6,Neural Posterior,Dare_Neural Posterior
1377-26-6,Neural Anterior,Dare_Neural Anterior
1378-26-6,Neural Posterior,Dare_Neural Posterior
1379-26-6,Mesoderm,Dare_Mesoderm
1389-26-6,Neural Posterior,Dare_Neural Posterior
1390-26-6,Neural Anterior,Dare_Neural Anterior
1391-26-6,Neural Posterior,Dare_Neural Posterior
1401-26-6,Mesoderm,Dare_Mesoderm
1402-26-6,Neural Posterior,Dare_Neural Posterior
1404-26-6,Neural Mid,Dare_Neural Mid
1413-26-6,Neural Posterior,Dare_Neural Posterior
1414-26-6,Neural Anterior,Dare_Neural Anterior
1415-26-6,Neural Anterior,Dare_Neural Anterior
1425-26-6,Epidermal,Dare_Epidermal
1426-26-6,Neural Anterior,Dare_Neural Anterior
1427-26-6,Neural Posterior,Dare_Neural Posterior
1428-26-6,Neural Anterior,Dare_Neural Anterior
1437-26-6,Neural Anterior,Dare_Neural Anterior
1438-26-6,Neural Posterior,Dare_Neural Posterior
1439-26-6,Neural Posterior,Dare_Neural Posterior
1440-26-6,Neural Posterior,Dare_Neural Posterior
1449-26-6,Neural Mid,Dare_Neural Mid
1450-26-6,Neural Posterior,Dare_Neural Posterior
1451-26-6,Mesoderm,Dare_Mesoderm
1452-26-6,Neural Anterior,Dare_Neural Anterior
1461-26-6,Neural Mid,Dare_Neural Mid
1462-26-6,Mesoderm,Dare_Mesoderm
1463-26-6,Neural Posterior,Dare_Neural Posterior
1473-26-6,Neural Posterior,Dare_Neural Posterior
1474-26-6,Neural Posterior,Dare_Neural Posterior
1475-26-6,Epidermal,Dare_Epidermal
1476-26-6,Neural Mid,Dare_Neural Mid
1485-26-6,Neural Anterior,Dare_Neural Anterior
1486-26-6,Neural Posterior,Dare_Neural Posterior
1487-26-6,Neural Posterior,Dare_Neural Posterior
1488-26-6,Neural Posterior,Dare_Neural Posterior
1497-26-6,Neural Crest,Dare_Neural Crest
1498-26-6,Neural Posterior,Dare_Neural Posterior
1499-26-6,Neural Anterior,Dare_Neural Anterior
1500-26-6,Neural Mid,Dare_Neural Mid
1509-26-6,Neural Posterior,Dare_Neural Posterior
1510-26-6,Neural Posterior,Dare_Neural Posterior
1511-26-6,Neural Anterior,Dare_Neural Anterior
1521-26-6,Epidermal,Dare_Epidermal
1522-26-6,Neural Anterior,Dare_Neural Anterior
1523-26-6,Neural Posterior,Dare_Neural Posterior
1524-26-6,Epidermal,Dare_Epidermal
1533-26-6,Neural Anterior,Dare_Neural Anterior
1534-26-6,Neural Crest,Dare_Neural Crest
1535-26-6,Neural Posterior,Dare_Neural Posterior
1545-26-6,Neural Crest,Dare_Neural Crest
1546-26-6,Neural Posterior,Dare_Neural Posterior
1547-26-6,Neural Posterior,Dare_Neural Posterior
1557-26-6,Mesoderm,Dare_Mesoderm
1558-26-6,Neural Posterior,Dare_Neural Posterior
1559-26-6,Neural Anterior,Dare_Neural Anterior
1569-26-6,Neural Posterior,Dare_Neural Posterior
1570-26-6,Neural Crest,Dare_Neural Crest
1571-26-6,Neural Mid,Dare_Neural Mid
1581-26-6,Neural Mid,Dare_Neural Mid
1582-26-6,Neural Anterior,Dare_Neural Anterior
1583-26-6,Neural Posterior,Dare_Neural Posterior
1584-26-6,Neural Posterior,Dare_Neural Posterior
1593-26-6,Neural Mid,Dare_Neural Mid
1594-26-6,Neural Posterior,Dare_Neural Posterior
1595-26-6,Neural Anterior,Dare_Neural Anterior
1605-26-6,Mesoderm,Dare_Mesoderm
1606-26-6,Neural Posterior,Dare_Neural Posterior
1607-26-6,Mesoderm,Dare_Mesoderm
1617-26-6,Neural Anterior,Dare_Neural Anterior
1618-26-6,Neural Posterior,Dare_Neural Posterior
1619-26-6,Neural Posterior,Dare_Neural Posterior
1629-26-6,Neural Mid,Dare_Neural Mid
1630-26-6,Neural Anterior,Dare_Neural Anterior
1631-26-6,Neural Posterior,Dare_Neural Posterior
1632-26-6,Mesoderm,Dare_Mesoderm
1641-26-6,Mesoderm,Dare_Mesoderm
1642-26-6,Neural Posterior,Dare_Neural Posterior
1643-26-6,Neural Posterior,Dare_Neural Posterior
1653-26-6,Neural Anterior,Dare_Neural Anterior
1654-26-6,Neural Mid,Dare_Neural Mid
1655-26-6,Neural Posterior,Dare_Neural Posterior
1656-26-6,Epidermal,Dare_Epidermal
1665-26-6,Neural Anterior,Dare_Neural Anterior
1666-26-6,Neural Anterior,Dare_Neural Anterior
1667-26-6,Neural Posterior,Dare_Neural Posterior
1677-26-6,Neural Posterior,Dare_Neural Posterior
1678-26-6,Mesoderm,Dare_Mesoderm
1679-26-6,Neural Posterior,Dare_Neural Posterior
1680-26-6,Neural Mid,Dare_Neural Mid
1689-26-6,Epidermal,Dare_Epidermal
1690-26-6,Neural Posterior,Dare_Neural Posterior
1691-26-6,Neural Posterior,Dare_Neural Posterior
1701-26-6,Neural Posterior,Dare_Neural Posterior
1702-26-6,Epidermal,Dare_Epidermal
1703-26-6,Neural Posterior,Dare_Neural Posterior
1713-26-6,Neural Mid,Dare_Neural Mid
1714-26-6,Epidermal,Dare_Epidermal
1715-26-6,Neural Anterior,Dare_Neural Anterior
1716-26-6,Neural Mid,Dare_Neural Mid
1725-26-6,Neural Posterior,Dare_Neural Posterior
1726-26-6,Neural Anterior,Dare_Neural Anterior
1727-26-6,Neural Mid,Dare_Neural Mid
1737-26-6,Neural Anterior,Dare_Neural Anterior
1738-26-6,Neural Anterior,Dare_Neural Anterior
1739-26-6,Neural Posterior,Dare_Neural Posterior
1740-26-6,Neural Anterior,Dare_Neural Anterior
1749-26-6,Neural Posterior,Dare_Neural Posterior
1750-26-6,Neural Anterior,Dare_Neural Anterior
1751-26-6,Neural Posterior,Dare_Neural Posterior
1761-26-6,Epidermal,Dare_Epidermal
1762-26-6,Neural Posterior,Dare_Neural Posterior
1763-26-6,Neural Posterior,Dare_Neural Posterior
1764-26-6,Neural Posterior,Dare_Neural Posterior
1773-26-6,Neural Anterior,Dare_Neural Anterior
1774-26-6,Neural Mid,Dare_Neural Mid
1775-26-6,Epidermal,Dare_Epidermal
1776-26-6,Neural Crest,Dare_Neural Crest
1786-26-6,Neural Posterior,Dare_Neural Posterior
1787-26-6,Neural Anterior,Dare_Neural Anterior
1788-26-6,Neural Posterior,Dare_Neural Posterior
1797-26-6,Neural Anterior,Dare_Neural Anterior
1798-26-6,Neural Mid,Dare_Neural Mid
1799-26-6,Neural Posterior,Dare_Neural Posterior
1800-26-6,Neural Mid,Dare_Neural Mid
1809-26-6,Mesoderm,Dare_Mesoderm
1810-26-6,Neural Mid,Dare_Neural Mid
1811-26-6,Neural Anterior,Dare_Neural Anterior
1821-26-6,Epidermal,Dare_Epidermal
1822-26-6,Epidermal,Dare_Epidermal
1823-26-6,Neural Anterior,Dare_Neural Anterior
1833-26-6,Mesoderm,Dare_Mesoderm
1834-26-6,Mesoderm,Dare_Mesoderm
1835-26-6,Mesoderm,Dare_Mesoderm
1836-26-6,Neural Mid,Dare_Neural Mid
1845-26-6,Neural Posterior,Dare_Neural Posterior
1846-26-6,Neural Posterior,Dare_Neural Posterior
1847-26-6,Mesoderm,Dare_Mesoderm
1857-26-6,Neural Anterior,Dare_Neural Anterior
1858-26-6,Mesoderm,Dare_Mesoderm
1859-26-6,Neural Mid,Dare_Neural Mid
1860-26-6,Mesoderm,Dare_Mesoderm
1869-26-6,Neural Posterior,Dare_Neural Posterior
1870-26-6,Neural Anterior,Dare_Neural Anterior
