"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.91589215013212e-07,0.88561299661775,0.024,0.015,0.0107755999995486,"Auco_NE, Neural cell","OG0001237"
1.01278636494157e-06,0.530877655918542,0.067,0.05,0.0110059494278201,"Auco_NE, Neural cell","OG0006565"
1.01468034829678e-06,0.582660183808823,0.039,0.026,0.0110265313449411,"Auco_NE, Neural cell","OG0002233"
1.02248172714743e-06,0.276121360048461,0.266,0.237,0.0111113089289111,"Auco_NE, Neural cell","OG0003672"
1.03391817155792e-06,0.352304915218639,0.234,0.206,0.01123558877032,"Auco_NE, Neural cell","OG0004987"
1.06499495286148e-06,0.942761411073929,0.022,0.013,0.0115733001527457,"Auco_NE, Neural cell","OG0013579"
1.09087241169138e-06,1.97163313177268,0.005,0.001,0.0118545104978502,"Auco_NE, Neural cell","XLOC-022877#XLOC-022877"
1.1038508291792e-06,1.8304843255468,0.005,0.002,0.0119955469606904,"Auco_NE, Neural cell","OG0013975"
1.12210314672315e-06,0.981108538502075,0.018,0.01,0.0121938948954405,"Auco_NE, Neural cell","OG0004959"
1.1507986755371e-06,1.27833104741664,0.009,0.004,0.0125057292070617,"Auco_NE, Neural cell","XLOC-023635#XLOC-023635"
1.15950105019874e-06,0.557297865915434,0.038,0.025,0.0126002979125097,"Auco_NE, Neural cell","OG0013756"
1.19863637908386e-06,5.39385021736464,0.001,0,0.0130255815315043,"Auco_NE, Neural cell","gene-evm.model.ptg000010l.338-1"
1.21995059026311e-06,6.30712680283333,0.001,0,0.0132572030643892,"Auco_NE, Neural cell","gene-evm.model.ptg000010l.575"
1.22153653460345e-06,0.669607868634662,0.023,0.014,0.0132744375215357,"Auco_NE, Neural cell","XLOC-010033#XLOC-010033"
1.22339279346804e-06,0.466826899322401,0.081,0.062,0.0132946094866172,"Auco_NE, Neural cell","OG0001874"
1.22990333229047e-06,0.414903828151073,0.133,0.11,0.0133653595120006,"Auco_NE, Neural cell","OG0001075"
1.23941144603561e-06,1.1313465848428,0.013,0.006,0.013468684184069,"Auco_NE, Neural cell","OG0005594"
1.23943803557876e-06,0.488867747068901,0.065,0.048,0.0134689731326344,"Auco_NE, Neural cell","OG0002375"
1.26292006683666e-06,0.655916745029827,0.054,0.039,0.0137241523663139,"Auco_NE, Neural cell","OG0002075"
1.26368725802984e-06,0.311657683098051,0.106,0.085,0.0137324894330103,"Auco_NE, Neural cell","OG0000254"
1.32272522668102e-06,0.392591134519784,0.15,0.126,0.0143740550383426,"Auco_NE, Neural cell","OG0003185"
1.34170649611887e-06,0.366375269937598,0.125,0.103,0.0145803244933238,"Auco_NE, Neural cell","OG0002599"
1.44880896502459e-06,1.30099857964233,0.013,0.006,0.0157442070229223,"Auco_NE, Neural cell","OG0005152"
1.45241548508268e-06,0.902426164862867,0.024,0.015,0.0157833990763934,"Auco_NE, Neural cell","OG0002645"
1.45607334707205e-06,0.457305511518984,0.093,0.073,0.015823149062632,"Auco_NE, Neural cell","OG0003234"
1.48457656504423e-06,0.624586815203741,0.029,0.018,0.0161328935323357,"Auco_NE, Neural cell","OG0007200"
1.55500424354445e-06,0.63975612940592,0.047,0.034,0.0168982311145976,"Auco_NE, Neural cell","OG0004759"
1.57658160464616e-06,0.619516746129731,0.113,0.092,0.0171327122976898,"Auco_NE, Neural cell","OG0000130"
1.59169761476939e-06,0.625861088096421,0.038,0.025,0.017296977979699,"Auco_NE, Neural cell","OG0004857"
1.5991940456622e-06,0.323197275000467,0.179,0.153,0.0173784416942111,"Auco_NE, Neural cell","OG0004477"
1.62391254768417e-06,0.382470112021192,0.105,0.084,0.0176470576556839,"Auco_NE, Neural cell","OG0011488"
1.64188502888828e-06,1.57739140452879,0.006,0.002,0.017842364608929,"Auco_NE, Neural cell","XLOC-006483#XLOC-006483"
1.66008120865823e-06,0.549660362799237,0.06,0.044,0.0180401024944889,"Auco_NE, Neural cell","OG0004950"
1.68607644068919e-06,0.660758493450713,0.028,0.018,0.0183225926809694,"Auco_NE, Neural cell","XLOC-003704#XLOC-003704"
1.71551646307159e-06,4.84834518145108,0.001,0,0.018642517404199,"Auco_NE, Neural cell","gene-evm.model.ptg000001l.379"
1.75057739371149e-06,1.24313502262247,0.012,0.006,0.0190235245374628,"Auco_NE, Neural cell","OG0001003"
