,"Auco_EM, Epidermal/Muscle cell","Auco_EM, Epidermal/Muscle cell",TrH1_lipophil,TrH1_lipophil,Clhe_Nematocyte,Clhe_Nematocyte,"Auco_HA, Hair cell","Auco_HA, Hair cell","Auco_CN, Cnidocytes/Nematocyte cell","Auco_CN, Cnidocytes/Nematocyte cell","Auco_GL, Gland cell","Auco_GL, Gland cell",Clhe_Gland Cell,Clhe_Gland Cell,Clhe_Epidermal/Muscle,Clhe_Epidermal/Muscle,Clhe_Gastroderm,Clhe_Gastroderm,"Auco_GA, Gastrodermal cell","Auco_GA, Gastrodermal cell",TrH1_gland,TrH1_gland,Clhe_Neural,Clhe_Neural,"Auco_NE, Neural cell","Auco_NE, Neural cell",TrH1_epithelia,TrH1_epithelia,TrH1_fibre,TrH1_fibre,Clhe_Stem Cell/Germ Cell,Clhe_Stem Cell/Germ Cell,TrH1_trans,TrH1_trans,"Auco_SG, Stem/Germline cell","Auco_SG, Stem/Germline cell",TrH1_peptidergic,TrH1_peptidergic,Clhe_Bioluminescent Cells,Clhe_Bioluminescent Cells,TrH1_epithelia_gland_like,TrH1_epithelia_gland_like,TrH1_meiotic,TrH1_meiotic
,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score,Cluster,Alignment score
9,Clhe_Gland Cell,0.07861355883493279,"Auco_GA, Gastrodermal cell",0.0029534541332374683,"Auco_SG, Stem/Germline cell",0.018537436953311427,Clhe_Gastroderm,0.011782955835311887,Clhe_Epidermal/Muscle,0.020445755314204703,Clhe_Epidermal/Muscle,0.011343484736077426,"Auco_SG, Stem/Germline cell",0.018663114557899575,"Auco_CN, Cnidocytes/Nematocyte cell",0.020445755314204703,TrH1_peptidergic,0.03514633724923157,TrH1_fibre,0.02136221382409591,Clhe_Epidermal/Muscle,0.02575989937685098,"Auco_GL, Gland cell",0.050695732434436425,Clhe_Nematocyte,0.028055084248241262,Clhe_Gastroderm,0.13465360238350055,"Auco_HA, Hair cell",0.01300228682337121,"Auco_GA, Gastrodermal cell",0.06275972048711845,Clhe_Neural,0.06309590865215306,TrH1_trans,0.03647789615722891,Clhe_Gastroderm,0.03514633724923157,TrH1_peptidergic,0.00637376597586813,"Auco_CN, Cnidocytes/Nematocyte cell",0.02171936275787175,Clhe_Epidermal/Muscle,0.006175728925178709
10,TrH1_peptidergic,0.07010151294890773,Clhe_Nematocyte,0.0028732017954516413,"Auco_EM, Epidermal/Muscle cell",0.01403276857923937,TrH1_meiotic,0.011373763609359443,Clhe_Neural,0.01538699841555762,TrH1_meiotic,0.011169580854763862,TrH1_fibre,0.009053398253535747,"Auco_GA, Gastrodermal cell",0.01895282527145384,"Auco_NE, Neural cell",0.03290901834177194,Clhe_Epidermal/Muscle,0.01895282527145384,"Auco_NE, Neural cell",0.023712702093785697,TrH1_gland,0.02960168126952297,Clhe_Gland Cell,0.027147381964803863,"Auco_NE, Neural cell",0.11240263744102588,Clhe_Epidermal/Muscle,0.00946101794637314,TrH1_gland,0.044772119708846696,"Auco_NE, Neural cell",0.0558948438264096,TrH1_fibre,0.027534077009712672,"Auco_GA, Gastrodermal cell",0.0327227997487584,TrH1_gland,0.006159173504793869,Clhe_Nematocyte,0.021212840425983596,Clhe_Gland Cell,0.005010089437110005
11,Clhe_Neural,0.056455018060489894,Clhe_Neural,0.0019198295493000935,TrH1_gland,0.01292605981837656,Clhe_Neural,0.009946300921348485,Clhe_Gland Cell,0.007131132860270591,TrH1_fibre,0.0053538321924087775,"Auco_CN, Cnidocytes/Nematocyte cell",0.007131132860270591,"Auco_HA, Hair cell",0.017344536632731593,"Auco_GL, Gland cell",0.0278968983942051,Clhe_Neural,0.013431775290772238,"Auco_HA, Hair cell",0.01341004253120369,"Auco_CN, Cnidocytes/Nematocyte cell",0.01538699841555762,TrH1_gland,0.023712702093785697,Clhe_Gland Cell,0.09691960723346657,Clhe_Bioluminescent Cells,0.009206478866941837,"Auco_GL, Gland cell",0.038246872289771305,"Auco_CN, Cnidocytes/Nematocyte cell",0.03655153104461463,Clhe_Gland Cell,0.018663114557899575,Clhe_Epidermal/Muscle,0.0215689416863641,"Auco_GL, Gland cell",0.003828421941858305,"Auco_HA, Hair cell",0.015466089398627281,Clhe_Stem Cell/Germ Cell,0.004252031027389025
12,TrH1_gland,0.04771781024885285,"Auco_CN, Cnidocytes/Nematocyte cell",0.0007832164124882733,"Auco_GA, Gastrodermal cell",0.010762691657594418,Clhe_Gland Cell,0.005207908096333509,Clhe_Gastroderm,0.005228885342946531,Clhe_Nematocyte,0.004739448572801337,"Auco_HA, Hair cell",0.005207908096333509,"Auco_GL, Gland cell",0.011343484736077426,TrH1_meiotic,0.014136661729005554,Clhe_Nematocyte,0.010762691657594418,Clhe_Nematocyte,0.01292605981837656,"Auco_GA, Gastrodermal cell",0.013431775290772238,TrH1_lipophil,0.020344116612192036,"Auco_CN, Cnidocytes/Nematocyte cell",0.06333399446520116,Clhe_Gland Cell,0.009053398253535747,"Auco_HA, Hair cell",0.026948516446507937,"Auco_SG, Stem/Germline cell",0.03647789615722891,Clhe_Nematocyte,0.018537436953311427,"Auco_HA, Hair cell",0.013881808199322571,TrH1_epithelia_gland_like,0.0032328027993261074,"Auco_NE, Neural cell",0.013209294456123349,"Auco_CN, Cnidocytes/Nematocyte cell",0.0004072603417253456
13,TrH1_meiotic,0.03403598645034605,Clhe_Gland Cell,0.0,"Auco_GL, Gland cell",0.004739448572801337,TrH1_lipophil,0.003298289993580681,TrH1_lipophil,0.0007832164124882733,Clhe_Bioluminescent Cells,0.003828421941858305,TrH1_meiotic,0.005010089437110005,TrH1_fibre,0.00946101794637314,"Auco_HA, Hair cell",0.011782955835311887,TrH1_meiotic,0.006935913204140094,Clhe_Bioluminescent Cells,0.006159173504793869,"Auco_HA, Hair cell",0.009946300921348485,TrH1_epithelia_gland_like,0.013209294456123349,Clhe_Bioluminescent Cells,0.04890831566180022,"Auco_GL, Gland cell",0.0053538321924087775,TrH1_lipophil,0.005147054067263116,Clhe_Bioluminescent Cells,0.010596139015865858,Clhe_Bioluminescent Cells,0.01197474723954899,Clhe_Bioluminescent Cells,0.00637376597586813,"Auco_HA, Hair cell",0.0011934322315866421,Clhe_Bioluminescent Cells,0.0032328027993261074,TrH1_gland,0.0
14,Clhe_Nematocyte,0.01403276857923937,TrH1_epithelia,0.0,TrH1_lipophil,0.0028732017954516413,Clhe_Bioluminescent Cells,0.0011934322315866421,TrH1_meiotic,0.0004072603417253456,TrH1_lipophil,0.0035779956262667586,Clhe_Epidermal/Muscle,0.0,TrH1_meiotic,0.006175728925178709,"Auco_CN, Cnidocytes/Nematocyte cell",0.005228885342946531,TrH1_lipophil,0.0029534541332374683,TrH1_epithelia,0.0,TrH1_lipophil,0.0019198295493000935,Clhe_Bioluminescent Cells,0.009579440050847602,TrH1_epithelia,0.0,TrH1_epithelia,0.0,TrH1_meiotic,0.004252031027389025,TrH1_epithelia,0.0,TrH1_lipophil,0.006805922076544882,TrH1_epithelia,0.0,Clhe_Epidermal/Muscle,0.0,TrH1_epithelia,0.0,TrH1_peptidergic,0.0
15,"Auco_GA, Gastrodermal cell",0.0,TrH1_epithelia_gland_like,0.0,Clhe_Stem Cell/Germ Cell,0.0,"Auco_SG, Stem/Germline cell",0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,"Auco_SG, Stem/Germline cell",0.0,Clhe_Stem Cell/Germ Cell,0.0,Clhe_Epidermal/Muscle,0.0,Clhe_Epidermal/Muscle,0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,TrH1_epithelia_gland_like,0.0,Clhe_Epidermal/Muscle,0.0,"Auco_SG, Stem/Germline cell",0.0,TrH1_epithelia_gland_like,0.0,TrH1_epithelia_gland_like,0.0,Clhe_Epidermal/Muscle,0.0,TrH1_epithelia_gland_like,0.0,"Auco_SG, Stem/Germline cell",0.0,TrH1_epithelia_gland_like,0.0,Clhe_Stem Cell/Germ Cell,0.0,TrH1_epithelia_gland_like,0.0,TrH1_meiotic,0.0
16,"Auco_GL, Gland cell",0.0,TrH1_fibre,0.0,Clhe_Neural,0.0,"Auco_NE, Neural cell",0.0,"Auco_EM, Epidermal/Muscle cell",0.0,"Auco_NE, Neural cell",0.0,Clhe_Neural,0.0,Clhe_Stem Cell/Germ Cell,0.0,Clhe_Stem Cell/Germ Cell,0.0,"Auco_EM, Epidermal/Muscle cell",0.0,TrH1_fibre,0.0,Clhe_Stem Cell/Germ Cell,0.0,"Auco_NE, Neural cell",0.0,TrH1_fibre,0.0,TrH1_fibre,0.0,Clhe_Stem Cell/Germ Cell,0.0,TrH1_fibre,0.0,"Auco_NE, Neural cell",0.0,TrH1_fibre,0.0,Clhe_Neural,0.0,TrH1_fibre,0.0,TrH1_lipophil,0.0
17,"Auco_EM, Epidermal/Muscle cell",0.0,TrH1_gland,0.0,Clhe_Epidermal/Muscle,0.0,"Auco_GL, Gland cell",0.0,"Auco_GA, Gastrodermal cell",0.0,"Auco_GL, Gland cell",0.0,Clhe_Nematocyte,0.0,Clhe_Neural,0.0,Clhe_Neural,0.0,"Auco_GA, Gastrodermal cell",0.0,TrH1_gland,0.0,Clhe_Neural,0.0,"Auco_GL, Gland cell",0.0,TrH1_gland,0.0,TrH1_gland,0.0,Clhe_Neural,0.0,TrH1_gland,0.0,"Auco_GL, Gland cell",0.0,TrH1_gland,0.0,Clhe_Nematocyte,0.0,TrH1_gland,0.0,Clhe_Bioluminescent Cells,0.0
18,"Auco_NE, Neural cell",0.0,TrH1_lipophil,0.0,Clhe_Nematocyte,0.0,"Auco_GA, Gastrodermal cell",0.0,"Auco_GL, Gland cell",0.0,"Auco_GA, Gastrodermal cell",0.0,Clhe_Gland Cell,0.0,Clhe_Nematocyte,0.0,Clhe_Nematocyte,0.0,"Auco_GL, Gland cell",0.0,TrH1_lipophil,0.0,Clhe_Nematocyte,0.0,"Auco_GA, Gastrodermal cell",0.0,TrH1_lipophil,0.0,TrH1_lipophil,0.0,Clhe_Nematocyte,0.0,TrH1_lipophil,0.0,"Auco_GA, Gastrodermal cell",0.0,TrH1_lipophil,0.0,Clhe_Gland Cell,0.0,TrH1_lipophil,0.0,TrH1_fibre,0.0
19,"Auco_SG, Stem/Germline cell",0.0,TrH1_meiotic,0.0,Clhe_Gland Cell,0.0,"Auco_EM, Epidermal/Muscle cell",0.0,"Auco_NE, Neural cell",0.0,"Auco_EM, Epidermal/Muscle cell",0.0,TrH1_lipophil,0.0,Clhe_Gland Cell,0.0,Clhe_Gland Cell,0.0,"Auco_NE, Neural cell",0.0,TrH1_meiotic,0.0,Clhe_Gland Cell,0.0,"Auco_EM, Epidermal/Muscle cell",0.0,TrH1_meiotic,0.0,TrH1_meiotic,0.0,Clhe_Gland Cell,0.0,TrH1_meiotic,0.0,"Auco_EM, Epidermal/Muscle cell",0.0,TrH1_meiotic,0.0,TrH1_meiotic,0.0,TrH1_meiotic,0.0,TrH1_epithelia_gland_like,0.0
20,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,TrH1_peptidergic,0.0,Clhe_Gastroderm,0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,"Auco_SG, Stem/Germline cell",0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,Clhe_Gastroderm,0.0,Clhe_Gastroderm,0.0,Clhe_Gastroderm,0.0,"Auco_SG, Stem/Germline cell",0.0,TrH1_peptidergic,0.0,Clhe_Gastroderm,0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,TrH1_peptidergic,0.0,TrH1_peptidergic,0.0,Clhe_Gastroderm,0.0,TrH1_peptidergic,0.0,"Auco_CN, Cnidocytes/Nematocyte cell",0.0,TrH1_peptidergic,0.0,Clhe_Gastroderm,0.0,TrH1_peptidergic,0.0,TrH1_epithelia,0.0
21,"Auco_HA, Hair cell",0.0,TrH1_trans,0.0,Clhe_Bioluminescent Cells,0.0,"Auco_HA, Hair cell",0.0,"Auco_HA, Hair cell",0.0,"Auco_HA, Hair cell",0.0,Clhe_Bioluminescent Cells,0.0,Clhe_Bioluminescent Cells,0.0,Clhe_Bioluminescent Cells,0.0,"Auco_HA, Hair cell",0.0,TrH1_trans,0.0,Clhe_Bioluminescent Cells,0.0,"Auco_HA, Hair cell",0.0,TrH1_trans,0.0,TrH1_trans,0.0,Clhe_Bioluminescent Cells,0.0,TrH1_trans,0.0,"Auco_HA, Hair cell",0.0,TrH1_trans,0.0,Clhe_Bioluminescent Cells,0.0,TrH1_trans,0.0,TrH1_trans,0.0
