"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0005840","GO:0005840","ribosome",30,-0.633317144244779,-2.33031858988696,1.21678349806802e-05,0.00582076222367455,0.00575956682614674,786,"tags=100%, list=38%, signal=63%","XLOC-002295#RL7A-TAKRU#O57592/XLOC-020338#RS27A-DROME#P15357/XLOC-004829#RS9-BOVIN#A6QLG5/XLOC-004203#RL3-DROME#O16797/XLOC-013216#RS13-BOVIN#Q56JX8/XLOC-000969#RL9-ICTPU#Q90YW0/XLOC-012280#RL15-CYPCA#Q7T3N7/XLOC-005628#RL13A-BOVIN#Q3SZ90/XLOC-013910#RL27-HIPCM#P61359/XLOC-018222#RL10A-BOVIN#Q5E9E6/XLOC-001860#RS3A-NEMVE#A7S3J7/XLOC-025079#RS17-ICTPU#Q90YQ6/gene-evm.model.ptg000023l.32#RL10-DROME#O61231/XLOC-009365#RL34-HUMAN#P49207/XLOC-009946#RS10-LUMRU#O77302/XLOC-009134#RLA1-RAT#P19944/XLOC-025719#RS6-HUMAN#P62753/XLOC-023749#RL13-DANRE#Q90Z10/XLOC-025656#RL36-HUMAN#Q9Y3U8/XLOC-001831#RL21A-YEAST#Q02753/XLOC-007982#RL4-BOVIN#Q58DW0/XLOC-010434#RL27A-DICDI#P48160/gene-evm.model.ptg000009l.1138#RS4-CHICK#P47836/XLOC-025535#RL17-PODCA#P37380/XLOC-009482#RLA0-CAEEL#Q93572/XLOC-026645#RL26-BOVIN#P61257/XLOC-024478#RL6-CHILA#Q6QMZ4/gene-evm.model.ptg000021l.199#GCN1-HUMAN#Q92616/XLOC-020604#RT10-DANRE#Q5SPH9"
"GO:0003735","GO:0003735","structural constituent of ribosome",29,-0.633009708737864,-2.30958797753554,1.43989170653669e-05,0.00582076222367455,0.00575956682614674,786,"tags=100%, list=38%, signal=63%","XLOC-002295#RL7A-TAKRU#O57592/XLOC-020338#RS27A-DROME#P15357/XLOC-004829#RS9-BOVIN#A6QLG5/XLOC-004203#RL3-DROME#O16797/XLOC-013216#RS13-BOVIN#Q56JX8/XLOC-000969#RL9-ICTPU#Q90YW0/XLOC-012280#RL15-CYPCA#Q7T3N7/XLOC-005628#RL13A-BOVIN#Q3SZ90/XLOC-013910#RL27-HIPCM#P61359/XLOC-018222#RL10A-BOVIN#Q5E9E6/XLOC-001860#RS3A-NEMVE#A7S3J7/XLOC-025079#RS17-ICTPU#Q90YQ6/gene-evm.model.ptg000023l.32#RL10-DROME#O61231/XLOC-009365#RL34-HUMAN#P49207/XLOC-009946#RS10-LUMRU#O77302/XLOC-009134#RLA1-RAT#P19944/XLOC-025719#RS6-HUMAN#P62753/XLOC-023749#RL13-DANRE#Q90Z10/XLOC-025656#RL36-HUMAN#Q9Y3U8/XLOC-001831#RL21A-YEAST#Q02753/XLOC-007982#RL4-BOVIN#Q58DW0/XLOC-010434#RL27A-DICDI#P48160/gene-evm.model.ptg000009l.1138#RS4-CHICK#P47836/XLOC-025535#RL17-PODCA#P37380/XLOC-009482#RLA0-CAEEL#Q93572/XLOC-026645#RL26-BOVIN#P61257/XLOC-024478#RL6-CHILA#Q6QMZ4/XLOC-020604#RT10-DANRE#Q5SPH9"
"GO:0022626","GO:0022626","cytosolic ribosome",29,-0.633009708737864,-2.30958797753554,1.43989170653669e-05,0.00582076222367455,0.00575956682614674,786,"tags=100%, list=38%, signal=63%","XLOC-002295#RL7A-TAKRU#O57592/XLOC-020338#RS27A-DROME#P15357/XLOC-004829#RS9-BOVIN#A6QLG5/XLOC-004203#RL3-DROME#O16797/XLOC-013216#RS13-BOVIN#Q56JX8/XLOC-000969#RL9-ICTPU#Q90YW0/XLOC-012280#RL15-CYPCA#Q7T3N7/XLOC-005628#RL13A-BOVIN#Q3SZ90/XLOC-013910#RL27-HIPCM#P61359/XLOC-018222#RL10A-BOVIN#Q5E9E6/XLOC-001860#RS3A-NEMVE#A7S3J7/XLOC-025079#RS17-ICTPU#Q90YQ6/gene-evm.model.ptg000023l.32#RL10-DROME#O61231/XLOC-009365#RL34-HUMAN#P49207/XLOC-009946#RS10-LUMRU#O77302/XLOC-009134#RLA1-RAT#P19944/XLOC-025719#RS6-HUMAN#P62753/XLOC-023749#RL13-DANRE#Q90Z10/XLOC-025656#RL36-HUMAN#Q9Y3U8/XLOC-001831#RL21A-YEAST#Q02753/XLOC-007982#RL4-BOVIN#Q58DW0/XLOC-010434#RL27A-DICDI#P48160/gene-evm.model.ptg000009l.1138#RS4-CHICK#P47836/XLOC-025535#RL17-PODCA#P37380/XLOC-009482#RLA0-CAEEL#Q93572/XLOC-026645#RL26-BOVIN#P61257/XLOC-024478#RL6-CHILA#Q6QMZ4/gene-evm.model.ptg000021l.199#GCN1-HUMAN#Q92616"
"GO:0044391","GO:0044391","ribosomal subunit",29,-0.633009708737864,-2.30958797753554,1.43989170653669e-05,0.00582076222367455,0.00575956682614674,786,"tags=100%, list=38%, signal=63%","XLOC-002295#RL7A-TAKRU#O57592/XLOC-020338#RS27A-DROME#P15357/XLOC-004829#RS9-BOVIN#A6QLG5/XLOC-004203#RL3-DROME#O16797/XLOC-013216#RS13-BOVIN#Q56JX8/XLOC-000969#RL9-ICTPU#Q90YW0/XLOC-012280#RL15-CYPCA#Q7T3N7/XLOC-005628#RL13A-BOVIN#Q3SZ90/XLOC-013910#RL27-HIPCM#P61359/XLOC-018222#RL10A-BOVIN#Q5E9E6/XLOC-001860#RS3A-NEMVE#A7S3J7/XLOC-025079#RS17-ICTPU#Q90YQ6/gene-evm.model.ptg000023l.32#RL10-DROME#O61231/XLOC-009365#RL34-HUMAN#P49207/XLOC-009946#RS10-LUMRU#O77302/XLOC-009134#RLA1-RAT#P19944/XLOC-025719#RS6-HUMAN#P62753/XLOC-023749#RL13-DANRE#Q90Z10/XLOC-025656#RL36-HUMAN#Q9Y3U8/XLOC-001831#RL21A-YEAST#Q02753/XLOC-007982#RL4-BOVIN#Q58DW0/XLOC-010434#RL27A-DICDI#P48160/gene-evm.model.ptg000009l.1138#RS4-CHICK#P47836/XLOC-025535#RL17-PODCA#P37380/XLOC-009482#RLA0-CAEEL#Q93572/XLOC-026645#RL26-BOVIN#P61257/XLOC-024478#RL6-CHILA#Q6QMZ4/XLOC-020604#RT10-DANRE#Q5SPH9"
"GO:0002181","GO:0002181","cytoplasmic translation",27,-0.632395732298739,-2.23518041201645,3.79107569433688e-05,0.0120323761103956,0.0119058761760253,786,"tags=100%, list=38%, signal=63%","XLOC-002295#RL7A-TAKRU#O57592/XLOC-020338#RS27A-DROME#P15357/XLOC-004829#RS9-BOVIN#A6QLG5/XLOC-004203#RL3-DROME#O16797/XLOC-013216#RS13-BOVIN#Q56JX8/XLOC-000969#RL9-ICTPU#Q90YW0/XLOC-012280#RL15-CYPCA#Q7T3N7/XLOC-005628#RL13A-BOVIN#Q3SZ90/XLOC-013910#RL27-HIPCM#P61359/XLOC-018222#RL10A-BOVIN#Q5E9E6/XLOC-001860#RS3A-NEMVE#A7S3J7/XLOC-025079#RS17-ICTPU#Q90YQ6/gene-evm.model.ptg000023l.32#RL10-DROME#O61231/XLOC-009365#RL34-HUMAN#P49207/XLOC-009134#RLA1-RAT#P19944/XLOC-025719#RS6-HUMAN#P62753/XLOC-023749#RL13-DANRE#Q90Z10/XLOC-025656#RL36-HUMAN#Q9Y3U8/XLOC-001831#RL21A-YEAST#Q02753/XLOC-007982#RL4-BOVIN#Q58DW0/XLOC-010434#RL27A-DICDI#P48160/gene-evm.model.ptg000009l.1138#RS4-CHICK#P47836/XLOC-025535#RL17-PODCA#P37380/XLOC-009482#RLA0-CAEEL#Q93572/XLOC-026645#RL26-BOVIN#P61257/XLOC-024478#RL6-CHILA#Q6QMZ4"
"GO:0006082","GO:0006082","organic acid metabolic process",76,-0.440206157939072,-1.91454814424613,5.20882082701106e-05,0.0120323761103956,0.0119058761760253,708,"tags=71%, list=34%, signal=49%","gene-evm.model.ptg000005l.845#G3P-PELSI#Q5R2J2/XLOC-025357#SYNC-MOUSE#Q8BP47/XLOC-023772#MDHM-FELCA#K0J107/gene-evm.model.ptg000010l.88#SYDC-PONAB#Q5R9I5/XLOC-025127#IDHP-PIG#P33198/XLOC-026208#DHPR-RAT#P11348/XLOC-002319#HCDH-RAT#Q9WVK7/XLOC-024321#ACOX2-ARATH#O65201/XLOC-011941#METK2-HUMAN#P31153/XLOC-021390#ACADV-HUMAN#P49748/XLOC-022968#SAHHB-XENLA#O93477/XLOC-025296#ETFA-BOVIN#Q2KJE4/XLOC-023039#AATM-MOUSE#P05202/gene-evm.model.ptg000035l.291#PCKGC-RAT#P07379/XLOC-012369#AT2L1-HUMAN#Q8TBG4/XLOC-018048#DHE3-MOUSE#P26443/XLOC-019746#DDAH1-BOVIN#P56965/gene-evm.model.ptg000008l.163#ACADS-PONAB#Q5RAS0/XLOC-013226#HIBCH-DANRE#Q58EB4/XLOC-002762#KAT3-DANRE#Q7T3E5/XLOC-000537#MAPK2-RABIT#P49139/gene-evm.model.ptg000001l.248-1#THIM-BOVIN#Q3T0R7/XLOC-007138#MMSA-BOVIN#Q07536/XLOC-024265#HPPD-DANRE#Q6TGZ5/XLOC-016705#PH4H-BOVIN#Q2KIH7/gene-evm.model.ptg000027l.117#HXK4-MOUSE#P52792/XLOC-025916#ALDH2-PIG#Q2XQV4/XLOC-013805#P23A-BRANA#Q9FR62/gene-evm.model.ptg000010l.1475-1#CISY1-AEDAE#Q17GM7/XLOC-000414#NNTM-HUMAN#Q13423/XLOC-026529#XDH-CHICK#P47990/XLOC-021711#SUCB1-MACFA#Q4R517/gene-evm.model.ptg000003l.814#DLDH-BOVIN#F1N206/XLOC-026042#BHMT1-DANRE#Q32LQ4/XLOC-005691#ODPA-HUMAN#P08559/XLOC-006077#MAOX-MOUSE#P06801/XLOC-013562#SERA-MOUSE#Q61753/XLOC-020378#PHS-CAEEL#Q9TZH6/gene-evm.model.ptg000013l.902-1#AGT2-MOUSE#Q3UEG6/XLOC-025149#SYFM-HUMAN#O95363/XLOC-014442#HUTH-HUMAN#P42357/XLOC-001944#ECHD1-XENTR#Q28C91/XLOC-009823#GSH1-HUMAN#P48506/XLOC-023690#ATTY-MOUSE#Q8QZR1/gene-evm.model.ptg000001l.876-1#KBL-MOUSE#O88986/XLOC-004937#FOLH1-RAT#P70627/XLOC-002315#NALD2-HUMAN#Q9Y3Q0/gene-evm.model.ptg000055l.279#NAGA-DANRE#Q6P0U0/XLOC-026549#GGH-MOUSE#Q9Z0L8/XLOC-005461#GGH-MOUSE#Q9Z0L8/XLOC-009730#LOX5-RAT#P12527/XLOC-005462#GGH-MOUSE#Q9Z0L8/XLOC-010991#HYAL5-MOUSE#Q812F3/XLOC-009355#B3GA3-HUMAN#O94766"
"GO:0043436","GO:0043436","oxoacid metabolic process",76,-0.440206157939072,-1.91454814424613,5.20882082701106e-05,0.0120323761103956,0.0119058761760253,708,"tags=71%, list=34%, signal=49%","gene-evm.model.ptg000005l.845#G3P-PELSI#Q5R2J2/XLOC-025357#SYNC-MOUSE#Q8BP47/XLOC-023772#MDHM-FELCA#K0J107/gene-evm.model.ptg000010l.88#SYDC-PONAB#Q5R9I5/XLOC-025127#IDHP-PIG#P33198/XLOC-026208#DHPR-RAT#P11348/XLOC-002319#HCDH-RAT#Q9WVK7/XLOC-024321#ACOX2-ARATH#O65201/XLOC-011941#METK2-HUMAN#P31153/XLOC-021390#ACADV-HUMAN#P49748/XLOC-022968#SAHHB-XENLA#O93477/XLOC-025296#ETFA-BOVIN#Q2KJE4/XLOC-023039#AATM-MOUSE#P05202/gene-evm.model.ptg000035l.291#PCKGC-RAT#P07379/XLOC-012369#AT2L1-HUMAN#Q8TBG4/XLOC-018048#DHE3-MOUSE#P26443/XLOC-019746#DDAH1-BOVIN#P56965/gene-evm.model.ptg000008l.163#ACADS-PONAB#Q5RAS0/XLOC-013226#HIBCH-DANRE#Q58EB4/XLOC-002762#KAT3-DANRE#Q7T3E5/XLOC-000537#MAPK2-RABIT#P49139/gene-evm.model.ptg000001l.248-1#THIM-BOVIN#Q3T0R7/XLOC-007138#MMSA-BOVIN#Q07536/XLOC-024265#HPPD-DANRE#Q6TGZ5/XLOC-016705#PH4H-BOVIN#Q2KIH7/gene-evm.model.ptg000027l.117#HXK4-MOUSE#P52792/XLOC-025916#ALDH2-PIG#Q2XQV4/XLOC-013805#P23A-BRANA#Q9FR62/gene-evm.model.ptg000010l.1475-1#CISY1-AEDAE#Q17GM7/XLOC-000414#NNTM-HUMAN#Q13423/XLOC-026529#XDH-CHICK#P47990/XLOC-021711#SUCB1-MACFA#Q4R517/gene-evm.model.ptg000003l.814#DLDH-BOVIN#F1N206/XLOC-026042#BHMT1-DANRE#Q32LQ4/XLOC-005691#ODPA-HUMAN#P08559/XLOC-006077#MAOX-MOUSE#P06801/XLOC-013562#SERA-MOUSE#Q61753/XLOC-020378#PHS-CAEEL#Q9TZH6/gene-evm.model.ptg000013l.902-1#AGT2-MOUSE#Q3UEG6/XLOC-025149#SYFM-HUMAN#O95363/XLOC-014442#HUTH-HUMAN#P42357/XLOC-001944#ECHD1-XENTR#Q28C91/XLOC-009823#GSH1-HUMAN#P48506/XLOC-023690#ATTY-MOUSE#Q8QZR1/gene-evm.model.ptg000001l.876-1#KBL-MOUSE#O88986/XLOC-004937#FOLH1-RAT#P70627/XLOC-002315#NALD2-HUMAN#Q9Y3Q0/gene-evm.model.ptg000055l.279#NAGA-DANRE#Q6P0U0/XLOC-026549#GGH-MOUSE#Q9Z0L8/XLOC-005461#GGH-MOUSE#Q9Z0L8/XLOC-009730#LOX5-RAT#P12527/XLOC-005462#GGH-MOUSE#Q9Z0L8/XLOC-010991#HYAL5-MOUSE#Q812F3/XLOC-009355#B3GA3-HUMAN#O94766"
"GO:0016491","GO:0016491","oxidoreductase activity",58,-0.474580426857498,-1.98918234457772,6.38262854706696e-05,0.0129008879507591,0.0127652570941339,740,"tags=78%, list=35%, signal=52%","XLOC-022195#QCR6-HUMAN#P07919/gene-evm.model.ptg000005l.845#G3P-PELSI#Q5R2J2/XLOC-004856#MPPA-BLAEM#P97997/XLOC-023772#MDHM-FELCA#K0J107/XLOC-025127#IDHP-PIG#P33198/XLOC-026208#DHPR-RAT#P11348/XLOC-014976#MPPB-BOVIN#Q3SZ71/XLOC-002319#HCDH-RAT#Q9WVK7/XLOC-024321#ACOX2-ARATH#O65201/XLOC-002977#NDUB7-CAEEL#P90789/gene-evm.model.ptg000032l.307#PRDX6-BOVIN#O77834/XLOC-021390#ACADV-HUMAN#P49748/XLOC-025296#ETFA-BOVIN#Q2KJE4/gene-evm.model.ptg000035l.291#PCKGC-RAT#P07379/XLOC-008975#MGST1-MOUSE#Q91VS7/XLOC-021914#NDUS2-MOUSE#Q91WD5/XLOC-024951#NDUS8-PONAB#P0CB97/XLOC-018048#DHE3-MOUSE#P26443/XLOC-023180#NDUB9-MOUSE#Q9CQJ8/gene-evm.model.ptg000008l.163#ACADS-PONAB#Q5RAS0/XLOC-013056#NDUA8-PONAB#P0CB91/XLOC-007138#MMSA-BOVIN#Q07536/XLOC-024265#HPPD-DANRE#Q6TGZ5/XLOC-016705#PH4H-BOVIN#Q2KIH7/XLOC-018200#NDUB8-PONAB#P0CB85/gene-evm.model.ptg000004l.110#SODC-ONCVO#P24706/XLOC-025916#ALDH2-PIG#Q2XQV4/XLOC-001016#NDUA5-BOVIN#P23935/XLOC-000414#NNTM-HUMAN#Q13423/XLOC-026529#XDH-CHICK#P47990/gene-evm.model.ptg000003l.814#DLDH-BOVIN#F1N206/XLOC-009001#NDUV1-BOVIN#P25708/XLOC-003717#OGFD1-HUMAN#Q8N543/XLOC-005691#ODPA-HUMAN#P08559/gene-evm.model.ptg000015l.8#NDUA9-BOVIN#P34943/XLOC-024417#HEPHL-ACRMI#B3EWZ9/XLOC-006077#MAOX-MOUSE#P06801/XLOC-013562#SERA-MOUSE#Q61753/XLOC-020378#PHS-CAEEL#Q9TZH6/XLOC-014907#MI40B-XENLA#Q63ZK1/XLOC-012892#GPDA-PONAB#Q5RCE0/XLOC-022254#P4HTM-HUMAN#Q9NXG6/XLOC-023705#P4HTM-MOUSE#Q8BG58/XLOC-027115#TXD12-EPICO#H9D1R1/XLOC-009730#LOX5-RAT#P12527"
"GO:0098800","GO:0098800","inner mitochondrial membrane protein complex",22,-0.653120464441219,-2.16950491240673,0.000270673952049092,0.0435070613305198,0.0430496587067605,740,"tags=100%, list=35%, signal=65%","XLOC-004856#MPPA-BLAEM#P97997/XLOC-014882#ATPG-BOVIN#P05631/XLOC-021766#ATP5J-DROME#Q24407/XLOC-003260#ATPD-MOUSE#Q9D3D9/XLOC-013688#AT5G2-PONAB#Q5RAP9/XLOC-014976#MPPB-BOVIN#Q3SZ71/XLOC-005608#ATPO-RHIFE#B2B9A1/XLOC-007100#PHB1-CHICK#P84173/gene-evm.model.ptg000038l.2#ATPA-HUMAN#P25705/XLOC-002977#NDUB7-CAEEL#P90789/XLOC-012979#ATPB-HEMPU#Q25117/XLOC-021914#NDUS2-MOUSE#Q91WD5/gene-evm.model.ptg000005l.766#PHB2-RAT#Q5XIH7/XLOC-024951#NDUS8-PONAB#P0CB97/XLOC-023180#NDUB9-MOUSE#Q9CQJ8/XLOC-013056#NDUA8-PONAB#P0CB91/gene-evm.model.ptg000010l.1016#NDUS1-RAT#Q66HF1/XLOC-018200#NDUB8-PONAB#P0CB85/XLOC-001016#NDUA5-BOVIN#P23935/XLOC-009001#NDUV1-BOVIN#P25708/gene-evm.model.ptg000015l.8#NDUA9-BOVIN#P34943"
"GO:0098798","GO:0098798","mitochondrial protein-containing complex",30,-0.563247059937552,-2.07249259932296,0.000322872440300704,0.0435070613305198,0.0430496587067605,740,"tags=93%, list=35%, signal=61%","XLOC-022195#QCR6-HUMAN#P07919/XLOC-004856#MPPA-BLAEM#P97997/XLOC-014882#ATPG-BOVIN#P05631/XLOC-021766#ATP5J-DROME#Q24407/XLOC-003260#ATPD-MOUSE#Q9D3D9/XLOC-013688#AT5G2-PONAB#Q5RAP9/XLOC-014976#MPPB-BOVIN#Q3SZ71/XLOC-005608#ATPO-RHIFE#B2B9A1/XLOC-007100#PHB1-CHICK#P84173/gene-evm.model.ptg000038l.2#ATPA-HUMAN#P25705/XLOC-002977#NDUB7-CAEEL#P90789/XLOC-012979#ATPB-HEMPU#Q25117/XLOC-025296#ETFA-BOVIN#Q2KJE4/XLOC-021914#NDUS2-MOUSE#Q91WD5/XLOC-022208#TOM70-HUMAN#O94826/gene-evm.model.ptg000005l.766#PHB2-RAT#Q5XIH7/XLOC-024951#NDUS8-PONAB#P0CB97/XLOC-023180#NDUB9-MOUSE#Q9CQJ8/XLOC-013056#NDUA8-PONAB#P0CB91/XLOC-024328#CLU-XENTR#Q0IHW8/gene-evm.model.ptg000010l.1016#NDUS1-RAT#Q66HF1/XLOC-018200#NDUB8-PONAB#P0CB85/XLOC-001016#NDUA5-BOVIN#P23935/XLOC-020604#RT10-DANRE#Q5SPH9/gene-evm.model.ptg000003l.814#DLDH-BOVIN#F1N206/XLOC-009001#NDUV1-BOVIN#P25708/XLOC-005691#ODPA-HUMAN#P08559/gene-evm.model.ptg000015l.8#NDUA9-BOVIN#P34943"
