"","tSNE_1","tSNE_2"
"1_CELL121_N4",-8.50265219625415,32.8995272572098
"1_CELL124_N3",-21.862159976311,-5.93367991297426
"1_CELL125_N2",-17.6133342832275,-20.0961864778326
"1_CELL126_N3",8.85370224435548,4.16208901132455
"1_CELL127_N2",1.10109191964166,1.18685842972386
"1_CELL132_N4",-2.8008384141869,-16.5360541166133
"1_CELL135_N2",-0.335763831758579,4.29334669318069
"1_CELL136_N2",-3.45790040605163,-13.0318426659445
"1_CELL137_N5",-25.9889769728942,4.10641625734869
"1_CELL140_N3",-22.5491163342384,-10.5345354669652
"1_CELL141_N3",-26.7911962156871,-23.355547191037
"1_CELL142_N4",27.4288178754696,6.29287887344365
"1_CELL143_N4",-7.40299634240924,-12.0641442342987
"1_CELL145_N2",-12.903805687383,1.70767657765427
"1_CELL146_N2",-3.76534704295435,-0.132098439704156
"1_CELL148_N2",-29.5805573388843,4.65339945565051
"1_CELL151_N2",-41.9508970934583,1.82430313092337
"1_CELL159_N2",-0.0848218588822073,-5.90747759761275
"1_CELL161_N2",37.8562050657115,0.531829985688449
"1_CELL162_N2",-28.3157455022367,-28.7500909852418
"1_CELL167_N2",-19.1329010033703,17.2236744191372
"1_CELL168_N1",37.8767995157916,12.1960003175584
"1_CELL171_N2",20.7021813952792,-7.56851334948438
"1_CELL173_N3",-3.74847737977907,2.45852312633
"1_CELL175_N3",-14.2951684041779,-12.8295542136062
"1_CELL178_N4",1.88158328703532,-7.25589506835561
"1_CELL179_N3",-21.3252700977778,-28.6732808008233
"1_CELL180_N3",-22.2743417809679,-0.655345451551543
"1_CELL181_N4",20.7267616427058,-28.8818425265471
"1_CELL182_N4",-5.81402710861251,1.03270044970838
"1_CELL184_N2",22.3709568941404,9.28867312066158
"1_CELL185_N2",15.6974182238387,-24.3948517991082
"1_CELL188_N4",-25.2167417653558,-30.7957826683877
"1_CELL189_N3",-28.1798955092993,12.3432015194725
"1_CELL191_N2",-30.033379563143,27.3996370206201
"1_CELL192_N2",-10.6492936811812,-11.3271991308156
"1_CELL196_N3",-15.3597682685911,-5.62539986573041
"1_CELL201_N4",-0.124370456204136,18.5639002394491
"1_CELL202_N4",4.16534332398448,-1.43735815245008
"1_CELL204_N3",17.4383631697859,0.213652142101608
"1_CELL205_N3",14.2157208757103,-28.2596861957847
"1_CELL206_N3",4.09739950274883,-11.3663948880252
"1_CELL212_N3",0.910363263431442,0.23474181048432
"1_CELL215_N3",-5.80168271096153,2.54430144893334
"1_CELL221_N3",-12.5981370592087,12.5303316212636
"1_CELL222_N2",-8.98219953188824,-20.7609661806507
"1_CELL226_N2",9.53749723022773,-5.52804853088237
"1_CELL228_N5",1.06645609221644,22.4548248501743
"1_CELL235_N2",-27.1406720142998,-22.1725259754379
"1_CELL238_N3",-16.7798143977659,4.33723554971256
"1_CELL240_N3",-21.5281157757079,-13.4375462511566
"1_CELL241_N2",-20.8809860576027,2.52773722939342
"1_CELL243_N3",4.73617513852194,-19.4226535151351
"1_CELL244_N3",-6.58476836923606,-9.88290968466303
"1_CELL248_N4",45.8236357823525,-8.67265958026495
"1_CELL249_N2",-27.5171824837257,2.6772554426258
"1_CELL251_N2",-20.4327025274735,-10.279437412692
"1_CELL255_N3",4.51281519459658,-12.5455859674337
"1_CELL257_N2",-33.8212465895576,13.6027812674755
"1_CELL258_N2",-17.4178494644541,-17.4179948365634
"1_CELL260_N3",13.5846690236225,-30.9977235509677
"1_CELL264_N4",28.1395811865542,22.2224977030355
"1_CELL266_N3",-1.73966667865024,-2.59021127147412
"1_CELL268_N3",37.4387709334145,-4.02605076694381
"1_CELL270_N2",-8.07256369364883,-2.27505900080406
"1_CELL271_N3",-28.1018949596154,-26.4567340427608
"1_CELL273_N3",10.069712151538,-5.2149147472914
"1_CELL274_N2",-3.95458543399566,-30.7238094674189
"1_CELL275_N2",-2.59779303783566,24.4504779537871
"1_CELL276_N3",-2.27047364686955,7.94445262243923
"1_CELL279_N2",2.40310036672263,-17.3383256709763
"1_CELL281_N2",-24.9066255469178,-13.8724495019151
"1_CELL282_N6",-25.9205728393384,-14.9578621522165
"1_CELL283_N4",-17.4991527577363,10.9199029741996
"1_CELL284_N3",-25.579452090687,16.8760962554748
"1_CELL286_N2",-0.979658856294857,13.4114363415654
"1_CELL289_N4",23.4158567247907,7.69064411211246
"1_CELL296_N2",15.0055878812918,28.5827368478392
"1_CELL297_N2",-7.47611150647924,35.1948613274303
"1_CELL301_N3",4.78054421849331,-29.5760928992855
"1_CELL304_N3",2.22303993558391,7.70338519485914
"1_CELL305_N3",23.7344419872678,10.681905459387
"1_CELL308_N2",-12.8795537933793,-6.60470691175529
"1_CELL310_N3",-9.66205013767971,38.6277727617039
"1_CELL311_N3",-4.0687511064646,-1.57712100905741
"1_CELL312_N2",23.5777278278434,12.9056048202066
