"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","term","Ont"
"GO:0004713","GO:0004713","15/306","34/10268",0.441176470588235,14.8039215686275,14.1295542362204,1.02947537248182e-14,4.05819191832335e-11,2.9529688315926e-11,"Tadh-TriadG12208/Tadh-TriadG22855/Tadh-TriadG23036/Tadh-TriadG24853/Tadh-TriadG27547/Tadh-TriadG28106/Tadh-TriadG3665/Tadh-TriadG4397/Tadh-TriadG50842/Tadh-TriadG54804/Tadh-TriadG8256/Tadh-wf-g11986/Tadh-wf-g3429/Tadh-wf-g6867/Tadh-TriadG32935",15,"protein tyrosine kinase activity","MF"
"GO:0038083","GO:0038083","10/306","13/10268",0.769230769230769,25.8119658119658,15.6882406811716,1.26315972255896e-13,2.48968781316371e-10,1.81163697051219e-10,"Tadh-TriadG12208/Tadh-TriadG22855/Tadh-TriadG24853/Tadh-TriadG27547/Tadh-TriadG28106/Tadh-TriadG3665/Tadh-TriadG4397/Tadh-TriadG50842/Tadh-wf-g3429/Tadh-wf-g6867",10,"peptidyl-tyrosine autophosphorylation","BP"
"GO:0018108","GO:0018108","15/306","41/10268",0.365853658536585,12.2764227642276,12.6793904451005,2.91343522510242e-13,3.82825388578458e-10,2.7856529783874e-10,"Tadh-TriadG12208/Tadh-TriadG22855/Tadh-TriadG23036/Tadh-TriadG24853/Tadh-TriadG27547/Tadh-TriadG28106/Tadh-TriadG3665/Tadh-TriadG4397/Tadh-TriadG50842/Tadh-TriadG54804/Tadh-TriadG8256/Tadh-wf-g11986/Tadh-wf-g3429/Tadh-wf-g6867/Tadh-TriadG32935",15,"peptidyl-tyrosine phosphorylation","BP"
"GO:0018212","GO:0018212","15/306","42/10268",0.357142857142857,11.984126984127,12.5010508447767,4.41148502220191e-13,4.34751848937998e-10,3.16349912776321e-10,"Tadh-TriadG12208/Tadh-TriadG22855/Tadh-TriadG23036/Tadh-TriadG24853/Tadh-TriadG27547/Tadh-TriadG28106/Tadh-TriadG3665/Tadh-TriadG4397/Tadh-TriadG50842/Tadh-TriadG54804/Tadh-TriadG8256/Tadh-wf-g11986/Tadh-wf-g3429/Tadh-wf-g6867/Tadh-TriadG32935",15,"peptidyl-tyrosine modification","BP"
"GO:0140110","GO:0140110","44/306","467/10268",0.0942184154175589,3.16155127290031,8.37911233551681,7.39328699698683e-12,5.82886746842441e-09,4.24141201406086e-09,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9345/Tadh-TriadG9370/Tadh-TriadG9478/Tadh-TriadG16471/Tadh-TriadG20649/Tadh-TriadG30033/Tadh-TriadG30944/Tadh-wf-g2063/Tadh-TriadG29410/Tadh-TriadG17959/Tadh-TriadG19608/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG26667/Tadh-TriadG57882/Tadh-TriadG64072/Tadh-TriadG49824/Tadh-TriadG50425/Tadh-TriadG61998/Tadh-TriadG52359/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG17411/Tadh-TriadG63563/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG24265/Tadh-TriadG52457/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG7089/Tadh-TriadG51117/Tadh-TriadG55555/Tadh-TriadG25386/Tadh-TriadG61890/Tadh-TriadG61226/Tadh-TriadG54919/Tadh-TriadG18203/Tadh-TriadG63557",44,"transcription regulator activity","MF"
"GO:0045944","GO:0045944","41/306","442/10268",0.0927601809954751,3.11261940673705,7.95707122055474,6.80248491136011e-11,4.46923258676359e-08,3.25206515499234e-08,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9370/Tadh-TriadG14836/Tadh-TriadG16471/Tadh-TriadG20649/Tadh-TriadG30944/Tadh-TriadG29410/Tadh-TriadG17959/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG26667/Tadh-TriadG57882/Tadh-TriadG64072/Tadh-TriadG52359/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG63563/Tadh-TriadG37893/Tadh-TriadG63181/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG24265/Tadh-TriadG55048/Tadh-TriadG36673/Tadh-TriadG50249/Tadh-TriadG52457/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG49668/Tadh-TriadG7089/Tadh-TriadG55555/Tadh-TriadG61890/Tadh-TriadG61226/Tadh-TriadG54919/Tadh-TriadG55758/Tadh-TriadG22911/Tadh-TriadG63557",41,"positive regulation of transcription by RNA polymerase II","BP"
"GO:0003700","GO:0003700","33/306","310/10268",0.106451612903226,3.57204301075269,8.05902008731171,1.65322549799139e-10,9.31002130440295e-08,6.77449546169405e-08,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9345/Tadh-TriadG9370/Tadh-TriadG9478/Tadh-TriadG16471/Tadh-TriadG20649/Tadh-TriadG30033/Tadh-TriadG30944/Tadh-wf-g2063/Tadh-TriadG29410/Tadh-TriadG17959/Tadh-TriadG19608/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG64072/Tadh-TriadG49824/Tadh-TriadG61998/Tadh-TriadG52359/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG24265/Tadh-TriadG52457/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG7089/Tadh-TriadG54919/Tadh-TriadG18203",33,"DNA-binding transcription factor activity","MF"
"GO:0000981","GO:0000981","29/306","251/10268",0.115537848605578,3.87693669765383,8.08737452072907,3.28208173135012e-10,1.61724577312277e-07,1.17679904183277e-07,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9370/Tadh-TriadG9478/Tadh-TriadG20649/Tadh-TriadG30033/Tadh-TriadG30944/Tadh-wf-g2063/Tadh-TriadG29410/Tadh-TriadG17959/Tadh-TriadG19608/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG49824/Tadh-TriadG61998/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG24265/Tadh-TriadG52457/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG7089/Tadh-TriadG54919/Tadh-TriadG18203",29,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"GO:0000976","GO:0000976","25/306","191/10268",0.130890052356021,4.39208842350204,8.29330131556041,4.14717372530546e-10,1.81646209168379e-07,1.32176004695408e-07,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9370/Tadh-TriadG14836/Tadh-TriadG16471/Tadh-TriadG20649/Tadh-TriadG30944/Tadh-wf-g2063/Tadh-TriadG29410/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG64072/Tadh-TriadG49824/Tadh-TriadG52359/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG7089/Tadh-TriadG61890",25,"transcription cis-regulatory region binding","MF"
"GO:0000977","GO:0000977","23/306","166/10268",0.13855421686747,4.64926372155288,8.30739454817506,6.83606407944569e-10,2.69477646011749e-07,1.96087101226205e-07,"Tadh-TriadG54312/Tadh-TriadG55857/Tadh-TriadG9370/Tadh-TriadG14836/Tadh-TriadG20649/Tadh-TriadG30944/Tadh-wf-g2063/Tadh-TriadG29410/Tadh-TriadG21755/Tadh-TriadG24518/Tadh-TriadG57974/Tadh-TriadG59844/Tadh-TriadG9468/Tadh-TriadG64072/Tadh-TriadG49824/Tadh-TriadG8076/Tadh-wf-g1382/Tadh-TriadG53424/Tadh-TriadG64159/Tadh-TriadG64084/Tadh-TriadG30852/Tadh-TriadG7089/Tadh-TriadG61890",23,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF"
