,Dare_Endoderm,Dare_Epidermal,Dare_Germline,Dare_Mesoderm,Dare_Neural Anterior,Dare_Neural Crest,Dare_Neural Mid,Dare_Neural Posterior,Neve_NPC,Neve_cnidocyte,Neve_cnidocyte.mature,Neve_ectoderm.embryonic,Neve_ectoderm.epidermis,Neve_ectoderm.pharyngeal,Neve_gastrodermis,Neve_gland.mucous,Neve_mesendoderm.embryonic,Neve_neuronal,Neve_retractor muscle,Neve_secretory,"Auco_CN, Cnidocytes/Nematocyte cell","Auco_EM, Epidermal/Muscle cell","Auco_GA, Gastrodermal cell","Auco_GL, Gland cell","Auco_HA, Hair cell","Auco_NE, Neural cell","Auco_SG, Stem/Germline cell",Clhe_Bioluminescent Cells,Clhe_Epidermal/Muscle,Clhe_Gastroderm,Clhe_Gland Cell,Clhe_Nematocyte,Clhe_Neural,Clhe_Stem Cell/Germ Cell,TrH1_epithelia,TrH1_epithelia_gland_like,TrH1_fibre,TrH1_gland,TrH1_lipophil,TrH1_meiotic,TrH1_peptidergic,TrH1_trans,TrH2_epithelia,TrH2_epithelia_gland_like,TrH2_fibre,TrH2_gland,TrH2_lipophil,TrH2_meiotic,TrH2_peptidergic,TrH2_trans,TrH2_unknown_1,HoH13_epithelia,HoH13_epithelia_gland_like,HoH13_fibre,HoH13_gland,HoH13_lipophil,HoH13_peptidergic,HoH13_trans,HoH13_unknown_1,ClH23_epithelia,ClH23_epithelia_gland_like,ClH23_fibre,ClH23_gland,ClH23_lipophil,ClH23_peptidergic,ClH23_trans,ClH23_unknown_1,Spla_Amoeboid-Neuroid,Spla_Archeocytes and relatives,Spla_Endymocytes,Spla_Peptidocytes,Spla_transitional
"Auco_CN, Cnidocytes/Nematocyte cell",0.03705549158612919,0.03333403010745487,0.002078834185660636,0.10109248020512336,0.075974009052198,0.06611220271119929,0.06064032928588849,0.03219537436908678,0.0911568797557841,0.7591714147673663,0.05336420806458499,0.020416210583093383,0.013472624292326393,0.01176370138765217,0.005129903320700072,0.0017069349524020446,0.0,0.00422649117282493,0.00046660513930602,0.01245452083467664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571359234235909,0.02787009871566411,0.006576497074163861,0.00650790974635351,0.6613995065531413,0.01719655446157215,0.1300049720780146,0.06152004838015197,0.014291491493478687,0.07574989845674843,0.002543322274558119,0.0012001744900978595,0.0006816713064904212,0.06857912319458345,0.008265626834611382,0.017712042506230142,0.000537977386296856,0.1675164259327742,0.0034156274631831204,0.008647891867658911,0.03673626374003079,0.015901100403839866,0.0013563106609650985,0.020752849647733992,0.09712433693920983,0.024011235230274822,0.001216108600102965,0.013816080423992311,0.0012978143330956006,0.15151620898281642,0.002527086432683617,0.006492766618530833,0.034657389151411866,0.08369521348804873,0.011173424677881703,0.020402454549604803,0.0013626668923064295,0.06084187032548695,0.0018316510433851751,0.002434628042977573,0.03137480163990333,0.30594781723087344,0.0011593078734281254,0.0030779367546418905,0.1706916176026481
"Auco_EM, Epidermal/Muscle cell",0.291432880447154,0.27470467108223173,0.13459545211881405,0.3690084717183585,0.2999446540471107,0.32681721676652126,0.2675826370090967,0.1556471742732304,0.16679921070660095,0.011832067099223324,0.02294952016994508,0.2845673295853549,0.30370836390340383,0.29473454116989883,0.4613896235244427,0.03424054304095162,0.10784247244979187,0.05098919371819096,0.7862766229668807,0.06684737577304634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707316149229726,0.5798813540217813,0.21090365401066946,0.13014079009748786,0.016982249457923773,0.09037030739925248,0.2586396891963947,0.3228260307552351,0.24586743764209137,0.3867460669403469,0.09110467156364496,0.5518102617832205,0.061342784414389374,0.10099826348726174,0.2997945067323261,0.28215884989686274,0.08838340169180689,0.31581858529461937,0.21315756675907802,0.5227510231441925,0.1025506979401067,0.1936083427391152,0.310747155130336,0.1910343243548578,0.28881876547572194,0.3210498617104364,0.39674979482945005,0.12505411609702663,0.5217412321403319,0.06678521580182366,0.281877454284135,0.3443758535386959,0.31605412922977366,0.26304131607393766,0.3900304371314759,0.13160545280560534,0.5217932685154347,0.06398328349357996,0.35975697618633007,0.29921019870185056,0.13370584056824103,0.1897017090618262,0.33502923268480295,0.20886574600003427,0.4364387817983844
"Auco_GA, Gastrodermal cell",0.0795503872080491,0.19752839139127815,0.03463170112142986,0.25548011958816624,0.055711008420303486,0.08116651058022786,0.0493442368842375,0.10013483176930749,0.03537112835314797,0.0013878318898040269,0.010406405468813327,0.09118748382266442,0.057733496049848454,0.1481586663807507,0.26668985832942455,0.0017159457902692211,0.3365075635720252,0.012509194578318525,0.0011413172715317398,0.1086133748777933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06425797658435091,0.03276599072906825,0.3785580073230229,0.33207293758031375,0.01306753624141033,0.022923118002563518,0.0819006591032518,0.1734147388148119,0.1537360993823905,0.05571077853159673,0.5567190048061356,0.0024978192260007364,0.020158163566825663,0.0233694728959753,0.17263775078968543,0.22078436405295315,0.5181763805460242,0.11071871175279513,0.43228543944403197,0.006057765470566653,0.017132022802968404,0.11384172376635537,0.13530106213131238,0.012111692140074385,0.11448885325828242,0.07033975300276345,0.13209841250166177,0.5795735674715475,0.0011173309902562031,0.010050387825612555,0.16538211014491278,0.0012430037031418127,0.13240406008517103,0.12170612094654028,0.1015713233238662,0.5029801327722939,0.005385400648589426,0.010856837140740015,0.15812015851164524,0.027250081824569106,0.046371611235489316,0.036540203072835654,0.041170275067715895,0.1309869365785618,0.33078201358553866
"Auco_GL, Gland cell",0.019919546313044965,0.0446257215570961,0.0028156909422979684,0.0519395194452987,0.10230166229727844,0.012336089997232017,0.09543349819963294,0.21671701140917915,0.02678657072328357,0.0038682770000076847,0.002719387285685089,0.011270792557617223,0.018226993913217554,0.04724823199775114,0.021914605350120075,0.08435294113965401,0.000272761707550439,0.01646886216996802,0.008266364828812895,0.4737077610955594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003422480486672253,0.016613719355563154,0.036099363406011914,0.5852861763035472,0.014857802295464401,0.051205591965173644,0.0609204502068932,0.1364921584121971,0.015455020506335848,0.015160660422678995,0.02718828620409633,0.008193418151870092,0.005320186646125876,0.2090655888067559,0.02356680029108396,0.10780986034610669,0.007999325944910481,0.08208718489754856,0.008655906373077503,0.009966322880658861,0.06997924710692063,0.17510830878132944,0.009740357791515745,0.0012001615237509562,0.10373921117639902,0.042796657096264415,0.006761529438639323,0.05488550049387919,0.008134842871030796,0.19573599629533284,0.028849491507153657,0.00016176190322007104,0.14648709359180184,0.04496626051554839,0.00331990003049294,0.05342154410500814,0.0072255467584130696,0.16959467803324227,0.024429230555000864,0.0,0.005157085646229511,0.015810078472717256,0.030436030996175645,0.017589765995689222,0.27284352311812954
"Auco_HA, Hair cell",0.004280136212684956,0.011269235789719736,0.004785807419320073,0.01621092944704423,0.15001660385933796,0.0032126008519931743,0.04154883202513475,0.25461381427731905,0.011792393823112871,0.02502536775153274,0.3484069694482645,0.024695125495895746,0.11267612670374308,0.14726227775606346,0.011625599461903332,0.011600865369550368,0.0,0.1712107296701045,0.003274490361094443,0.008191120019744074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001471190694448896,0.02994170219139945,0.015005100085479891,0.002446173049625706,0.6808440401176095,0.021026155322805832,0.033572377937453865,0.4536038256011664,0.014851558099498596,0.0029058692687416857,0.022175744443160797,0.002048076290749947,0.005815428409238507,0.010716430841874344,0.054336005334762516,0.40349721663860894,0.021621058364812974,0.04096351310888432,0.0044195785550255485,0.0027921255834739093,0.008635515627818271,0.010793164688530508,0.051145858605659775,0.0010832522700851136,0.4316578541402364,0.06224010376110099,0.0014587101387839529,0.025272248972203502,0.0016206327288090128,0.013794353326157836,0.04686552623318226,0.0008489167744489566,0.368688020521363,0.06069870872197515,0.001358492363069922,0.03890993601319684,0.0023439728373781652,0.01976521195485317,0.018099043257205856,1.0148301883989376e-05,0.018871779056783382,0.009043242220773537,0.0055907478500491405,0.4235139403320112,0.15564942657899314
"Auco_NE, Neural cell",0.04973752275525176,0.042718017897886894,0.016290978266629542,0.06222340731259214,0.09975483436248167,0.023657181300486142,0.05810078127944688,0.2613953402468027,0.1307624141382552,0.010458180770465248,0.009865233071872948,0.05137146102420167,0.034247822857940924,0.028948973869267897,0.027823032539509775,0.6200293183662113,0.00044890721835307327,0.5812111957773607,0.02070546538749949,0.09982217406123356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014812437713848594,0.0481534080141495,0.03753048210555758,0.02806746608759524,0.03648428364884041,0.4159904226419913,0.121044528459523,0.1263292141879267,0.014540647036353405,0.0505976059762958,0.02752851039003896,0.05184922959979125,0.15106306830864275,0.19690596141666236,0.033685704781424367,0.12351890030293669,0.00831227258541155,0.10385831460059569,0.008247887120927716,0.06523421393875692,0.18333138300322377,0.22927468016397556,0.01107252771816609,0.16266857107381977,0.11180257305243421,0.03578401663008692,0.0064918977496194515,0.038023143875430584,0.05358637372085381,0.2742272087499518,0.028802195291061296,0.05479448808421803,0.13594358755009026,0.039872216721065286,0.00428816197394082,0.03763809279851537,0.039763014036073706,0.24494332981374883,0.03162476157603216,0.034819355271621416,0.11666330308926338,0.11921691573866015,0.1497279806996532,0.050569979376312635,0.319860986993851
"Auco_SG, Stem/Germline cell",0.007223718939875068,0.015977095005478597,0.0,0.04148688153034584,0.16059919612704726,0.01904191445921883,0.22016644771270805,0.2553796938272036,0.3377216136663105,0.003476651128184123,0.0028148011372938356,0.04063463234590829,0.03849685659081835,0.0850964078592789,0.04983048779226015,0.012768025225032262,0.0008768313107493195,0.07574638671405495,0.00986657972538944,0.1404280329674985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01591595476864522,0.05465346174736807,0.08852104172733008,0.022838586164943837,0.022212799886564688,0.15630055730753273,0.1944639054401464,0.2914409527767898,0.13957021896747174,0.011058224877214945,0.07514488056115926,0.008787632764353157,0.1513656417939807,0.10106709843543135,0.03048671313135053,0.27393054229122754,0.034142174893329706,0.1331702472982505,0.015774917726979015,0.011610800666361266,0.046377513713504036,0.0832635948660583,0.062082028382120825,0.027473999778346535,0.2384601226632602,0.1630777650712769,0.010132667734874473,0.16415427737794516,0.007935256224178882,0.08880933663713965,0.022514120356471157,0.007336742974118332,0.2340354489337641,0.13478974875023772,0.004667596198133837,0.13289638283380492,0.01110348555572762,0.08763184714260641,0.0243487027928383,0.06050242216366849,0.0859667791925711,0.02295379567241804,0.013276072830306893,0.04183506799117895,0.4039062045774388
Clhe_Bioluminescent Cells,0.002013946558392107,0.01330292618275462,0.0007935567318950943,0.016736792775754343,0.031162623567041553,0.003722876206860797,0.019759093514966793,0.018506841746708472,0.009005721559625807,0.034064771432288574,0.00036182581028196785,0.00382805795921373,0.02013953660329023,0.04287952150033784,0.02862032861933707,0.00461501096019188,0.0,0.007778668942873807,0.0002720471728747154,0.005573133392166035,0.0571359234235909,0.10707316149229726,0.06425797658435091,0.003422480486672253,0.001471190694448896,0.014812437713848594,0.01591595476864522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02834950354332324,0.0073826970346228555,0.01088676182099656,0.00629812148549466,0.010600238034946724,0.0,0.007123529108047715,0.011585907360759859,0.04251466391383957,0.0003952416564419035,0.030561669186874047,0.01022347641529485,0.013114860153506352,0.0006896825155573576,0.0015980042761350316,0.010934477030244303,0.00011483265246943829,0.02086665960383994,0.0132440637309521,0.018519196632475518,0.01105330382794696,0.003127459280544518,0.007064733842740473,0.015616277269307347,0.0,0.015967863622723993,0.019089428227168338,0.010666922229073186,0.009299352467322303,0.0023415914119794814,0.00044640652992621,0.021294486273752338,0.0,0.0006217698917887435,0.015558524328285108,0.005109380936806799,0.00021192710082316817,0.07671741078123372
Clhe_Epidermal/Muscle,0.05298068136873326,0.040004057951936824,0.03134770224391831,0.23473177670557716,0.08877101501377702,0.07346008757058954,0.06755771518221826,0.10874195180792752,0.034672238335405406,0.013146371603496885,0.014036033120289773,0.15121735970521546,0.27603263333885847,0.14543986051464278,0.02919251341517835,0.006076380027941758,0.035049777239613986,0.02009860377654126,0.821141984457465,0.03330869708080718,0.02787009871566411,0.5798813540217813,0.03276599072906825,0.016613719355563154,0.02994170219139945,0.0481534080141495,0.05465346174736807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29550583368418415,0.07337217735441323,0.004388681347183577,0.03517004365792109,0.06690928241672213,0.01625074027435562,0.016874787958863748,0.05889058350191671,0.28142649969462574,0.0036798643001941566,0.08570425967337064,0.007710092032254484,0.09398839475169332,0.006742341514986113,0.15794056536610107,0.04605044419116518,0.021748049122679042,0.2187810270655901,0.0820638685670763,0.0021204908104858603,0.053867776159800575,0.05692348697660936,0.009926836379806772,0.13555628693824487,0.05874285417777035,0.3638528268954705,0.06878513862153846,0.0020825585966833616,0.0506874361368115,0.03306500851846209,0.009942431879726765,0.1045527523850033,0.017341632517263745,0.06304011540338303,0.04588124108357284,0.2579797276750602,0.07741017280685916,0.3993766395876339
Clhe_Gastroderm,0.15937871235523193,0.2695723546974168,0.05460410692571349,0.3700765330391588,0.07615992354517172,0.1677005544063101,0.04494497523193086,0.05148028343843895,0.04207536410380257,0.00820395264404251,0.010505280831344782,0.1305160649589857,0.07334080749433727,0.08258541971268096,0.6162244393576753,0.022296303992103965,0.07775066284848392,0.01394797317211218,0.0057740660494847475,0.023999712533130567,0.006576497074163861,0.21090365401066946,0.3785580073230229,0.036099363406011914,0.015005100085479891,0.03753048210555758,0.08852104172733008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08379691276578767,0.020975035715257263,0.37889193653398384,0.07726238752889847,0.5176793485914828,0.02153578349622034,0.02742001067617611,0.15969988016889897,0.07216527652494292,0.003949582805557358,0.2755098269787422,0.272135881393823,0.45930997147631025,0.013571941822891306,0.041145126778133236,0.17403012626390352,0.030957514159004502,0.04631460247196888,0.03489979330716946,0.4915562309490036,0.038727591182310464,0.4313661149747066,0.011168380566609081,0.08805920404552357,0.0023245400280143425,0.04685886885639906,0.05949763253435284,0.4758544079087078,0.04286185299285838,0.45229939141867676,0.011191681366821684,0.20413255689745227,0.05427013172888875,0.04580575711391635,0.07626069575837675,0.08401016317982281,0.18399426608771727,0.39258796294581066
Clhe_Gland Cell,0.005403343803484223,0.07773935450751625,0.0,0.3910347018818775,0.03243100294967156,0.011761898255663447,0.024176983116991676,0.059769874915716684,0.021195121807297934,0.002035104542184423,0.0010166356743118807,0.03517188695980593,0.051759462699119366,0.024909143505797673,0.026843813252713445,0.008314570551785291,0.006245899080586403,0.015210699591689535,0.0016858641971481281,0.6411356935799922,0.00650790974635351,0.13014079009748786,0.33207293758031375,0.5852861763035472,0.002446173049625706,0.02806746608759524,0.022838586164943837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025184687887326647,0.11274343857861305,0.005174381257870336,0.6082750495836176,4.407017007522352e-05,0.0031082911867349864,0.0245768097730489,0.11592031205241742,0.12624620673690876,0.6573322089114415,0.041289192763552265,0.38701402197851875,0.00022129923326473177,0.011665598862210174,0.04216036210216069,0.09016567749056337,0.004725175786733505,0.014425233629155048,0.009167175436622155,5.658447499766917e-05,0.641792600976528,6.81410445989485e-05,0.02990901018199907,0.11224816745693364,0.0,0.015005369824777546,0.046695424733725635,0.00021340656997958178,0.5268118504770462,0.00033780348465209294,0.03698672732885129,0.11309497731112442,0.0,0.0006017098429182203,0.021765572828774782,0.019327846282564263,0.00381034669732896,0.1814189005362357
Clhe_Nematocyte,0.08772714962723255,0.045522936024232005,0.04562584854848021,0.046528523794629136,0.11409160824262847,0.07548088290271766,0.08688558573326186,0.2230844509219771,0.03851908605417094,0.6516835292789837,0.2611170687302589,0.03750006469508419,0.023638513022553338,0.01892250931947487,0.015643733146762623,0.015793805990260618,0.0,0.32989220321346224,0.0037602511616393872,0.0382119814504447,0.6613995065531413,0.016982249457923773,0.01306753624141033,0.014857802295464401,0.6808440401176095,0.03648428364884041,0.022212799886564688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585847497270137,0.013471219050818339,0.02025872063593719,0.0024417027421463574,0.02830039363726671,0.06356182368899749,0.23228165751306587,0.03741020632101005,0.1501604341804728,0.0002186664251193424,0.1348754137370875,0.011555686747726357,0.03850788755280384,0.21294679871863997,0.09278119947172236,0.03022487904075924,0.002147943593417187,0.1751658875274688,0.038614456201090906,0.03327639106721016,0.010952396270120639,0.014340100150739077,0.22851306232141835,0.015720505348642545,0.0,0.11568456515128585,0.05774694991653143,0.02753589728019949,0.012852177009220847,0.016708472847979126,0.2221602765096312,0.02694305845056416,0.0008968459609947776,0.1810136136524718,0.2145084858461125,0.09877948239095055,0.243551309805519,0.16074716767628083
Clhe_Neural,0.008495587810132755,0.01262931992018595,0.0,0.021686222933188552,0.18463751890929317,0.013113736133587189,0.15063097234960404,0.2440448112446855,0.261836939508637,0.011329591538703531,0.045339424749234136,0.03997744021710578,0.04782621023303896,0.14815370377889334,0.010412421642281778,0.5789833214407918,0.004056753072675836,0.23806680025824395,0.002215130708221509,0.14013221758923708,0.01719655446157215,0.09037030739925248,0.022923118002563518,0.051205591965173644,0.021026155322805832,0.4159904226419913,0.15630055730753273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3308706127908466,0.22256302241857662,0.026637649027731393,0.024633451657890975,0.0020180716416748233,0.14552779510540315,0.11022115673285868,0.0622904185060988,0.23380187513687706,0.022094743856386843,0.2034718433250649,0.005132354889202787,0.0021737883270947075,0.12501639727727087,0.09352810181114564,0.1518864662105393,0.004469178154619021,0.26940033065780644,0.24974848190957188,0.001783078558420488,0.04067361276740203,0.0015139702370146517,0.12497921261201869,0.08909666310727551,0.0094313551049026,0.18155681695708784,0.23054355134719967,0.0013072757619831624,0.06555691186012721,0.002595662547201582,0.09916989247092196,0.01434265336920398,0.001682462552072458,0.05024282186071292,0.06566513865092208,0.025186590799843273,0.1940802025488916,0.34576340362555147
Clhe_Stem Cell/Germ Cell,0.14033403647221426,0.0764380926649445,0.06238359342300144,0.054254471677409266,0.3858461605140381,0.1959230064031589,0.3524159287298844,0.2229219643234545,0.3636592535587376,0.08407464495179374,0.008760284755184766,0.1236492168530132,0.12180871051152849,0.2225908981856925,0.043128397931196175,0.06850571400716873,0.0026511989362175675,0.0701928943225607,0.006850154674119406,0.05780375737192589,0.1300049720780146,0.2586396891963947,0.0819006591032518,0.0609204502068932,0.033572377937453865,0.121044528459523,0.1944639054401464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3758051618503643,0.1392226411013357,0.11173539291052878,0.058724109269389826,0.0016563280410399888,0.008673551338043074,0.04545531246005614,0.14385357345455335,0.1557999277425008,0.012937419032945855,0.442497067584407,0.015235827154814257,0.010544102211134039,0.01401644818065773,0.06220507432129755,0.05638169742215178,0.0022165783740934115,0.21385240768188182,0.21042032800095894,0.020792534258113664,0.12137464574660424,0.003341343006825377,0.015203651677092266,0.09468075057589562,0.004046342005497461,0.15776859681381988,0.35464705902494875,0.014715718247420203,0.1094683986972691,0.006650436691453552,0.016127744778772008,0.06497758379925009,0.007104415898352643,0.12105293898426435,0.4627493164912684,0.03022674196045813,0.06822484046967653,0.4055134884354329
TrH1_epithelia,0.1626597952647339,0.07703782575856351,0.04014385384844614,0.10739974019785552,0.38371615677887805,0.22909182544882722,0.4495099704534196,0.33506939644002626,0.4288341836111195,0.05656497245399892,0.09045310962915759,0.19955743959151606,0.18035611520012967,0.5108280638399038,0.0831530986973748,0.09882957232432532,0.03123953409251899,0.16276508937822418,0.10827398586809975,0.08007730204075428,0.06152004838015197,0.3228260307552351,0.1734147388148119,0.1364921584121971,0.4536038256011664,0.1263292141879267,0.2914409527767898,0.02834950354332324,0.29550583368418415,0.08379691276578767,0.025184687887326647,0.1585847497270137,0.3308706127908466,0.3758051618503643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6084251422550555,0.006997133833910078,0.04632281300301117,0.004772636380930683,0.0006510673858971037,0.004350844852515735,0.4480760680030403,0.4208638181852561,0.007130248910223287,0.7323473521467518,0.6797040149900375,0.00020256914822040724,0.018815565633885957,0.000765282410733804,0.012472908026982235,0.36312603213002986,0.009557445593125212,0.8059130718773158,0.5471081179087768,0.001056366631838454,0.014208361561213098,0.0067014004698902315,0.027633478896815878,0.12448019764298632,0.01965801223751628,0.19280410319476424,0.3543288411055879,0.18578257473301668,0.4887143263868543,0.3841413602655299
TrH1_epithelia_gland_like,0.02917170061860417,0.015536996707686618,0.009890633998884976,0.10274338761730088,0.1762182025899882,0.025670961305340294,0.14471302840153305,0.16343664840653166,0.20594852911954398,0.0030346388721987755,0.00026283614863033093,0.020131980154090297,0.03775269716051195,0.2609952811991293,0.02222596051885687,0.010885276274561715,0.0006666591486821967,0.007366526512774807,0.0039329245205967575,0.10633204594946818,0.014291491493478687,0.24586743764209137,0.1537360993823905,0.015455020506335848,0.014851558099498596,0.014540647036353405,0.13957021896747174,0.0073826970346228555,0.07337217735441323,0.020975035715257263,0.11274343857861305,0.013471219050818339,0.22256302241857662,0.1392226411013357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6789425384695603,0.10353896481775218,0.01794430549289407,0.06859868857535023,0.0012335177267397712,0.0013071232372865941,0.0114344499592503,0.06217317425956935,0.0008114458776598851,0.17945941422407224,0.4570114603711272,0.0,0.21647234317313901,0.0010425473786708688,0.005135130517315381,0.038917820498324214,0.0,0.2033617145553827,0.48739015007832764,0.0002471506790524298,0.19197382460172852,0.0011229000001899921,0.006611008164358306,0.0299067164798493,0.0006282053355426479,0.03458599733369543,0.13486845946323836,0.003847105586844619,0.05008524127085725,0.3878092897524115
TrH1_fibre,0.0247731963492228,0.20542556649363944,0.0,0.18071016286233016,0.08825874863357705,0.03806181713472956,0.03036617279864622,0.014877278631964263,0.15131925195413948,0.04059409097753898,0.0,0.026013905014878803,0.020059437469999407,0.023572994259260037,0.41905338864299885,0.03736617586692886,0.003055791624502596,0.010576791508006795,0.018360982122389145,0.0056232945869164105,0.07574989845674843,0.3867460669403469,0.05571077853159673,0.015160660422678995,0.0029058692687416857,0.0505976059762958,0.011058224877214945,0.01088676182099656,0.004388681347183577,0.37889193653398384,0.005174381257870336,0.02025872063593719,0.026637649027731393,0.11173539291052878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006784570721471201,6.24903992021868e-05,0.6799818506534067,0.4841145942551539,0.0009917070424859992,0.001991925265428933,0.002665366453582521,0.2103361243714708,0.0203905573855934,0.03157238533729752,0.019192729939867485,0.7028677059565801,0.006274651160104952,0.003213468072570021,0.015712078143834084,0.010887623076439513,0.01295780826080917,0.004099075670988271,0.043137855655694876,0.6681989003749285,0.029865067010071827,0.001249379502972318,0.0003326016545892882,0.08862952657644531,0.028091438484925506,0.014875414443588008,0.08200137014902203,0.008181053232048026,0.03443465814892903,0.35958515126698276
TrH1_gland,0.13346769122744587,0.124397559836311,0.020005333644411094,0.5264271537335424,0.037863023363353794,0.07358434692441462,0.05169663674317684,0.04301838439776125,0.03389754339502228,0.0049712088814878866,0.0015022414427302597,0.044124184048429285,0.024453597350876266,0.04358683530388329,0.11509999138798402,0.0123104358915475,0.0031472351383344346,0.01134341400957102,0.004435895592829671,0.5877091320012314,0.002543322274558119,0.09110467156364496,0.5567190048061356,0.02718828620409633,0.022175744443160797,0.02752851039003896,0.07514488056115926,0.00629812148549466,0.03517004365792109,0.07726238752889847,0.6082750495836176,0.0024417027421463574,0.024633451657890975,0.058724109269389826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09551824220611364,0.9477135688972002,0.08564249364415633,0.5285171978330198,0.00037565480144406417,0.004530837730755031,0.00477658709425596,0.10921664078160565,0.008905544628398324,0.0006517024444341567,0.047066708177388644,0.1686150922961597,0.9009493632326573,0.0004546208013885602,0.001899668008999187,0.1768040479977823,0.0,0.0008905492019313316,0.10886245837173572,0.10484712667795024,0.9086689980529774,0.0004269466081040831,0.0010803897047160444,0.15297613752728323,0.0007504179301052378,0.028210373793482752,0.09024781397728308,0.014319578685754366,0.021760399290774557,0.3628040246258698
TrH1_lipophil,0.00457946069376759,0.4753349415659199,0.0,0.034005501521141346,0.03952457925604725,0.02646623393147309,0.009573806672459604,0.005817230516099319,0.026945900282580044,0.012722755992452003,0.0024170729853694407,0.11419211532704998,0.46827553340011485,0.03676812442772715,0.004194183434748767,0.008400926149380197,0.00023851019831334832,0.0035762329958295555,0.03226699829318707,0.004462973330801529,0.0012001744900978595,0.5518102617832205,0.0024978192260007364,0.008193418151870092,0.002048076290749947,0.05184922959979125,0.008787632764353157,0.010600238034946724,0.06690928241672213,0.5176793485914828,4.407017007522352e-05,0.02830039363726671,0.0020180716416748233,0.0016563280410399888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01516790236929541,0.0,0.006467712466716435,0.0,0.9819783538884309,0.001991880531425602,0.002586011381712257,0.031060536099375136,0.014366374944575405,5.5588477739860195e-05,0.0025931165375340246,0.000188004930844204,0.0,0.9851848437472415,0.0009280713096957686,0.02293836790407601,0.02912894494070581,0.000123782629250425,0.0031342318322445605,2.5445695290863395e-05,0.0,0.9569921632545417,0.0009521414959402436,0.10366278060197828,0.023703446540721936,0.01275846336911271,0.08346750327324924,0.010760762546896573,0.029814872024888788,0.422062239397219
TrH1_meiotic,0.0,0.0014139991022946797,0.0,0.002480954335943636,0.02572209379719312,5.5079536545769286e-05,0.06449113496445627,0.2744429980872915,0.004581312149828081,0.0,0.003157847287550588,0.00024521209336188064,0.0012308205505179412,0.00857832630881058,0.0003825778734477453,0.0,0.0,0.26449942683080113,0.0,0.11119473990347876,0.0006816713064904212,0.061342784414389374,0.020158163566825663,0.005320186646125876,0.005815428409238507,0.15106306830864275,0.1513656417939807,0.0,0.01625074027435562,0.02153578349622034,0.0031082911867349864,0.06356182368899749,0.14552779510540315,0.008673551338043074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120282314525526,0.00029441666370848713,7.22783119132152e-05,0.000532345329374887,0.0,0.9405886676861075,0.01666991773021712,0.0016946137469751245,0.0,0.015354246409828045,0.0005764573182337918,0.0,0.0002702748021076914,0.0,0.8825164910978233,0.0017126113109587264,0.0,0.02060666553232702,0.00022702389170221947,0.0,0.0,0.0,0.8307755848134699,0.0008601462697606083,0.0,0.08209413092972218,0.005827472931521907,0.03705950754643894,0.013370022899342396,0.12545975446541585
TrH1_peptidergic,0.01717402491352026,0.015732998494081107,0.006535059700361395,0.013054202299421096,0.12308497710253823,0.0071317575337094905,0.054313499575978266,0.23886655800978235,0.016057257707034388,0.011719996630910924,0.025905398971249233,0.023627336800754566,0.01517316786064023,0.027109967601867836,0.005308726965960548,0.12858949748593554,0.002256736687411456,0.44299454996622173,0.007322415928341078,0.23969482313248233,0.06857912319458345,0.10099826348726174,0.0233694728959753,0.2090655888067559,0.010716430841874344,0.19690596141666236,0.10106709843543135,0.007123529108047715,0.016874787958863748,0.02742001067617611,0.0245768097730489,0.23228165751306587,0.11022115673285868,0.04545531246005614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04516734508938554,0.0032095461006307726,0.004788674786063392,0.0019612995766505005,0.0018013545921874308,0.7627351077713297,0.5409567036111599,0.00433829294631185,0.0047893453591839165,0.09730841542121767,0.005094387059713111,0.0,0.006992650570443249,0.0027538658914488564,0.8237295766324181,0.023548180091599112,0.0028251760550404496,0.11289956446482745,0.0035043878584659245,0.00026826826116517195,0.007297787890761538,0.002591865756356634,0.8381153345270217,0.013377929529738878,0.0,0.025379573723156534,0.04633867176256211,0.22001495037861757,0.01685279017847767,0.11034781614858344
