cluster,gene,rank
6,gene-evm.model.ptg000018l.107#gene-evm.model.ptg000018l.107,72
6,gene-evm.model.ptg000003l.1474,73
6,XLOC-006156#MANEL-HUMAN#Q5VSG8,74
6,XLOC-016270#XLOC-016270,75
6,gene-evm.model.ptg000031l.517-1,76
6,XLOC-016275#PITH1-DROPS#Q29L80,77
6,gene-evm.model.ptg000028l.1025-1,78
6,XLOC-017251#XLOC-017251,79
6,XLOC-006285#XLOC-006285,80
6,gene-evm.model.ptg000014l.574,81
6,XLOC-003763#RWDD3-RAT#P0C7N0,82
6,XLOC-000571#XLOC-000571,83
6,XLOC-012800#XLOC-012800,84
6,XLOC-026113#PPR3B-XENTR#Q28E28,85
6,XLOC-003775#NPY6R-MOUSE#Q61212,86
6,XLOC-003146#DHC24-HUMAN#Q15392,87
6,XLOC-011135#XLOC-011135,88
6,XLOC-021399#XLOC-021399,89
6,XLOC-026179#EMX1-DANRE#Q804S6,90
6,XLOC-006109#XLOC-006109,91
6,XLOC-019516#CALM-WHEAT#P04464,92
6,XLOC-026256#TAF11-HUMAN#Q15544,93
6,XLOC-021568#XLOC-021568,94
6,XLOC-001608#XLOC-001608,95
6,XLOC-010887#XLOC-010887,96
6,XLOC-016314#PPR42-XENLA#Q5PPX0,97
6,XLOC-021323#XLOC-021323,98
6,XLOC-013319#XLOC-013319,99
6,gene-evm.model.ptg000003l.1412-1,100
7,XLOC-004109#XLOC-004109,1
7,XLOC-024018#XLOC-024018,2
7,XLOC-024010#XLOC-024010,3
7,XLOC-023997#YI31B-YEAST#Q7LHG5,4
7,XLOC-025990#XLOC-025990,5
7,XLOC-009500#XLOC-009500,6
7,XLOC-013841#QTMAN-DANRE#Q568B7,7
7,XLOC-004826#XLOC-004826,8
7,XLOC-004823#S36A2-HUMAN#Q495M3,9
7,XLOC-005714#RCBT2-MOUSE#Q99LJ7,10
7,XLOC-017099#XLOC-017099,11
7,XLOC-013265#RTJK-DROME#P21328,12
7,XLOC-023808#RN217-MOUSE#D3YYI7,13
7,XLOC-013895#RFT1-XENTR#Q0D2E8,14
7,gene-evm.model.ptg000019l.240,15
7,XLOC-001245#XLOC-001245,16
7,gene-evm.model.ptg000018l.165,17
7,XLOC-013237#XLOC-013237,18
7,XLOC-026153#SENP6-MOUSE#Q6P7W0,19
7,XLOC-026001#XLOC-026001,20
7,gene-evm.model.ptg000020l.89-1,21
7,XLOC-004500#TOB1-HUMAN#P50616,22
7,XLOC-025935#IQGA1-HUMAN#P46940,23
7,XLOC-017071#XLOC-017071,24
7,XLOC-025912#RGP1-MOUSE#Q8BHT7,25
7,XLOC-025910#SNPC3-RAT#Q5BK68,26
7,XLOC-001377#XLOC-001377,27
7,XLOC-026555#MLC2-DROME#P54357,28
7,XLOC-001958#XLOC-001958,29
7,XLOC-005998#XLOC-005998,30
7,XLOC-004536#MET22-HUMAN#Q9BUU2,31
7,XLOC-015775#NRBP-MOUSE#Q99J45,32
7,XLOC-004531#NUBP2-NEMVE#A7SE07,33
7,XLOC-006006#FRIS-LYMST#P42577,34
7,XLOC-023101#XLOC-023101,35
7,XLOC-026658#ARCH-DROME#Q9VD92,36
7,XLOC-026698#SORC1-HUMAN#Q8WY21,37
7,XLOC-023050#XLOC-023050,38
7,XLOC-001161#XLOC-001161,39
7,XLOC-023042#USB1-XENLA#Q7ZYI9,40
7,XLOC-023715#XLOC-023715,41
7,XLOC-005801#XLOC-005801,42
7,XLOC-009419#GHITM-RAT#Q5XIA8,43
7,XLOC-013911#KINH-DORPE#P21613,44
7,XLOC-005612#NSUN4-HUMAN#Q96CB9,45
7,XLOC-024106#XLOC-024106,46
7,XLOC-024087#RTJK-DROME#P21328,47
7,XLOC-005590#XLOC-005590,48
7,XLOC-014101#OPN4-FELCA#Q5YKK9,49
7,XLOC-004971#XLOC-004971,50
7,XLOC-022463#COMA-CONMA#Q9TWL9,51
7,XLOC-012943#DCTN2-XENTR#Q5FW42,52
7,XLOC-026707#KDM8-HUMAN#Q8N371,53
7,XLOC-009508#XLOC-009508,54
7,gene-evm.model.ptg000018l.103-1,55
7,XLOC-004486#CDR2-HUMAN#Q01850,56
7,XLOC-008050#GABP2-MOUSE#P81069,57
7,XLOC-024349#NAS13-CAEEL#Q20191,58
7,XLOC-006098#XLOC-006098,59
7,XLOC-009089#IPMK-RAT#Q99NI4,60
7,gene-evm.model.ptg000023l.562,61
7,XLOC-004475#CRYM-MOUSE#O54983,62
7,XLOC-002010#LAMC1-XENTR#A0JP86,63
7,XLOC-013018#KLH18-HUMAN#O94889,64
7,XLOC-015653#XLOC-015653,65
7,XLOC-006131#AKIR2-RAT#Q25C79,66
7,XLOC-004441#WDR13-HUMAN#Q9H1Z4,67
7,XLOC-001122#ZN277-MOUSE#E9Q6D6,68
7,gene-evm.model.ptg000023l.659-1,69
7,XLOC-018149#CDC73-HUMAN#Q6P1J9,70
7,XLOC-014204#XLOC-014204,71
7,XLOC-004419#APN1-CAEEL#Q10002,72
7,XLOC-022708#XLOC-022708,73
7,gene-evm.model.ptg000016l.666,74
7,XLOC-020482#XLOC-020482,75
7,XLOC-027134#XLOC-027134,76
7,XLOC-027139#XLOC-027139,77
7,XLOC-022419#S22A8-PONAB#Q5R9C4,78
7,XLOC-022391#XLOC-022391,79
7,XLOC-011037#XLOC-011037,80
7,XLOC-015583#XLOC-015583,81
7,XLOC-024405#XLOC-024405,82
7,XLOC-010364#RGRF1-RAT#P28818,83
7,XLOC-022363#P3C2B-HUMAN#O00750,84
7,gene-evm.model.ptg000001l.20-1,85
7,gene-evm.model.ptg000021l.125-1,86
7,XLOC-022349#XLOC-022349,87
7,XLOC-015770#PLCE-HUMAN#Q9NUQ2,88
7,XLOC-012902#CCD12-HUMAN#Q8WUD4,89
7,XLOC-012898#XLOC-012898,90
7,XLOC-012896#DNPEP-BOVIN#Q2HJH1,91
7,XLOC-024432#GOSR1-PONAB#Q5RBL6,92
7,XLOC-022306#PSMG2-XENTR#Q5XGC5,93
7,XLOC-022274#XLOC-022274,94
7,XLOC-024504#ASPDH-XENTR#Q5FW48,95
7,XLOC-025504#XLOC-025504,96
7,XLOC-013450#RETST-DANRE#Q5BLE8,97
7,XLOC-001730#RPAC2-XENLA#Q5XK67,98
7,XLOC-013700#ORC4-XENLA#O93479,99
7,XLOC-022312#VMP-NEMVE#K7Z9Q9,100
8,XLOC-020658#NAS15-CAEEL#P55115,1
8,XLOC-016322#TDH-BOVIN#Q2KIR8,2
8,XLOC-014451#KAP2-BOVIN#P00515,3
8,XLOC-021676#IFT57-XENLA#A9ULY7,4
8,XLOC-006327#CEL2A-RAT#P00774,5
8,XLOC-024196#RIPA-XENLA#Q9W704,6
8,XLOC-023898#BGLR-FELCA#O97524,7
8,gene-evm.model.ptg000022l.522-1,8
8,XLOC-026234#TM129-XENTR#Q0IJ33,9
8,XLOC-010998#MA2B1-MACFA#Q60HE9,10
8,XLOC-016555#ZFAN4-MOUSE#D3Z3C6,11
8,XLOC-014469#XLOC-014469,12
8,gene-evm.model.ptg000022l.508-1,13
8,XLOC-024370#PROD-CAEEL#O45228,14
8,XLOC-009728#TRIB2-HUMAN#Q92519,15
8,gene-evm.model.ptg000023l.137,16
8,XLOC-004456#EPN2-MOUSE#Q8CHU3,17
8,XLOC-002428#AXDN1-HUMAN#Q5T1B0,18
8,XLOC-024048#XLOC-024048,19
8,XLOC-014308#WRN-MOUSE#O09053,20
8,XLOC-010916#PEX2-DANRE#E7F4V8,21
8,XLOC-002232#FUCTA-DROME#Q9VUL9,22
8,gene-evm.model.ptg000028l.933-1,23
8,XLOC-000842#XLOC-000842,24
8,XLOC-008890#ROP1L-XENLA#Q4V7T8,25
8,XLOC-002817#UVS2-XENLA#P42664,26
8,XLOC-025956#CC124-DANRE#Q6PHE8,27
8,XLOC-014527#XLOC-014527,28
8,XLOC-004087#AOC1-MOUSE#Q8JZQ5,29
8,gene-evm.model.ptg000013l.906-1,30
8,XLOC-000391#MED18-DANRE#Q7T3H7,31
8,XLOC-021555#TM2D3-MOUSE#Q8BJ83,32
8,gene-evm.model.ptg000004l.773-1,33
8,XLOC-003315#RCL1-MOUSE#Q9JJT0,34
8,XLOC-010292#XLOC-010292,35
8,gene-evm.model.ptg000022l.392,36
8,XLOC-000319#UBE2A-HUMAN#P49459,37
8,XLOC-002467#S53A1-HUMAN#Q9UBH6,38
8,gene-evm.model.ptg000031l.178#TITIN-MOUSE#A2ASS6,39
8,gene-evm.model.ptg000010l.1370-1,40
8,XLOC-014563#QNG1-NEMVE#A7SNN9,41
8,gene-evm.model.ptg000003l.743#gene-evm.model.ptg000003l.743,42
8,XLOC-020329#CHP1-CHICK#Q5ZM44,43
8,gene-evm.model.ptg000007l.632-1,44
8,XLOC-024427#USOM5-ACRMI#B8VIU6,45
8,gene-evm.model.ptg000018l.61-1,46
8,XLOC-026997#XLOC-026997,47
8,XLOC-008907#XLOC-008907,48
8,XLOC-006320#DSCAM-MOUSE#Q9ERC8,49
8,XLOC-022179#EMC6-HUMAN#Q9BV81,50
8,XLOC-016755#KLKB1-HUMAN#P03952,51
8,XLOC-011727#XLOC-011727,52
8,XLOC-006229#TRYP-PHACE#O97399,53
8,XLOC-002815#F174A-HUMAN#Q8TBP5,54
8,gene-evm.model.ptg000011l.315-1,55
8,XLOC-000311#GLRA1-DANRE#O93430,56
8,XLOC-016716#XLOC-016716,57
8,XLOC-004584#DRC3-RAT#Q5XI54,58
8,XLOC-005015#XLOC-005015,59
8,gene-evm.model.ptg000012l.706-1,60
8,XLOC-004076#XLOC-004076,61
8,gene-evm.model.ptg000006l.372-1,62
8,XLOC-012889#GR-BACSU#O32210,63
8,XLOC-013226#HIBCH-DANRE#Q58EB4,64
8,XLOC-010435#RECQ1-RAT#Q6AYJ1,65
8,gene-evm.model.ptg000008l.90,66
8,XLOC-004109#XLOC-004109,67
8,XLOC-019721#PSMD8-PONAB#Q5RE15,68
8,XLOC-026039#XLOC-026039,69
8,XLOC-005667#XLOC-005667,70
8,XLOC-003513#R3HD4-BOVIN#Q2KIL7,71
8,XLOC-001269#RH13-ORYSI#A2XVF7,72
8,XLOC-002456#NAS13-CAEEL#Q20191,73
8,XLOC-002433#EXOS2-BOVIN#Q2KID0,74
8,gene-evm.model.ptg000009l.240#DNJC8-HUMAN#O75937,75
8,XLOC-014700#XLOC-014700,76
8,XLOC-020210#BGH3-HUMAN#Q15582,77
8,XLOC-008635#XLOC-008635,78
8,XLOC-009502#XLOC-009502,79
8,XLOC-020729#RPB9-HUMAN#P36954,80
8,XLOC-023780#TMC7-CHICK#Q5YCC5,81
8,XLOC-020281#POLK-MOUSE#Q9QUG2,82
8,XLOC-022439#SMD1-BOVIN#Q3ZC10,83
8,gene-evm.model.ptg000009l.230,84
8,XLOC-027105#XLOC-027105,85
8,XLOC-004639#ALR-RAT#Q63042,86
8,XLOC-027300#XLOC-027300,87
8,gene-evm.model.ptg000020l.158,88
8,XLOC-019617#NDUF7-MOUSE#Q9CWG8,89
8,XLOC-001348#XLOC-001348,90
8,XLOC-014038#XLOC-014038,91
8,gene-evm.model.ptg000004l.692,92
8,XLOC-001581#ATR12-EMENI#A0A1U8QWA2,93
8,XLOC-027225#XLOC-027225,94
8,XLOC-024749#XLOC-024749,95
8,gene-evm.model.ptg000037l.29-1,96
8,XLOC-017519#XLOC-017519,97
8,XLOC-027202#XLOC-027202,98
8,XLOC-017555#XLOC-017555,99
8,gene-evm.model.ptg000004l.675-1,100
9,XLOC-004035#CHOLN-MOUSE#Q9CXL3,1
9,XLOC-023779#IFT22-XENTR#Q5M8K8,2
9,XLOC-015245#KPCD-RAT#P09215,3
9,XLOC-003210#XLOC-003210,4
9,gene-evm.model.ptg000004l.644,5
9,gene-evm.model.ptg000028l.986,6
9,XLOC-023754#KITM-HUMAN#O00142,7
9,gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682,8
9,XLOC-026527#CC186-MOUSE#Q8C9S4,9
9,XLOC-009066#S2532-HUMAN#Q9H2D1,10
9,XLOC-003024#DOT1L-HUMAN#Q8TEK3,11
9,XLOC-005816#XLOC-005816,12
9,XLOC-014588#XLOC-014588,13
9,XLOC-000604#XLOC-000604,14
9,XLOC-009580#MGST1-HUMAN#P10620,15
9,XLOC-007732#XLOC-007732,16
9,XLOC-024341#BCKD-HUMAN#O14874,17
9,XLOC-003051#PIGQ-MOUSE#Q9QYT7,18
9,XLOC-004004#CAC1C-MOUSE#Q01815,19
9,XLOC-009281#S35F5-BOVIN#A6QL92,20
9,XLOC-005869#XLOC-005869,21
9,XLOC-015485#XLOC-015485,22
9,XLOC-011968#XLOC-011968,23
9,XLOC-025653#XLOC-025653,24
9,XLOC-026522#KLKB1-RAT#P14272,25
9,gene-evm.model.ptg000003l.639,26
9,XLOC-023882#XLOC-023882,27
9,XLOC-017624#XLOC-017624,28
9,XLOC-009845#SF3B6-HUMAN#Q9Y3B4,29
9,XLOC-000715#XLOC-000715,30
9,XLOC-024419#MAPK5-MOUSE#O54992,31
9,XLOC-022451#XLOC-022451,32
9,XLOC-025579#HERC1-HUMAN#Q15751,33
9,XLOC-000585#GUNA-BACPU#Q5YLG1,34
9,gene-evm.model.ptg000023l.114-1,35
9,XLOC-024335#MOD5-MOUSE#Q80UN9,36
9,XLOC-024353#PHF12-MOUSE#Q5SPL2,37
9,XLOC-005052#ADXH2-DROME#Q8SZA8,38
9,gene-evm.model.ptg000003l.374-1,39
9,XLOC-010566#XLOC-010566,40
9,XLOC-020519#XLOC-020519,41
9,XLOC-015766#XLOC-015766,42
9,gene-evm.model.ptg000016l.747,43
9,gene-evm.model.ptg000006l.127-1,44
9,XLOC-023112#ZNRF2-DANRE#Q08CN9,45
9,XLOC-025681#CI085-MOUSE#Q9CQ90,46
9,XLOC-004090#S2611-CAVPO#G3C7W6,47
9,XLOC-011532#XLOC-011532,48
9,XLOC-009132#HM09-CAEEL#P56407,49
9,XLOC-005580#PLCD-MOUSE#Q8K4X7,50
9,XLOC-024685#XLOC-024685,51
9,gene-evm.model.ptg000009l.195-1,52
9,XLOC-024937#FMO5-HUMAN#P49326,53
9,XLOC-009059#XLOC-009059,54
9,XLOC-015894#XLOC-015894,55
9,XLOC-020228#COX20-MOUSE#Q9D7J4,56
9,XLOC-025019#ACOX3-RAT#Q63448,57
9,XLOC-005712#XLOC-005712,58
9,gene-evm.model.ptg000020l.319-1,59
9,XLOC-024532#DRC2-MOUSE#Q8VHI7,60
9,XLOC-002992#XLOC-002992,61
9,gene-evm.model.ptg000055l.68,62
9,XLOC-002993#ELAV2-XENTR#Q28GD4,63
9,XLOC-009025#XLOC-009025,64
9,XLOC-023044#XLOC-023044,65
9,gene-evm.model.ptg000028l.907-1,66
9,XLOC-006472#SRP54-DANRE#Q7ZVN5,67
9,XLOC-026330#XLOC-026330,68
9,XLOC-016114#XLOC-016114,69
9,XLOC-014453#FA5-MOUSE#O88783,70
9,XLOC-010561#XLOC-010561,71
9,XLOC-014452#XLOC-014452,72
9,XLOC-009683#KI13A-MOUSE#Q9EQW7,73
9,XLOC-023390#XLOC-023390,74
9,XLOC-018825#XLOC-018825,75
9,XLOC-020621#XLOC-020621,76
9,XLOC-001849#RTJK-DROME#P21328,77
9,XLOC-006532#RNF41-DANRE#Q7ZW16,78
9,XLOC-009503#XLOC-009503,79
9,XLOC-003704#XLOC-003704,80
9,XLOC-020679#RNOY-MAGGI#Q7M456,81
9,XLOC-002310#XLOC-002310,82
9,XLOC-020669#XLOC-020669,83
9,XLOC-002268#XLOC-002268,84
9,XLOC-009551#NK3R-CAVPO#P30098,85
9,XLOC-010891#XLOC-010891,86
9,XLOC-004925#KCNJ2-BOVIN#O19182,87
9,XLOC-018826#XLOC-018826,88
9,XLOC-000041#PPA5-RABIT#O97860,89
9,XLOC-001259#GNPI2-XENTR#A4IHW6,90
9,XLOC-024342#XLOC-024342,91
9,XLOC-022296#K0513-MOUSE#Q8R0A7,92
9,XLOC-020595#ARMT1-XENTR#Q6DJA3,93
9,XLOC-009561#XLOC-009561,94
9,gene-evm.model.ptg000031l.293-1,95
9,XLOC-005317#XLOC-005317,96
9,gene-evm.model.ptg000009l.236#gene-evm.model.ptg000009l.236,97
9,XLOC-002485#NELFB-HUMAN#Q8WX92,98
9,XLOC-021094#XLOC-021094,99
9,XLOC-009564#XLOC-009564,100
10,XLOC-023776#XLOC-023776,1
10,gene-evm.model.ptg000005l.833-1,2
10,XLOC-020090#XLOC-020090,3
10,XLOC-020091#XLOC-020091,4
10,XLOC-011772#CHSTB-RAT#P69478,5
10,XLOC-000882#FGF16-DANRE#Q2HXK8,6
10,XLOC-008332#XLOC-008332,7
10,XLOC-025040#COT1-MOUSE#Q60632,8
10,XLOC-016562#XLOC-016562,9
10,XLOC-013828#XLOC-013828,10
10,gene-evm.model.ptg000011l.184,11
10,XLOC-020122#RL4-OCEIH#Q8ETY1,12
10,XLOC-008888#FER-CANLF#Q9TTY2,13
10,gene-evm.model.ptg000024l.10-1,14
10,XLOC-001193#NUP58-MOUSE#Q8R332,15
10,XLOC-019291#XLOC-019291,16
10,XLOC-005577#XLOC-005577,17
10,gene-evm.model.ptg000006l.330-1,18
10,XLOC-014244#XLOC-014244,19
10,XLOC-023273#XLOC-023273,20
10,gene-evm.model.ptg000017l.32-1,21
10,gene-evm.model.ptg000004l.15-1,22
10,XLOC-000798#XLOC-000798,23
10,XLOC-016647#XLOC-016647,24
10,XLOC-016532#XLOC-016532,25
10,XLOC-025530#OTU7B-MOUSE#B2RUR8,26
10,gene-evm.model.ptg000013l.732,27
10,XLOC-022049#TDH-PYRFU#Q8U259,28
10,XLOC-008840#XLOC-008840,29
10,XLOC-000381#XLOC-000381,30
10,XLOC-010991#HYAL5-MOUSE#Q812F3,31
10,XLOC-001220#XLOC-001220,32
10,XLOC-002944#XLOC-002944,33
10,XLOC-010034#CD9-RAT#P40241,34
10,XLOC-004618#GRIA2-MOUSE#P23819,35
10,XLOC-002914#VPS8-MOUSE#Q0P5W1,36
10,XLOC-020116#XLOC-020116,37
10,gene-evm.model.ptg000006l.177,38
10,XLOC-024986#XLOC-024986,39
10,gene-evm.model.ptg000006l.222-1,40
10,XLOC-010353#TYSY-HUMAN#P04818,41
10,XLOC-023745#PYRD1-MOUSE#Q3TMV7,42
10,XLOC-009307#TIM23-SCHPO#Q9USM7,43
10,gene-evm.model.ptg000023l.669#NDEL1-XENTR#Q28CJ6,44
10,XLOC-003834#METL4-HUMAN#Q8N3J2,45
10,gene-evm.model.ptg000006l.305,46
10,XLOC-011315#CALM-MACPY#Q40302,47
10,XLOC-001216#NUDT6-MOUSE#Q8CH40,48
10,gene-evm.model.ptg000006l.189,49
10,XLOC-016551#CSN4-DANRE#Q6P0H6,50
10,XLOC-025563#LOXA-PSEAE#Q9I4G8,51
10,XLOC-006673#XLOC-006673,52
10,XLOC-015043#XLOC-015043,53
10,XLOC-006532#RNF41-DANRE#Q7ZW16,54
10,gene-evm.model.ptg000011l.188#gene-evm.model.ptg000011l.188,55
10,XLOC-021622#TRIPC-RAT#F1LP64,56
10,XLOC-023044#XLOC-023044,57
10,XLOC-023841#COQ5-MOUSE#Q9CXI0,58
10,gene-evm.model.ptg000013l.700-1,59
10,XLOC-015574#XLOC-015574,60
10,XLOC-021494#EFHC2-CHICK#Q32TG3,61
10,gene-evm.model.ptg000018l.1283-1,62
10,XLOC-023055#WDR88-HUMAN#Q6ZMY6,63
10,XLOC-022296#K0513-MOUSE#Q8R0A7,64
10,XLOC-002171#TSC1-MOUSE#Q9EP53,65
10,XLOC-015764#XLOC-015764,66
10,XLOC-015766#XLOC-015766,67
10,XLOC-003051#PIGQ-MOUSE#Q9QYT7,68
10,XLOC-023794#HEPHL-ACRMI#B3EWZ9,69
10,XLOC-022311#NCBP3-HUMAN#Q53F19,70
10,XLOC-007491#XLOC-007491,71
10,XLOC-021536#MOT4-HUMAN#O15427,72
10,XLOC-023112#ZNRF2-DANRE#Q08CN9,73
10,gene-evm.model.ptg000010l.1453#PARD3-HUMAN#Q8TEW0,74
10,gene-evm.model.ptg000018l.184-1,75
10,XLOC-007151#ASPP2-HUMAN#Q13625,76
10,gene-evm.model.ptg000010l.1503-1,77
10,XLOC-023460#TSR1-HUMAN#Q2NL82,78
10,XLOC-009737#XLOC-009737,79
10,XLOC-012393#RU1C-AEDAE#Q16IW3,80
10,XLOC-002910#XLOC-002910,81
10,XLOC-023419#CFDP2-BOVIN#O02751,82
10,XLOC-002953#XLOC-002953,83
10,XLOC-023390#XLOC-023390,84
10,XLOC-014957#XLOC-014957,85
10,XLOC-010959#XLOC-010959,86
10,XLOC-007288#KMT5A-BOVIN#Q2YDJ8,87
10,XLOC-006639#XLOC-006639,88
10,XLOC-006651#XLOC-006651,89
10,XLOC-022141#CBS-HUMAN#P35520,90
10,XLOC-022832#C102A-XENLA#Q6DFL0,91
10,XLOC-024109#RTBS-DROME#Q95SX7,92
10,gene-evm.model.ptg000014l.475,93
10,XLOC-003210#XLOC-003210,94
10,XLOC-009580#MGST1-HUMAN#P10620,95
10,XLOC-021334#PCCA-MOUSE#Q91ZA3,96
10,XLOC-021546#XLOC-021546,97
10,XLOC-002310#XLOC-002310,98
10,XLOC-003187#YL432-MIMIV#Q5UQN4,99
10,XLOC-010918#XLOC-010918,100
11,gene-evm.model.ptg000032l.77-1,1
11,XLOC-001229#XLOC-001229,2
11,XLOC-014767#XLOC-014767,3
11,gene-evm.model.ptg000031l.504-1,4
11,XLOC-016510#XLOC-016510,5
11,XLOC-005190#XLOC-005190,6
11,gene-evm.model.ptg000001l.971-1,7
11,gene-evm.model.ptg000009l.3-1,8
11,XLOC-005134#CAPON-MOUSE#Q9D3A8,9
11,gene-evm.model.ptg000031l.423-1,10
11,gene-evm.model.ptg000031l.421#GGT1-PIG#P20735,11
11,gene-evm.model.ptg000031l.539#LIPP-ICTTR#O88354,12
11,gene-evm.model.ptg000001l.961-1,13
11,XLOC-025505#LX12E-RAT#D3ZQF9,14
11,XLOC-007417#TOS3-YEAS7#A6ZU08,15
11,gene-evm.model.ptg000016l.727,16
11,XLOC-023141#KDSR-DANRE#F1QWW8,17
11,XLOC-023139#GLRA1-DANRE#O93430,18
11,gene-evm.model.ptg000001l.724-1,19
11,XLOC-003311#GIPC3-HUMAN#Q8TF64,20
11,XLOC-008564#XLOC-008564,21
11,gene-evm.model.ptg000008l.352,22
11,gene-evm.model.ptg000010l.155-1,23
11,XLOC-025479#SPN1-HUMAN#O95149,24
11,gene-evm.model.ptg000031l.492-1,25
11,XLOC-010932#ECE2-HUMAN#P0DPD6,26
11,XLOC-006724#XLOC-006724,27
11,XLOC-005827#XLOC-005827,28
11,XLOC-005012#GRB2-HUMAN#P62993,29
11,XLOC-006251#CNPY2-MOUSE#Q9QXT0,30
11,XLOC-003010#XLOC-003010,31
11,XLOC-013695#PS11A-DANRE#F6P3G4,32
11,XLOC-012846#NSF1C-CHICK#Q5ZK10,33
11,XLOC-022981#RAD2C-ARATH#Q9SEH3,34
11,gene-evm.model.ptg000030l.54,35
11,gene-evm.model.ptg000010l.108-1,36
11,gene-evm.model.ptg000001l.750-1,37
11,XLOC-023180#NDUB9-MOUSE#Q9CQJ8,38
11,XLOC-003532#GGT1-PIG#P20735,39
11,gene-evm.model.ptg000031l.182-1,40
11,gene-evm.model.ptg000017l.1101,41
11,XLOC-013684#VRP1-YEAST#P37370,42
11,XLOC-009656#DJB14-XENLA#Q7ZXQ8,43
11,XLOC-019060#XLOC-019060,44
11,gene-evm.model.ptg000008l.138,45
11,XLOC-009735#GST1-ASCSU#P46436,46
11,XLOC-007556#XLOC-007556,47
11,gene-evm.model.ptg000002l.114,48
11,gene-evm.model.ptg000002l.359,49
11,XLOC-005863#XLOC-005863,50
11,XLOC-019212#XLOC-019212,51
11,XLOC-025525#FAN1-DANRE#Q1LWH4,52
11,XLOC-022355#XLOC-022355,53
11,XLOC-009539#PHYD1-DICDI#Q54XH6,54
11,XLOC-022258#RCAF1-MOUSE#Q9CQT9,55
11,XLOC-007825#XLOC-007825,56
11,XLOC-022249#GLRA1-BOVIN#P57695,57
11,XLOC-009554#XLOC-009554,58
11,XLOC-016056#RECQ-PASMU#Q9CL21,59
11,XLOC-026148#VPS51-BOVIN#A6QQ47,60
11,XLOC-026462#XLOC-026462,61
11,XLOC-007952#XLOC-007952,62
11,XLOC-016200#TF3C1-RAT#Q63505,63
11,XLOC-026141#XLOC-026141,64
11,XLOC-026496#SPCS-HUMAN#Q9HD40,65
11,gene-evm.model.ptg000018l.233-1,66
11,XLOC-007995#ACOHC-DICDI#Q54X73,67
11,XLOC-001090#XLOC-001090,68
11,gene-evm.model.ptg000009l.936,69
11,XLOC-010197#XLOC-010197,70
11,XLOC-003237#XLOC-003237,71
11,XLOC-021573#SR140-MOUSE#Q6NV83,72
11,XLOC-015800#XLOC-015800,73
11,XLOC-001088#YIPF6-XENTR#Q28CH8,74
11,gene-evm.model.ptg000027l.339-1,75
11,gene-evm.model.ptg000028l.1066-1,76
11,XLOC-007999#XLOC-007999,77
11,gene-evm.model.ptg000002l.211#STK10-XENTR#Q0IHQ8,78
11,XLOC-025518#TF2AA-RAT#O08949,79
11,gene-evm.model.ptg000031l.37-1,80
11,XLOC-020855#SNW1-PONAB#Q5R7R9,81
11,XLOC-002547#XLOC-002547,82
11,gene-evm.model.ptg000022l.364#PIPNA-BOVIN#Q2HJ54,83
11,gene-evm.model.ptg000017l.290,84
11,XLOC-003577#PCFT-CHICK#F1NJ67,85
11,gene-evm.model.ptg000011l.216#UBP24-MOUSE#B1AY13,86
11,XLOC-012629#XLOC-012629,87
11,XLOC-011753#XLOC-011753,88
11,XLOC-022092#XLOC-022092,89
11,gene-evm.model.ptg000018l.1299-1,90
11,XLOC-011447#PMVK-PIG#Q29081,91
11,XLOC-015909#MED23-XENLA#Q6P423,92
11,XLOC-015908#XLOC-015908,93
11,gene-evm.model.ptg000009l.364-1,94
11,gene-evm.model.ptg000008l.10#SPNS1-XENLA#Q5XGK0,95
11,gene-evm.model.ptg000008l.308,96
11,gene-evm.model.ptg000024l.81-1,97
11,XLOC-026741#SNM1-ARATH#Q38961,98
11,XLOC-025852#POL5-DROME#Q8I7P9,99
11,XLOC-005645#SYF2-MOUSE#Q9D198,100
